	WP_id	cds	OG	KO id	KO description
Leaf1|1916	WP_056779156.1	cds1808	OG0005135	K09684	pucR; purine catabolism regulatory protein
Leaf1|1917	WP_056779159.1	cds1809	OG0000520	K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
Leaf1|1918	WP_056779165.1	cds1810	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Leaf1|1919	WP_056779169.1	cds1811	OG0002598	K00274	MAO; monoamine oxidase [EC:1.4.3.4]
Leaf1|1920	WP_056779171.1	cds1813	OG0003610		
Leaf1|1921	WP_056779175.1	cds1814	OG0003980	K01952	purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
Leaf1|1922	WP_056779177.1	cds1816	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
Leaf1|1923	WP_056779178.1	cds1817	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
Leaf1|1924	WP_056779180.1	cds1818	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
Leaf1|1925	WP_056779182.1	cds1819	OG0001390	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]
Leaf1|1926	WP_056779183.1	cds1820	OG0001265	K00615	E2.2.1.1; transketolase [EC:2.2.1.1]
Leaf1|1927	WP_056779185.1	cds1821	OG0005136		
Leaf1|1928	WP_056779186.1	cds1822	OG0000035		
Leaf1|1929	WP_056779187.1	cds1823	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Leaf1|1930	WP_056779188.1	cds1825	OG0005137		
Leaf1|1931	WP_056779189.1	cds1831			
Leaf1|1932	WP_056779190.1	cds1832			
Leaf1|1933	WP_056779191.1	cds1833	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
Leaf1|1934	WP_056779192.1	cds1834	OG0001015	K03811	pnuC; nicotinamide mononucleotide transporter
Leaf1|1935	WP_056779193.1	cds1835	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
Leaf1|1936	WP_056779196.1	cds1836	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
Leaf1|1937	WP_056779197.1	cds1837			
Leaf1|1938	WP_056779200.1	cds1838	OG0006272		
Leaf1|1939	WP_056779202.1	cds1839	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf1|1940	WP_056779205.1	cds1840	OG0000308	K02004	ABC.CD.P; putative ABC transport system permease protein
Leaf1|1941	WP_056779208.1	cds1842	OG0000209	K07003	uncharacterized protein
Leaf1|1942	WP_056779211.1	cds1843	OG0003630	K01421	yhgE; putative membrane protein
Leaf1|1943	WP_056779213.1	cds1846	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|1944	WP_056779216.1	cds1850	OG0001349		
Leaf1|1945	WP_056779220.1	cds1855	OG0000372	K09815	znuA; zinc transport system substrate-binding protein
Leaf1|1946	WP_056779222.1	cds1856			
Leaf1|1947	WP_056779225.1	cds1859			
Leaf1|1948	WP_056779229.1	cds1860	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf1|1949	WP_056779233.1	cds1864	OG0000586	K03817	rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]
Leaf1|1950	WP_056779235.1	cds1865	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
Leaf1|1951	WP_056779238.1	cds1866	OG0000022	K13653	AraC family transcriptional regulator
Leaf1|1952	WP_056779240.1	cds1868	OG0000246	K21064	ycsE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
Leaf1|1953	WP_056779244.1	cds1870	OG0000990		
Leaf1|1954	WP_056779245.1	cds1874	OG0002418		
Leaf1|1955	WP_056779248.1	cds1876	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
Leaf1|1956	WP_056779253.1	cds1886	OG0003122		
Leaf1|1957	WP_056779255.1	cds1888	OG0000453	K01142	E3.1.11.2; exodeoxyribonuclease III [EC:3.1.11.2]
Leaf1|1958	WP_056779259.1	cds1891	OG0000433	K07088	uncharacterized protein
Leaf1|1959	WP_056779262.1	cds1894	OG0002545	K08987	putative membrane protein
Leaf1|1960	WP_056779263.1	cds1900	OG0002814		
Leaf1|1961	WP_056779266.1	cds1901			
Leaf1|1962	WP_056779269.1	cds1907			
Leaf1|1963	WP_056779272.1	cds1908	OG0001650	K01620	ltaE; threonine aldolase [EC:4.1.2.48]
Leaf1|1964	WP_056779276.1	cds1909	OG0001156	K01733	thrC; threonine synthase [EC:4.2.3.1]
Leaf1|1965	WP_056779278.1	cds1910			
Leaf1|1966	WP_056779280.1	cds1911	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
Leaf1|1967	WP_056779284.1	cds1912			
Leaf1|1968	WP_056779287.1	cds1914	OG0000192	K10679	nfnB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]
Leaf1|1969	WP_056779291.1	cds1915	OG0001688		
Leaf1|1970	WP_056779293.1	cds1917	OG0006273		
Leaf1|1971	WP_056779297.1	cds1919	OG0000521	K04095	fic; cell filamentation protein
Leaf1|1972	WP_056779298.1	cds1922	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
Leaf1|1973	WP_056779299.1	cds1923	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
Leaf1|1974	WP_056779301.1	cds1924	OG0005138		
Leaf1|1975	WP_056779303.1	cds1925			
Leaf1|1976	WP_056779304.1	cds1926	OG0000527	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
Leaf1|1977	WP_056779308.1	cds1927			
Leaf1|1978	WP_056779311.1	cds1930	OG0003981	K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]
Leaf1|1979	WP_056779321.1	cds1935			
Leaf1|1980	WP_056779324.1	cds1936	OG0002485	K11391	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]
Leaf1|1981	WP_056779326.1	cds1937			
Leaf1|1982	WP_056779329.1	cds1939	OG0000672	K05516	cbpA; curved DNA-binding protein
Leaf1|1983	WP_056779333.1	cds1940	OG0000755	K03687	GRPE; molecular chaperone GrpE
Leaf1|1984	WP_056779336.1	cds1942	OG0000118	K03695	clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
Leaf1|1985	WP_056779339.1	cds1944	OG0002634		
Leaf1|1986	WP_056779342.1	cds1946			
Leaf1|1987	WP_056779345.1	cds1947	OG0005139	K02431	fucU; L-fucose mutarotase [EC:5.1.3.29]
Leaf1|1988	WP_056779348.1	cds1948	OG0001274	K07046	L-fuconolactonase [EC:3.1.1.-]
Leaf1|1989	WP_056779350.1	cds1949	OG0001465	K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
Leaf1|1990	WP_056779352.1	cds1952	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf1|1991	WP_056779358.1	cds1955	OG0000441	K05350	bglB; beta-glucosidase [EC:3.2.1.21]
Leaf1|1992	WP_056779362.1	cds1957	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Leaf1|1993	WP_056779365.1	cds1960	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|1994	WP_056779367.1	cds1963			
Leaf1|1995	WP_056779370.1	cds1965	OG0000621	K10027	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
Leaf1|1996	WP_056779373.1	cds1968	OG0001258	K01823	idi; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
Leaf1|1997	WP_056779377.1	cds1969	OG0005140		
Leaf1|1998	WP_056779380.1	cds1970	OG0005141	K15269	pecM; probable blue pigment (indigoidine) exporter
Leaf1|1999	WP_056779382.1	cds1971	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|2000	WP_056779385.1	cds1976	OG0003631	K08093	hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]
Leaf1|2001	WP_056779389.1	cds1977	OG0000601	K06041	kdsD; arabinose-5-phosphate isomerase [EC:5.3.1.13]
Leaf1|2002	WP_056779392.1	cds1978	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|2003	WP_056779394.1	cds1979	OG0002673		
Leaf1|2004	WP_056779397.1	cds1980			
Leaf1|2005	WP_056779400.1	cds1981			
Leaf1|2006	WP_056779402.1	cds1982	OG0001348	K10947	padR; PadR family transcriptional regulator, regulatory protein PadR
Leaf1|2007	WP_056779407.1	cds1983	OG0006274	K09702	uncharacterized protein
Leaf1|2008	WP_056779410.1	cds1984	OG0001077		
Leaf1|2009	WP_056779414.1	cds1985	OG0003982	K07052	uncharacterized protein
Leaf1|2010	WP_056779417.1	cds1986	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
Leaf1|2011	WP_056779419.1	cds1987	OG0000522		
Leaf1|2012	WP_056779422.1	cds1990	OG0006275		
Leaf1|2013	WP_056779425.1	cds1991	OG0005142		
Leaf1|2014	WP_056779428.1	cds1992			
Leaf1|2015	WP_056779431.1	cds1994	OG0000968	K03641	tolB; TolB protein
Leaf1|2016	WP_056779434.1	cds1995	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
Leaf1|2017	WP_056779436.1	cds1996	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
Leaf1|2018	WP_056779438.1	cds1997	OG0001013	K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
Leaf1|2019	WP_056779440.1	cds1998	OG0001273	K02510	hpaI; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
Leaf1|2020	WP_056779443.1	cds1999	OG0000111	K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
Leaf1|2021	WP_056779447.1	cds2000	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
Leaf1|2022	WP_056779450.1	cds2001	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Leaf1|2023	WP_056779453.1	cds2002	OG0003911		
Leaf1|2024	WP_056779457.1	cds2003			
Leaf1|2025	WP_056779460.1	cds2004			
Leaf1|2026	WP_056779465.1	cds2005	OG0000546	K02167	betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
Leaf1|2027	WP_056779466.1	cds2006	OG0002306	K07148	uncharacterized protein
Leaf1|2028	WP_056779468.1	cds2009	OG0000351	K00480	E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]
Leaf1|2029	WP_056779471.1	cds2011			
Leaf1|2030	WP_056779472.1	cds2012	OG0001347		
Leaf1|2031	WP_056779475.1	cds2013	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
Leaf1|2032	WP_056779477.1	cds2014	OG0002453		
Leaf1|2033	WP_056779479.1	cds2015	OG0005143		
Leaf1|2034	WP_056779482.1	cds2016	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
Leaf1|2035	WP_056779485.1	cds2017	OG0000346	K06999	phospholipase/carboxylesterase
Leaf1|2036	WP_056779488.1	cds2020			
Leaf1|2037	WP_056779491.1	cds2023	OG0000530	K14274	xylC; xylonolactonase [EC:3.1.1.-]
Leaf1|2038	WP_056779494.1	cds2024	OG0000767		
Leaf1|2039	WP_056779497.1	cds2025	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf1|2040	WP_056779499.1	cds2026	OG0002810		
Leaf1|2041	WP_056779502.1	cds2029			
Leaf1|2042	WP_056779507.1	cds2033	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Leaf1|2043	WP_056779509.1	cds2035	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Leaf1|2044	WP_056779512.1	cds2036	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Leaf1|2045	WP_056779514.1	cds2038	OG0006276		
Leaf1|2046	WP_056779519.1	cds2040			
Leaf1|2047	WP_056779522.1	cds2043	OG0000274	K09024	rutF; flavin reductase [EC:1.5.1.-]
Leaf1|2048	WP_056779523.1	cds2044	OG0000579	K02503	HINT1; histidine triad (HIT) family protein
Leaf1|2049	WP_056779526.1	cds2045	OG0000128	K03294	TC.APA; basic amino acid/polyamine antiporter, APA family
Leaf1|2050	WP_056779529.1	cds2047	OG0000621	K10027	crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
Leaf1|2051	WP_056779533.1	cds2048	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf1|2052	WP_056779536.1	cds2049	OG0005144		
Leaf1|2053	WP_056779539.1	cds2060	OG0005091		
Leaf1|2054	WP_056779542.1	cds2061	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
Leaf1|2055	WP_056779546.1	cds2062	OG0000990		
Leaf1|2056	WP_056779548.1	cds2064	OG0000366	K03863	vanB; vanillate monooxygenase ferredoxin subunit
Leaf1|2057	WP_056779552.1	cds2065	OG0004805	K09709	meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
Leaf1|2058	WP_056779555.1	cds2067	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
Leaf1|2059	WP_056779558.1	cds2070			
Leaf1|2060	WP_056779561.1	cds2072	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Leaf1|2061	WP_056779564.1	cds2073	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Leaf1|2062	WP_056779566.1	cds2076	OG0002095	K01473	hyuA; N-methylhydantoinase A [EC:3.5.2.14]
Leaf1|2063	WP_056779568.1	cds2078	OG0000457	K02647	cdaR; carbohydrate diacid regulator
Leaf1|2064	WP_056779570.1	cds2079	OG0002210		
Leaf1|2065	WP_056779572.1	cds2080	OG0001177	K00275	pdxH; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
Leaf1|2066	WP_056779574.1	cds2081	OG0000016	K07729	putative transcriptional regulator
Leaf1|2067	WP_056779578.1	cds2082	OG0000565	K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
Leaf1|2068	WP_056779581.1	cds2085	OG0000571		
Leaf1|2069	WP_056779584.1	cds2087			
Leaf1|2070	WP_056779588.1	cds2088	OG0003632		
Leaf1|2071	WP_056779591.1	cds2089	OG0000234	K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
Leaf1|2072	WP_056779594.1	cds2090	OG0003983	K07048	PTER; phosphotriesterase-related protein
Leaf1|2073	WP_056779596.1	cds2093	OG0001182	K01546	kdpA; K+-transporting ATPase ATPase A chain [EC:3.6.3.12]
Leaf1|2074	WP_056779599.1	cds2097	OG0001422	K07667	kdpE; two-component system, OmpR family, KDP operon response regulator KdpE
Leaf1|2075	WP_056779601.1	cds2099	OG0000685		
Leaf1|2076	WP_056779607.1	cds2101	OG0002811		
Leaf1|2077	WP_056779613.1	cds2104	OG0003970		
Leaf1|2078	WP_056779616.1	cds2105			
Leaf1|2079	WP_056779618.1	cds2106			
Leaf1|2080	WP_056779621.1	cds2107	OG0001733		
Leaf1|2081	WP_056779624.1	cds2110	OG0000149	K06149	uspA; universal stress protein A
Leaf1|2082	WP_056779626.1	cds2111	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
Leaf1|2083	WP_056779628.1	cds2114	OG0004410		
Leaf1|2084	WP_056779630.1	cds2115			
Leaf1|2085	WP_056779633.1	cds2116	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]
Leaf1|2086	WP_056779636.1	cds2117	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
Leaf1|2087	WP_056779639.1	cds2119	OG0003984		
Leaf1|2088	WP_056779642.1	cds2120	OG0000267	K13573	pafC; proteasome accessory factor C
Leaf1|2089	WP_056779654.1	cds2124	OG0000267	K13573	pafC; proteasome accessory factor C
Leaf1|2090	WP_056779657.1	cds2125	OG0004467	K21159	sgcF; epoxide hydrolase
Leaf1|2091	WP_056779661.1	cds2133	OG0001406	K02012	afuA; iron(III) transport system substrate-binding protein
Leaf1|2092	WP_056779664.1	cds2134	OG0003135		
Leaf1|2093	WP_056779670.1	cds2135	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
Leaf1|2094	WP_056779673.1	cds2137	OG0000653		
Leaf1|2095	WP_056779675.1	cds2138	OG0000285	K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
Leaf1|2096	WP_056779682.1	cds2141			
Leaf1|2097	WP_056779685.1	cds2142	OG0000501	K00077	panE; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
Leaf1|2098	WP_056779691.1	cds2145	OG0000268	K19267	qorB; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
Leaf1|2099	WP_056779694.1	cds2146			
Leaf1|2100	WP_056779697.1	cds2147	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|2101	WP_056779701.1	cds2148	OG0000330	K03789	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
Leaf1|2102	WP_056779704.1	cds2149			
Leaf1|2103	WP_056779707.1	cds2152	OG0003633		
Leaf1|2104	WP_056779710.1	cds2158	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
Leaf1|2105	WP_056779712.1	cds2159	OG0000991	K05794	terC; tellurite resistance protein TerC
Leaf1|2106	WP_056779715.1	cds2160	OG0003129		
Leaf1|2107	WP_056779717.1	cds2161			
Leaf1|2108	WP_056779720.1	cds2162	OG0000738		
Leaf1|2109	WP_056779723.1	cds2165	OG0002133	K17837	bla2; metallo-beta-lactamase class B [EC:3.5.2.6]
Leaf1|2110	WP_056779726.1	cds2167	OG0001400		
Leaf1|2111	WP_056779729.1	cds2169	OG0000561	K03798	ftsH; cell division protease FtsH [EC:3.4.24.-]
Leaf1|2112	WP_056779731.1	cds2170			
Leaf1|2113	WP_056779733.1	cds2171			
Leaf1|2114	WP_056779737.1	cds2172			
Leaf1|2115	WP_056779741.1	cds2174			
Leaf1|2116	WP_056779743.1	cds2178			
Leaf1|2117	WP_056779746.1	cds2179			
Leaf1|2118	WP_056779749.1	cds2181	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|2119	WP_056779752.1	cds2188	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
Leaf1|2120	WP_056779754.1	cds2190			
Leaf1|2121	WP_056779757.1	cds2191	OG0000518	K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
Leaf1|2122	WP_056779760.1	cds2192	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
Leaf1|2123	WP_056779762.1	cds2193	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
Leaf1|2124	WP_056779765.1	cds2194	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
Leaf1|2125	WP_056779767.1	cds2195	OG0001344		
Leaf1|2126	WP_056779770.1	cds2196	OG0000227	K06221	dkgA; 2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]
Leaf1|2127	WP_056779773.1	cds2197	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|2128	WP_056779779.1	cds2199	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
Leaf1|2129	WP_056779782.1	cds2200			
Leaf1|2130	WP_056779784.1	cds2202			
Leaf1|2131	WP_056779786.1	cds2205	OG0002811		
Leaf1|2132	WP_056779788.1	cds2206			
Leaf1|2133	WP_056779791.1	cds2207	OG0000375	K09808	lolC_E; lipoprotein-releasing system permease protein
Leaf1|2134	WP_056779793.1	cds2208	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Leaf1|2135	WP_056779796.1	cds2209	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
Leaf1|2136	WP_056779798.1	cds2210	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|2137	WP_056779801.1	cds2211	OG0000438	K08368	yaaU; MFS transporter, putative metabolite transport protein
Leaf1|2138	WP_056779808.1	cds2212	OG0002458		
Leaf1|2139	WP_056779811.1	cds2215	OG0006277		
Leaf1|2140	WP_056779814.1	cds2216			
Leaf1|2141	WP_056779820.1	cds2220	OG0000653		
Leaf1|2142	WP_056779823.1	cds2223	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
Leaf1|2143	WP_056779826.1	cds2224	OG0000013	K02529	lacI; LacI family transcriptional regulator
Leaf1|2144	WP_056779829.1	cds2225	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
Leaf1|2145	WP_056779831.1	cds2228	OG0002127	K01173	ENDOG; endonuclease G, mitochondrial
Leaf1|2146	WP_056779834.1	cds2231	OG0003553	K18476	tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein
Leaf1|2147	WP_056779838.1	cds2232	OG0002546	K03523	bioY; biotin transport system substrate-specific component
Leaf1|2148	WP_056779842.1	cds2233	OG0000030	K01897	ACSL; long-chain acyl-CoA synthetase [EC:6.2.1.3]
Leaf1|2149	WP_056779845.1	cds2235	OG0003634	K16784	bioM; biotin transport system ATP-binding protein [EC:3.6.3.-]
Leaf1|2150	WP_056779851.1	cds2238	OG0001293	K03313	nhaA; Na+:H+ antiporter, NhaA family
Leaf1|2151	WP_056779854.1	cds2240			
Leaf1|2152	WP_056779856.1	cds2242	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
Leaf1|2153	WP_056779859.1	cds2243	OG0004930	K14340	mannosyltransferase [EC:2.4.1.-]
Leaf1|2154	WP_056779861.1	cds2245	OG0000991	K05794	terC; tellurite resistance protein TerC
Leaf1|2155	WP_056779864.1	cds2247	OG0000440	K05791	terZ; tellurium resistance protein TerZ
Leaf1|2156	WP_056779867.1	cds2251			
Leaf1|2157	WP_056779870.1	cds2252	OG0003985		
Leaf1|2158	WP_056779872.1	cds2254	OG0003635		
Leaf1|2159	WP_056779875.1	cds2255	OG0000502	K03750	moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
Leaf1|2160	WP_056779876.1	cds2256			
Leaf1|2161	WP_056779879.1	cds2257			
Leaf1|2162	WP_056779883.1	cds2258	OG0001458	K02379	fdhD; FdhD protein
Leaf1|2163	WP_056779887.1	cds2259	OG0000770		
Leaf1|2164	WP_056779890.1	cds2261	OG0004462		
Leaf1|2165	WP_056779893.1	cds2262			
Leaf1|2166	WP_056779895.1	cds2263	OG0001298	K09781	uncharacterized protein
Leaf1|2167	WP_056779899.1	cds2264	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
Leaf1|2168	WP_056779904.1	cds2266	OG0001881	K14731	mlhB; epsilon-lactone hydrolase [EC:3.1.1.83]
Leaf1|2169	WP_056779911.1	cds2270	OG0002096	K01190	lacZ; beta-galactosidase [EC:3.2.1.23]
Leaf1|2170	WP_056779915.1	cds2271			
Leaf1|2171	WP_056779919.1	cds2273	OG0001461	K14189	dltE; uncharacterized oxidoreductase [EC:1.-.-.-]
Leaf1|2172	WP_056779922.1	cds2274	OG0001344		
Leaf1|2173	WP_056779926.1	cds2275			
Leaf1|2174	WP_056779931.1	cds2276			
Leaf1|2175	WP_056779935.1	cds2277	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
Leaf1|2176	WP_056779941.1	cds2279	OG0001148		
Leaf1|2177	WP_056779947.1	cds2280	OG0002267		
Leaf1|2178	WP_056779950.1	cds2282	OG0002182		
Leaf1|2179	WP_056779955.1	cds2283	OG0006278		
Leaf1|2180	WP_056779957.1	cds2284			
Leaf1|2181	WP_056779960.1	cds2285	OG0001602	K03380	E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]
Leaf1|2182	WP_056779962.1	cds2286	OG0000269	K13979	yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]
Leaf1|2183	WP_056779966.1	cds2289	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
Leaf1|2184	WP_056779972.1	cds2291	OG0000056	K19302	bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
Leaf1|2185	WP_056779978.1	cds2293	OG0000996	K00759	APRT; adenine phosphoribosyltransferase [EC:2.4.2.7]
Leaf1|2186	WP_056779980.1	cds2294			
Leaf1|2187	WP_056779983.1	cds2295	OG0001347		
Leaf1|2188	WP_056779987.1	cds2296	OG0000717	K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
Leaf1|2189	WP_056779990.1	cds2297	OG0000071	K01915	glnA; glutamine synthetase [EC:6.3.1.2]
Leaf1|2190	WP_056779994.1	cds2300	OG0002128		
Leaf1|2191	WP_056779997.1	cds2301	OG0003984		
Leaf1|2192	WP_056779999.1	cds2302	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|2193	WP_056780002.1	cds2303	OG0004467	K21159	sgcF; epoxide hydrolase
Leaf1|2194	WP_056780008.1	cds2311	OG0001856		
Leaf1|2195	WP_056780011.1	cds2312	OG0002534		
Leaf1|2196	WP_056780017.1	cds2313	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
Leaf1|2197	WP_056780019.1	cds2314			
Leaf1|2198	WP_056780022.1	cds2315	OG0000019	K03088	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Leaf1|2199	WP_056780025.1	cds2317			
Leaf1|2200	WP_056780028.1	cds2318	OG0001007		
Leaf1|2201	WP_056780031.1	cds2325	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
Leaf1|2202	WP_056780033.1	cds2326	OG0002815	K12308	bgaB; beta-galactosidase [EC:3.2.1.23]
Leaf1|2203	WP_056780036.1	cds2327	OG0002811		
Leaf1|2204	WP_056780040.1	cds2330	OG0001463		
Leaf1|2205	WP_056780043.1	cds2333	OG0003627	K09955	uncharacterized protein
Leaf1|2206	WP_056780046.1	cds2335	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein
Leaf1|2207	WP_056780049.1	cds2336	OG0001467	K05813	ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein
Leaf1|2208	WP_056780056.1	cds2338			
Leaf1|2209	WP_056780059.1	cds2339			
Leaf1|2210	WP_056780061.1	cds2340			
Leaf1|2211	WP_056780066.1	cds2341	OG0000022	K13653	AraC family transcriptional regulator
Leaf1|2212	WP_056780071.1	cds2344	OG0000936		
Leaf1|2213	WP_056780074.1	cds2346	OG0003136		
