	avr_Col	avr_Kb	avr_FC	avr_DEG	OG	KO.id	KO.description
PSPTO_3256	7.48409966341483	7.32644050938137	0.15765915403346	nonDEG	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
PSPTO_3257	3.44640803208074	4.32546776110998	-0.87905972902924	nonDEG	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
PSPTO_3258	4.41501306654754	5.20293716268316	-0.78792409613562	nonDEG	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
PSPTO_3259	8.13903309853409	7.83096918948123	0.30806390905286	nonDEG	OG0001514	K08303	putative protease [EC:3.4.-.-]
PSPTO_3260	2.84188239299809	3.71012446734476	-0.86824207434667	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
PSPTO_3261	3.12256116733386	2.67942393780375	0.44313722953011	nonDEG			
PSPTO_3262	3.74183722420359	4.32931257225151	-0.58747534804792	nonDEG	OG0000197	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
PSPTO_3263	1.42643064958881	2.40434785329864	-0.97791720370983	nonDEG	OG0002373	K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
PSPTO_3264	6.19786924640624	4.51670827521898	1.68116097118726	up	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_3265	4.96014237827127	5.44596176949815	-0.48581939122688	nonDEG	OG0000807		
PSPTO_3266	9.08666139501763	6.73476875894125	2.35189263607638	up	OG0000646	K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]
PSPTO_3267	7.30238460101488	4.5809023795078	2.72148222150708	up	OG0000647	K02038	pstA; phosphate transport system permease protein
PSPTO_3268	6.87398746282973	3.37908271972317	3.49490474310656	up	OG0001588	K02037	pstC; phosphate transport system permease protein
PSPTO_3269	9.4548941688913	6.59657320778813	2.85832096110317	up	OG0001687	K02040	pstS; phosphate transport system substrate-binding protein
PSPTO_3270	10.3904142911327	10.5518212741691	-0.1614069830364	nonDEG			
PSPTO_3271	6.46651401620744	4.95464717765988	1.51186683854756	up			
PSPTO_3272	7.15898209067984	7.9660457674546	-0.80706367677476	nonDEG	OG0002934		
PSPTO_3273	1.83166602507388	2.59682477431665	-0.76515874924277	nonDEG	OG0004050		
PSPTO_3275	3.70931188579385	3.07388800864661	0.63542387714724	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3277	4.4819300745639	3.4341149643849	1.047815110179	nonDEG	OG0004529	K07120	uncharacterized protein
PSPTO_3278	5.48202608701112	6.30119135266151	-0.81916526565039	nonDEG	OG0002051	K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
PSPTO_3279	3.38100083577881	4.76379189170304	-1.38279105592423	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3280	4.35562236845972	4.24399267428262	0.1116296941771	nonDEG	OG0001778	K00865	glxK; glycerate 2-kinase [EC:2.7.1.165]
PSPTO_3281	2.68258473605074	2.78276995751209	-0.10018522146135	nonDEG	OG0000457	K02647	cdaR; carbohydrate diacid regulator
PSPTO_3282	6.22688464871253	7.7392315478119	-1.51234689909937	down	OG0000913	K03928	yvaK; carboxylesterase [EC:3.1.1.1]
PSPTO_3283	4.62981717042294	4.50642914990958	0.12338802051336	nonDEG	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
PSPTO_3284	1.19111769117406	2.99924844788727	-1.80813075671321	nonDEG	OG0000080		
PSPTO_3285	2.63117657074204	3.9780390552404	-1.34686248449836	down	OG0001756	K01706	gudD; glucarate dehydratase [EC:4.2.1.40]
PSPTO_3286	4.45192457506148	5.25485021190017	-0.802925636838689	nonDEG	OG0001688		
PSPTO_3287	4.61703056362923	5.26494505847072	-0.64791449484149	nonDEG	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
PSPTO_3288	8.13746666856409	6.44921157675617	1.68825509180792	up	OG0002661		
PSPTO_3289	5.61486891256714	0.411166025848279	5.20370288671886	up	OG0006422		
PSPTO_3290	4.17862213293791	2.55333374497402	1.62528838796389	nonDEG	OG0000040		
PSPTO_3291	2.53557470431801	5.70002519550827	-3.16445049119026	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3292	2.04836220726758	6.19811128276397	-4.14974907549639	down			
PSPTO_3293	4.54981062650036	5.39806641642291	-0.84825578992255	nonDEG			
PSPTO_3294	7.19881941815416	4.73193875443728	2.46688066371688	up	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_3295	4.43446349879572	4.78846652705361	-0.35400302825789	nonDEG	OG0001565	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
PSPTO_3296	4.90902351676024	4.89643942440716	0.0125840923530802	nonDEG	OG0001652	K21990	yfdC; formate-nitrite transporter family protein
PSPTO_3297	5.11593674563516	4.6003675691791	0.515569176456061	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_3298	5.69262846254535	5.74408883998153	-0.0514603774361806	nonDEG	OG0002705		
PSPTO_3299	2.21604814851197	4.06161052395012	-1.84556237543815	down	OG0002632		
PSPTO_3300	2.67941625332354	3.4615273454073	-0.78211109208376	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_3301	2.0558653826912	3.04685553795752	-0.99099015526632	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_3302	3.46698385066513	4.70549280872027	-1.23850895805514	down	OG0000459	K18303	mexK; multidrug efflux pump
PSPTO_3304	4.11487245216734	3.57172551905268	0.54314693311466	nonDEG	OG0000377		
PSPTO_3305	4.81659573833261	5.78828669090113	-0.971690952568521	nonDEG			
PSPTO_3306	5.04003465272904	3.45249464656113	1.58754000616791	up	OG0000346	K06999	phospholipase/carboxylesterase
PSPTO_3307	6.31203389591415	5.63846479989133	0.67356909602282	nonDEG	OG0000414	K02666	pilQ; type IV pilus assembly protein PilQ
PSPTO_3308	4.47769962181906	3.69575367559367	0.781945946225389	nonDEG	OG0004813	K02463	gspN; general secretion pathway protein N
PSPTO_3309	4.51404278274792	4.79511612748215	-0.281073344734231	nonDEG	OG0004812	K02462	gspM; general secretion pathway protein M
PSPTO_3310	5.12815466094052	4.95940794714083	0.16874671379969	nonDEG	OG0004811	K02461	gspL; general secretion pathway protein L
PSPTO_3311	4.76970322463379	4.469787022988	0.299916201645789	nonDEG	OG0004810	K02460	gspK; general secretion pathway protein K
PSPTO_3312	2.51489231861948	-0.617417953380871	3.13231027200035	nonDEG	OG0004809	K02459	gspJ; general secretion pathway protein J
PSPTO_3313	3.76858322269175	3.4538160993023	0.31476712338945	nonDEG	OG0005821		
PSPTO_3314	3.44728027743185	2.9667659044066	0.48051437302525	nonDEG	OG0004808	K02457	gspH; general secretion pathway protein H
PSPTO_3315	4.07560396248677	3.40999315251364	0.66561080997313	nonDEG	OG0000206	K02456	gspG; general secretion pathway protein G
PSPTO_3316	6.71998090710492	6.26750262490495	0.452478282199969	nonDEG	OG0000256	K02455	gspF; general secretion pathway protein F
PSPTO_3317	6.28347775528149	6.43872558538145	-0.15524783009996	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_3318	6.8926977790191	3.0294297689399	3.8632680100792	up	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
PSPTO_3319	6.42590471581548	5.95710510459605	0.468799611219429	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
PSPTO_3321	1.61933802334655	3.40037490330273	-1.78103687995618	down	OG0000354	K03823	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
PSPTO_3322	3.2904479362173	2.81203600928593	0.47841192693137	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3323	5.40298778115371	4.37225109528898	1.03073668586473	nonDEG	OG0000684	K13877	aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
PSPTO_3327	5.16880594568628	5.10357554407926	0.0652304016070202	nonDEG	OG0001900	K02846	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]
PSPTO_3328	6.52228985358531	7.08287266565003	-0.56058281206472	nonDEG	OG0000314	K12340	tolC; outer membrane protein
PSPTO_3329	4.74202875601321	6.01561667766602	-1.27358792165281	down	OG0000315	K12542	lapC; membrane fusion protein, adhesin transport system
PSPTO_3330	6.04494790141354	6.52385982567621	-0.47891192426267	nonDEG	OG0002618	K12536	hasD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase
PSPTO_3331	5.4293183837393	4.9133948499521	0.5159235337872	nonDEG	OG0005839		
PSPTO_3332	5.31054214087789	6.41585282326784	-1.10531068238995	down	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
PSPTO_3333	7.87461112606912	8.67271699333246	-0.798105867263339	nonDEG	OG0001389	K19416	yccA; modulator of FtsH protease
PSPTO_3334	5.60888491086287	6.24232153120832	-0.633436620345449	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3335	1.22018337668062	1.67414451761234	-0.45396114093172	nonDEG	OG0002985	K02020	modA; molybdate transport system substrate-binding protein
PSPTO_3337	6.03089939627477	5.24303389921765	0.78786549705712	nonDEG			
PSPTO_3338	5.42798447020472	5.46208922736449	-0.0341047571597697	nonDEG	OG0002606	K07235	tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
PSPTO_3339	3.31107288765607	3.04558470870696	0.26548817894911	nonDEG	OG0002910	K07236	tusC; tRNA 2-thiouridine synthesizing protein C
PSPTO_3340	2.31328967873977	2.23075291661252	0.0825367621272499	nonDEG	OG0002909	K07237	tusB; tRNA 2-thiouridine synthesizing protein B
PSPTO_3341	4.4640297131376	5.2793417128213	-0.815311999683701	nonDEG	OG0002605	K11179	tusE; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]
PSPTO_3342	6.41784001021861	6.27730726086043	0.14053274935818	nonDEG	OG0002140	K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
PSPTO_3343	6.16853106927145	5.06402691021237	1.10450415905908	up	OG0001949	K07393	ECM4; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
PSPTO_3344	6.54849482321355	5.58118279985967	0.967312023353879	nonDEG	OG0000221	K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
PSPTO_3345	8.12676633488747	7.31212953818254	0.814636796704931	nonDEG	OG0000803	K01875	SARS; seryl-tRNA synthetase [EC:6.1.1.11]
PSPTO_3346	4.97149978444257	5.19501745311593	-0.22351766867336	nonDEG	OG0000533	K06199	crcB; fluoride exporter
PSPTO_3347	7.81039383734888	8.23781828657368	-0.427424449224799	nonDEG	OG0000802	K07478	ycaJ; putative ATPase
PSPTO_3348	5.89682425606525	5.74511066176215	0.1517135943031	nonDEG	OG0001504	K03634	lolA; outer membrane lipoprotein carrier protein
PSPTO_3349	9.42785840747459	9.61646490630296	-0.188606498828371	nonDEG	OG0000389	K03466	ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
PSPTO_3350	4.30343927077632	4.06766243188804	0.235776838888279	nonDEG	OG0001386	K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]
PSPTO_3351	5.89086839419152	7.25976647929684	-1.36889808510532	down	OG0001948	K21420	bpt; leucyl-tRNA---protein transferase [EC:2.3.2.29]
PSPTO_3352	10.1635545440609	10.2533588016399	-0.089804257578999	nonDEG	OG0000801	K02518	infA; translation initiation factor IF-1
PSPTO_3353	10.9891123180739	10.6727121505452	0.3164001675287	nonDEG	OG0001764	K03694	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
PSPTO_3354	7.1731530765257	6.51884652286772	0.65430655365798	nonDEG	OG0001263	K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS
PSPTO_3355	5.72997655578102	7.32113416446336	-1.59115760868234	down	OG0000042	K03704	cspA; cold shock protein (beta-ribbon, CspA family)
PSPTO_3356	11.849342619876	10.229859132969	1.619483486907	up	OG0001503	K00031	IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
PSPTO_3357	4.39665450276071	3.05108931326506	1.34556518949565	nonDEG	OG0001149	K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]
PSPTO_3358	8.59611910414687	7.73453990861883	0.861579195528041	nonDEG	OG0000800	K00566	mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
PSPTO_3359	7.71114386510966	7.23963724949663	0.471506615613031	nonDEG	OG0002138	K07153	hflD; high frequency lysogenization protein
PSPTO_3360	11.5802156573658	9.59923320298281	1.98098245438299	up	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]
PSPTO_3361	8.09108460361597	6.46203927605168	1.62904532756429	up	OG0001947	K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
PSPTO_3362	4.1399624117584	4.23447517223293	-0.0945127604745295	nonDEG	OG0000195	K02348	elaA; ElaA protein
PSPTO_3363	4.57029807569352	6.53930909885317	-1.96901102315965	down	OG0003267		
PSPTO_3364	5.92131117693798	5.86679721825468	0.0545139586832999	nonDEG	OG0001262	K01637	E4.1.3.1; isocitrate lyase [EC:4.1.3.1]
PSPTO_3365	7.97214640177669	8.53085629597539	-0.5587098941987	nonDEG	OG0001384	K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
PSPTO_3366	8.02692511295473	7.77699828240605	0.24992683054868	nonDEG	OG0001383	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
PSPTO_3367	9.39931148203134	9.17783026791499	0.22148121411635	nonDEG	OG0001382	K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]
PSPTO_3368	6.37244268847778	5.90948813889946	0.46295454957832	nonDEG	OG0000799	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
PSPTO_3369	7.73612420315784	7.54666605533707	0.18945814782077	nonDEG	OG0001381	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
PSPTO_3370	9.86077680993319	9.34110205991928	0.519674750013911	nonDEG	OG0001380	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
PSPTO_3371	7.87621792426846	7.55100370669191	0.32521421757655	nonDEG	OG0001379	K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
PSPTO_3372	8.16928818390618	8.49796593723419	-0.328677753328009	nonDEG	OG0001261	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
PSPTO_3373	5.13791411431141	4.35491717699219	0.78299693731922	nonDEG	OG0001378	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
PSPTO_3374	5.38093695253077	5.47390184388858	-0.0929648913578101	nonDEG	OG0001377	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
PSPTO_3375	8.35412511645382	8.37430610971049	-0.0201809932566697	nonDEG	OG0001260	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
PSPTO_3376	7.82467421968915	7.4272263435835	0.39744787610565	nonDEG	OG0001376	K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
PSPTO_3377	8.62800341621807	9.6371276757107	-1.00912425949263	down	OG0001375	K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
PSPTO_3378	3.03620895424625	3.25480624865191	-0.21859729440566	nonDEG	OG0000431		
PSPTO_3379	5.7119761615791	5.77458452888781	-0.0626083673087097	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3380	7.1985210847426	6.14071366313678	1.05780742160582	up	OG0003073		
PSPTO_3381	6.46238039451055	3.95862314514876	2.50375724936179	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_3382	4.93971870346953	2.58884849663282	2.35087020683671	up	OG0001109		
PSPTO_3383	6.12009974194579	1.82054866347042	4.29955107847537	up	OG0001109		
PSPTO_3385	6.16724235840337	6.49918887827328	-0.33194651986991	nonDEG	OG0000282		
PSPTO_3386	6.28141366819556	6.3414446365594	-0.06003096836384	nonDEG	OG0004152		
PSPTO_3387	7.61765244916211	7.83745894280479	-0.21980649364268	nonDEG			
PSPTO_3388	2.03051651511138	1.73125322357935	0.29926329153203	nonDEG	OG0002313	K06223	dam; DNA adenine methylase [EC:2.1.1.72]
PSPTO_3389	3.16906993543564	2.73458257905273	0.43448735638291	nonDEG	OG0002098	K03791	putative chitinase
PSPTO_3390	2.25186253452366	3.62433224583808	-1.37246971131442	nonDEG	OG0003155	K06905	uncharacterized protein
PSPTO_3393	3.19497871125243	2.76465902485749	0.43031968639494	nonDEG	OG0005250		
PSPTO_3396	3.88682808886473	4.3360423399704	-0.44921425110567	nonDEG	OG0002823	K06907	uncharacterized protein
PSPTO_3397	2.67753950592799	1.67401802781921	1.00352147810878	nonDEG	OG0006070		
PSPTO_3398	4.0795829497891	3.39786796797908	0.68171498181002	nonDEG	OG0004777		
PSPTO_3399	1.2013335947556	2.23255696870217	-1.03122337394657	nonDEG	OG0003151		
PSPTO_3402	1.71031026132837	3.75197273278359	-2.04166247145522	down	OG0004026		
PSPTO_3403	2.59487033548495	3.65291032049145	-1.0580399850065	nonDEG	OG0003650		
PSPTO_3404	1.70008566307838	2.22498275829307	-0.52489709521469	nonDEG	OG0004029		
PSPTO_3407	3.06724249256701	4.98552837555785	-1.91828588299084	down	OG0004023		
PSPTO_3408	2.96883536891567	3.21007807545446	-0.24124270653879	nonDEG	OG0004022		
PSPTO_3409	5.67032566445198	5.00058509385285	0.66974057059913	nonDEG	OG0003649		
PSPTO_3410	3.56168946308339	3.37085749006262	0.19083197302077	nonDEG	OG0004021		
PSPTO_3412	3.9275134250964	3.52255621381555	0.40495721128085	nonDEG	OG0004020		
PSPTO_3413	1.91173901698933	2.44840637683157	-0.53666735984224	nonDEG	OG0004497		
PSPTO_3417	2.45302730786756	1.90514850422146	0.5478788036461	nonDEG			
PSPTO_3418	3.23075198953258	2.66506632132738	0.5656856682052	nonDEG	OG0004508	K06919	putative DNA primase/helicase
PSPTO_3420	5.94944696028888	4.97692353914101	0.97252342114787	nonDEG	OG0005178		
PSPTO_3421	6.24204870504496	6.30856527890129	-0.0665165738563305	nonDEG	OG0005675		
PSPTO_3422	4.67740828500396	3.01966705743163	1.65774122757233	nonDEG			
PSPTO_3423	2.67103999994297	0.946604278807399	1.72443572113557	nonDEG			
PSPTO_3424	3.93972240099748	2.82033906773622	1.11938333326126	nonDEG			
PSPTO_3426	4.07547672775042	2.9737034790541	1.10177324869632	nonDEG			
PSPTO_3427	4.63785972483301	4.19963789942336	0.43822182540965	nonDEG	OG0001442	K00558	DNMT1; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
PSPTO_3428	2.88095464491735	0.418945837956948	2.4620088069604	nonDEG	OG0005447		
PSPTO_3429	3.52293157577555	4.31317603129656	-0.79024445552101	nonDEG	OG0001081	K07733	alpA; prophage regulatory protein
PSPTO_3430	7.68743308576401	9.07640055052786	-1.38896746476385	down	OG0001118	K01737	queD; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
PSPTO_3436	4.64357556689732	6.47631818106766	-1.83274261417034	down	OG0001512		
PSPTO_3437	6.19832198956459	6.16672564235144	0.0315963472131502	nonDEG	OG0001995	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
PSPTO_3438	2.71972742052171	0.0871287812645247	2.63259863925719	nonDEG	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]
PSPTO_3439	2.11128634761954	2.823920798266	-0.71263445064646	nonDEG	OG0000211	K02805	wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]
PSPTO_3440	1.9693746588339	2.08877374474689	-0.11939908591299	nonDEG	OG0004298		
PSPTO_3441	1.30235286412382	1.22060639587613	0.0817464682476901	nonDEG	OG0000032	K11936	pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]
PSPTO_3443	2.42982230379065	2.26041380279556	0.16940850099509	nonDEG	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
PSPTO_3445	2.79053382205266	4.76147989979383	-1.97094607774117	down	OG0004038	K16650	glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]
PSPTO_3446	1.86434266871136	1.92445332880959	-0.06011066009823	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
PSPTO_3448	1.78661005159858	3.87022096377982	-2.08361091218124	down	OG0002296		
PSPTO_3449	1.63289659972062	2.97787987466693	-1.34498327494631	nonDEG	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
PSPTO_3451	1.7403574107912	1.35051239569993	0.38984501509127	nonDEG	OG0000720	K00299	ssuE; FMN reductase [EC:1.5.1.38]
PSPTO_3452	4.12934317204444	6.43539347778135	-2.30605030573691	down	OG0000456		
PSPTO_3453	3.97872899140575	1.4933089925561	2.48541999884965	up	OG0004524		
PSPTO_3454	3.0133206455957	3.23262431614567	-0.21930367054997	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3455	6.40177427116469	8.56397224145941	-2.16219797029472	down	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
PSPTO_3456	5.74557077814211	6.83182202503534	-1.08625124689323	down	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
PSPTO_3457	3.95299503638957	7.85720255943359	-3.90420752304402	down	OG0002196	K02106	atoE; short-chain fatty acids transporter
PSPTO_3458	1.18208677521875	1.08275355685528	0.0993332183634701	nonDEG	OG0003510		
PSPTO_3459	2.61903427980656	2.98888797110321	-0.36985369129665	nonDEG	OG0004914		
PSPTO_3460	4.46675289056159	4.89650454016248	-0.42975164960089	nonDEG	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
PSPTO_3461	5.0538823628407	4.632190863462	0.4216914993787	nonDEG	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
PSPTO_3462	6.50720110187638	3.5592890941965	2.94791200767988	up	OG0001758	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_3463	7.83553504298101	8.20029707663127	-0.364762033650259	nonDEG	OG0002938	K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
PSPTO_3464	4.76622090052056	3.82631195461269	0.93990894590787	nonDEG	OG0000493	K01971	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
PSPTO_3465	4.96215133928312	3.47663705473011	1.48551428455301	up	OG0001014	K10979	ku; DNA end-binding protein Ku
PSPTO_3466	5.05835729072717	2.8177626082622	2.24059468246497	up	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
PSPTO_3467	5.27709492566678	2.38367681423372	2.89341811143306	up	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_3468	4.82038219422997	4.89455934320425	-0.0741771489742797	nonDEG	OG0001946		
PSPTO_3469	5.18536027147815	5.19554251426828	-0.0101822427901297	nonDEG	OG0000016	K07729	putative transcriptional regulator
PSPTO_3470	3.82634385160749	3.86847418293559	-0.0421303313281003	nonDEG	OG0001007		
PSPTO_3471	7.50635019343438	7.39983303787289	0.10651715556149	nonDEG	OG0001374	K05559	phaA; multicomponent K+:H+ antiporter subunit A
PSPTO_3472	2.95096530107722	2.21431485505045	0.73665044602677	nonDEG	OG0001373	K05560	phaC; multicomponent K+:H+ antiporter subunit C
PSPTO_3473	6.60860601817611	6.00432400369297	0.60428201448314	nonDEG	OG0001372	K05561	phaD; multicomponent K+:H+ antiporter subunit D
PSPTO_3474	3.85366721413541	3.21003937940596	0.64362783472945	nonDEG	OG0001371	K05562	phaE; multicomponent K+:H+ antiporter subunit E
PSPTO_3475	2.11256815535111	2.89240342392135	-0.77983526857024	nonDEG	OG0001370	K05563	phaF; multicomponent K+:H+ antiporter subunit F
PSPTO_3476	4.81173122203678	4.10136443947732	0.71036678255946	nonDEG	OG0001369	K05564	phaG; multicomponent K+:H+ antiporter subunit G
PSPTO_3477	7.62262562179445	7.58095426856016	0.0416713532342898	nonDEG	OG0003441		
PSPTO_3478	6.32667819100076	6.18837883628163	0.13829935471913	nonDEG	OG0002020		
PSPTO_3479	2.56199297600694	3.77969342879955	-1.21770045279261	nonDEG	OG0004531		
PSPTO_3480	5.56750392372302	6.99514014598271	-1.42763622225969	down	OG0003440	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3481	2.99637585226122	2.89534956203982	0.1010262902214	nonDEG			
PSPTO_3482	4.50776783274064	4.8921576517278	-0.38438981898716	nonDEG	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
PSPTO_3483	3.61994090580985	4.52062113433012	-0.90068022852027	nonDEG	OG0005965		
PSPTO_3484	3.48802360016514	3.81942765431611	-0.33140405415097	nonDEG	OG0005964		
PSPTO_3485	6.15114762831478	7.80336710189352	-1.65221947357874	down	OG0002502		
PSPTO_3487	9.82936499778538	9.21986202565022	0.609502972135159	nonDEG	OG0000341	K06204	dksA; DnaK suppressor protein
PSPTO_3488	3.38747847926399	3.44951060062237	-0.0620321213583801	nonDEG	OG0000084	K10440	rbsC; ribose transport system permease protein
PSPTO_3489	3.9844019396848	3.59313666618918	0.39126527349562	nonDEG	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
PSPTO_3490	4.58321016018396	4.38197415861922	0.20123600156474	nonDEG	OG0000115	K10439	rbsB; ribose transport system substrate-binding protein
PSPTO_3492	4.19858649273011	5.404040231319	-1.20545373858889	down	OG0001067	K03810	mviM; virulence factor
PSPTO_3493	2.61667072443	3.77189663768179	-1.15522591325179	nonDEG	OG0004533	K06605	iolH; myo-inositol catabolism protein IolH
PSPTO_3494	4.30039097563081	4.93232173792455	-0.63193076229374	nonDEG	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
PSPTO_3495	5.44548780645081	6.53790214754255	-1.09241434109174	down	OG0002707	K03336	iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]
PSPTO_3496	3.29988250251067	2.26508227983911	1.03480022267156	nonDEG	OG0004329	K06606	iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]
PSPTO_3497	4.80461509802309	4.10005672746336	0.70455837055973	nonDEG	OG0000324	K00140	mmsA; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
