	MM_Col	MM_Kb	MM_FC	MM_DEG	OG	KO.id	KO.description
PSPTO_3091	3.83088835786551	3.2991451196044	0.53174323826111	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_3092	5.37712517338488	4.5565163114605	0.82060886192438	nonDEG	OG0003511		
PSPTO_3094	5.37299139299792	4.33392140035905	1.03906999263887	up	OG0004604		
PSPTO_3096	7.53894421319905	7.48262822394441	0.0563159892546405	nonDEG			
PSPTO_3098	4.19738712778883	4.07613972447858	0.12124740331025	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3099	4.98787773602967	4.84583367220614	0.14204406382353	nonDEG	OG0001157	K18298	mexE; membrane fusion protein, multidrug efflux system
PSPTO_3100	4.89533711208467	5.15465236811848	-0.25931525603381	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
PSPTO_3101	4.42337077672638	4.97749222712291	-0.554121450396529	nonDEG	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
PSPTO_3102	8.91089430777854	7.94275462273982	0.96813968503872	nonDEG	OG0001513		
PSPTO_3103	8.37391538138192	8.71002396943127	-0.336108588049351	nonDEG	OG0001960		
PSPTO_3104	4.89375373297443	5.64660737137575	-0.75285363840132	nonDEG			
PSPTO_3105	6.16672075077321	6.03653061921391	0.130190131559299	nonDEG	OG0003769		
PSPTO_3106	9.36298378534838	9.77144924807594	-0.408465462727561	nonDEG	OG0001397	K01759	GLO1; lactoylglutathione lyase [EC:4.4.1.5]
PSPTO_3107	3.71156409806553	4.40958714018999	-0.69802304212446	nonDEG	OG0002156	K03387	ahpF; alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]
PSPTO_3108	11.3146249835777	12.40315098851	-1.0885260049323	down	OG0000393	K03386	PRDX2_4; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
PSPTO_3109	10.1803636819604	10.1781804712212	0.0021832107392008	nonDEG	OG0002155		
PSPTO_3110	6.42985235215448	5.2962166340632	1.13363571809128	up	OG0002378		
PSPTO_3111	4.41803318977867	4.31965854430841	0.0983746454702601	nonDEG	OG0000053	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
PSPTO_3112	7.47674523003442	6.71861115874883	0.75813407128559	nonDEG	OG0001777	K00383	GSR; glutathione reductase (NADPH) [EC:1.8.1.7]
PSPTO_3113	10.3289212008211	10.8004861631847	-0.471564962363601	nonDEG	OG0000420	K00963	UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
PSPTO_3114	5.18131223290578	5.56263596443998	-0.3813237315342	nonDEG	OG0001512		
PSPTO_3115	6.52117943864703	7.73506374162038	-1.21388430297335	down	OG0003292		
PSPTO_3116	7.22949450644432	7.73536696343195	-0.50587245698763	nonDEG	OG0002616		
PSPTO_3117	2.52581411174904	3.36705748679861	-0.84124337504957	nonDEG	OG0004254		
PSPTO_3118	3.6051714097726	4.03362113054235	-0.42844972076975	nonDEG	OG0002154	K03919	alkB; DNA oxidative demethylase [EC:1.14.11.33]
PSPTO_3119	6.64215561720384	5.44049363330958	1.20166198389426	up	OG0000767		
PSPTO_3120	5.83258293603681	4.2194798789637	1.61310305707311	up	OG0000246	K21064	ycsE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
PSPTO_3121	6.77866922287051	5.64175388727823	1.13691533559228	up	OG0000236	K00036	G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
PSPTO_3122	8.1651715085803	7.04045310913472	1.12471839944558	up	OG0000475	K00033	PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
PSPTO_3123	9.76043356418119	8.30998786149336	1.45044570268783	up	OG0004902		
PSPTO_3124	3.40731260595244	2.60268326694479	0.80462933900765	nonDEG	OG0003445		
PSPTO_3125	8.24414027984082	7.10758391057104	1.13655636926978	up	OG0001267	K00703	glgA; starch synthase [EC:2.4.1.21]
PSPTO_3126	6.17901506427574	5.01263245380286	1.16638261047288	up	OG0001642	K01236	treZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]
PSPTO_3127	7.24154182808162	5.5870226067329	1.65451922134872	up	OG0001772	K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]
PSPTO_3128	8.19812091245789	6.64506499434684	1.55305591811105	up	OG0001641	K06044	treY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
PSPTO_3129	9.6982701733776	8.86976720976527	0.82850296361233	nonDEG	OG0001957		
PSPTO_3130	7.80776797383565	7.43435493368419	0.373413040151459	nonDEG	OG0000539	K01214	ISA; isoamylase [EC:3.2.1.68]
PSPTO_3131	5.3748101650882	4.96362349343614	0.41118667165206	nonDEG	OG0002153		
PSPTO_3132	5.21881425033711	4.35766095711846	0.86115329321865	nonDEG	OG0000813	K01463	bshB1; N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]
PSPTO_3133	2.9529454371188	2.05830604168059	0.89463939543821	nonDEG	OG0001510	K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
PSPTO_3134	2.73962647832	2.07753897992526	0.66208749839474	nonDEG	OG0000814		
PSPTO_3135	5.25745518997734	4.83659297128801	0.42086221868933	nonDEG	OG0001755		
PSPTO_3136	5.28075095495899	5.5496766365837	-0.26892568162471	nonDEG	OG0000253	K01118	acpD; FMN-dependent NADH-azoreductase [EC:1.7.1.17]
PSPTO_3137	5.12318462150013	4.33612761434439	0.78705700715574	nonDEG	OG0000006		
PSPTO_3138	5.10548916041965	4.54270103826008	0.562788122159571	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_3139	4.118553401108	3.10339132754498	1.01516207356302	nonDEG	OG0001400		
PSPTO_3140	3.33764370096858	3.02800314122544	0.30964055974314	nonDEG	OG0001519		
PSPTO_3141	5.68115663900616	5.91062361640331	-0.22946697739715	nonDEG	OG0000578	K06153	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]
PSPTO_3142	4.84816880000032	5.84934969466636	-1.00118089466604	down	OG0001015	K03811	pnuC; nicotinamide mononucleotide transporter
PSPTO_3143	3.68863242190317	4.10283442324816	-0.41420200134499	nonDEG	OG0002158	K06211	nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]
PSPTO_3144	4.37924433707344	4.15681986495707	0.22242447211637	nonDEG	OG0000007	K02667	pilR; two-component system, NtrC family, response regulator PilR
PSPTO_3145	11.117386791084	10.1598813393261	0.9575054517579	nonDEG	OG0003446		
PSPTO_3147	4.19016929067698	4.49985133671457	-0.309682046037589	nonDEG	OG0003030	K13580	magnesium chelatase subunit ChlD-like protein
PSPTO_3148	6.59266649604043	6.2777782046863	0.31488829135413	nonDEG	OG0003444	K03405	chlI; magnesium chelatase subunit I [EC:6.6.1.1]
PSPTO_3149	9.13660471480713	8.84055951734084	0.29604519746629	nonDEG	OG0003029	K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]
PSPTO_3150	7.42207192252407	6.84718818767888	0.574883734845191	nonDEG	OG0000161	K02234	cobW; cobalamin biosynthesis protein CobW
PSPTO_3151	8.23930573475227	8.04700722698912	0.19229850776315	nonDEG	OG0002464		
PSPTO_3152	7.61022704437027	6.95346787926065	0.65675916510962	nonDEG	OG0003028		
PSPTO_3154	5.5168538167057	5.87737808140552	-0.36052426469982	nonDEG	OG0002463	K05936	cobM; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]
PSPTO_3155	6.46361000992467	9.57502698838903	-3.11141697846436	down	OG0002520	K04090	E1.2.7.8; indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]
PSPTO_3156	5.93065696224315	5.05462327940942	0.87603368283373	nonDEG	OG0000027	K03719	lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
PSPTO_3157	8.64184903187465	6.53659081843234	2.10525821344231	up	OG0005217		
PSPTO_3159	2.56889779221742	2.89445980360914	-0.32556201139172	nonDEG	OG0002434		
PSPTO_3160	2.14967155369873	1.79420658318234	0.35546497051639	nonDEG	OG0002688		
PSPTO_3161	5.95476365486692	6.42605512079666	-0.47129146592974	nonDEG	OG0002357		
PSPTO_3162	7.33382412032072	8.1202982537672	-0.786474133446479	nonDEG	OG0000452		
PSPTO_3163	4.77760367398606	4.44431019785199	0.33329347613407	nonDEG	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
PSPTO_3164	6.09081564131011	4.14158837383124	1.94922726747887	up	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
PSPTO_3165	5.29209077536274	4.76983339093469	0.52225738442805	nonDEG	OG0003449		
PSPTO_3166	3.45271584292293	3.53351345497039	-0.0807976120474598	nonDEG	OG0007755		
PSPTO_3167	4.66276913045551	5.08218578871947	-0.41941665826396	nonDEG			
PSPTO_3169	0.83963324451862	1.7359387582014	-0.89630551368278	nonDEG			
PSPTO_3170	4.55879211071748	4.35797755996347	0.20081455075401	nonDEG	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
PSPTO_3171	4.05838448978101	4.02162558977372	0.0367589000072899	nonDEG	OG0000025	K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
PSPTO_3172	5.5416234128616	5.67854498448066	-0.13692157161906	nonDEG	OG0001066		
PSPTO_3173	6.3842691376834	6.4225310849136	-0.0382619472301995	nonDEG	OG0003854		
PSPTO_3174	11.0324129886526	10.484552827717	0.547860160935601	nonDEG	OG0000656		
PSPTO_3175	4.85167242787283	5.77114278843219	-0.91947036055936	nonDEG	OG0002899		
PSPTO_3176	5.68303587098553	4.84937611141622	0.83365975956931	nonDEG	OG0001873	K01400	nprE; bacillolysin [EC:3.4.24.28]
PSPTO_3177	5.45269306052426	4.57552691293792	0.87716614758634	nonDEG	OG0006449		
PSPTO_3179	8.86664302893465	9.00501204705644	-0.138369018121789	nonDEG	OG0002780	K06192	pqiB; paraquat-inducible protein B
PSPTO_3180	6.48810231210746	6.5939767504925	-0.105874438385039	nonDEG	OG0002779	K09857	uncharacterized protein
PSPTO_3181	4.92779251061174	4.03704899596016	0.89074351465158	nonDEG	OG0002261		
PSPTO_3182	4.89757417696663	4.5490925095876	0.348481667379031	nonDEG	OG0000006		
PSPTO_3183	3.1275512144136	-0.383753278709767	3.51130449312337	up	OG0000290	K06911	uncharacterized protein
PSPTO_3184	4.33309791084687	2.79265403071015	1.54044388013672	up	OG0003137	K05275	E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]
PSPTO_3186	5.40592807919331	4.05241483377073	1.35351324542258	up	OG0003732	K03307	TC.SSS; solute:Na+ symporter, SSS family
PSPTO_3188	5.44196141515996	3.62092241998125	1.82103899517871	up	OG0004188	K07251	thiK; thiamine kinase [EC:2.7.1.89]
PSPTO_3189	2.90197598636904	2.24158096129427	0.66039502507477	nonDEG	OG0004188	K07251	thiK; thiamine kinase [EC:2.7.1.89]
PSPTO_3190	6.49865861319678	5.54387830296666	0.95478031023012	nonDEG	OG0001004	K06016	pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]
PSPTO_3191	5.68540891136443	5.16718248188163	0.5182264294828	nonDEG	OG0000081	K02444	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
PSPTO_3192	7.03809654614975	6.07450766976628	0.963588876383469	nonDEG	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
PSPTO_3193	8.90814940892334	7.26178915216964	1.6463602567537	up	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
PSPTO_3194	3.40035089490847	0.336631991036933	3.06371890387154	nonDEG	OG0000179	K07481	transposase
PSPTO_3195	7.38627700950519	7.65188023983042	-0.26560323032523	nonDEG	OG0000053	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
PSPTO_3196	5.30959770242226	4.53811978429158	0.77147791813068	nonDEG	OG0000006		
PSPTO_3197	2.48396155417722	2.66818990005151	-0.18422834587429	nonDEG	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
PSPTO_3198	4.46256302916443	4.00341724261379	0.45914578655064	nonDEG	OG0002521		
PSPTO_3199	5.3058706195457	4.39969860584685	0.90617201369885	nonDEG	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
PSPTO_3202	2.24106084109668	1.91887266032045	0.32218818077623	nonDEG	OG0000392	K00459	ncd2; nitronate monooxygenase [EC:1.13.12.16]
PSPTO_3204	3.04187205860251	1.78544913477464	1.25642292382787	nonDEG	OG0000638	K10218	ligK; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]
PSPTO_3205	4.46902852661115	2.79580249701488	1.67322602959627	up	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
PSPTO_3210	3.42193811461959	2.16258618410236	1.25935193051723	nonDEG	OG0000569	K15125	fhaB; filamentous hemagglutinin
PSPTO_3217	1.44768112372896	1.0511133474034	0.39656777632556	nonDEG			
PSPTO_3218	4.15882650966819	3.94581508203628	0.21301142763191	nonDEG	OG0000569	K15125	fhaB; filamentous hemagglutinin
PSPTO_3220	5.05511146870575	6.68600210216645	-1.6308906334607	down	OG0000138		
PSPTO_3222	2.04652787420638	1.10960994217495	0.93691793203143	nonDEG			
PSPTO_3226	5.34526280773968	5.51350929615267	-0.16824648841299	nonDEG			
PSPTO_3228	4.4174346097615	5.2951698890089	-0.8777352792474	nonDEG			
PSPTO_3229	10.2893252559339	10.8174102580243	-0.5280850020904	nonDEG	OG0000569	K15125	fhaB; filamentous hemagglutinin
PSPTO_3230	8.59530811809072	7.72846123412433	0.866846883966391	nonDEG	OG0001494	K11017	shlB; hemolysin activation/secretion protein
PSPTO_3231	4.26687996739944	4.13201181595521	0.13486815144423	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3232	6.32958084225121	6.16846581120765	0.16111503104356	nonDEG	OG0002499	K06991	uncharacterized protein
PSPTO_3233	6.54012138356851	6.2650180936751	0.27510328989341	nonDEG	OG0003306	K01295	cpg; glutamate carboxypeptidase [EC:3.4.17.11]
PSPTO_3234	5.21358119794945	5.57663971066962	-0.36305851272017	nonDEG	OG0000619	K03321	TC.SULP; sulfate permease, SulP family
PSPTO_3236	3.13335924946206	4.8413437108284	-1.70798446136634	down			
PSPTO_3237	8.40139430596616	7.34094974829617	1.06044455766999	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3238	2.52611020952728	2.92167485420451	-0.39556464467723	nonDEG	OG0003760	K03832	tonB; periplasmic protein TonB
PSPTO_3240	2.86850632333127	1.29358604444763	1.57492027888364	nonDEG	OG0000224	K03562	tolQ; biopolymer transport protein TolQ
PSPTO_3241	1.61487134231635	1.60371346115033	0.01115788116602	nonDEG	OG0003276	K01083	E3.1.3.8; 3-phytase [EC:3.1.3.8]
PSPTO_3242	3.68840321510093	4.00931895159545	-0.32091573649452	nonDEG	OG0000240		
PSPTO_3243	2.7215771713318	3.33066338556	-0.6090862142282	nonDEG	OG0004834		
PSPTO_3244	2.22870913137337	2.36741985964369	-0.13871072827032	nonDEG	OG0004833		
PSPTO_3245	6.17910571299387	4.09811607468284	2.08098963831103	up	OG0001222		
PSPTO_3246	6.26026653159002	3.38284580181737	2.87742072977265	up	OG0002902		
PSPTO_3247	5.09726568794298	2.84744873006106	2.24981695788192	up	OG0004917		
PSPTO_3248	6.22043115617411	3.70892445866609	2.51150669750802	up	OG0002757	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
PSPTO_3249	4.40977564169863	1.60681577220593	2.8029598694927	up	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
PSPTO_3250	5.1194955771582	3.14570451207673	1.97379106508147	up	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
PSPTO_3251	5.00440206682288	3.02220508543424	1.98219698138864	up	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_3252	5.72324788802108	3.28091037211725	2.44233751590383	up	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_3253	5.19976667565607	3.04860249598819	2.15116417966788	up	OG0004918	K22110	kdgM; oligogalacturonate-specific porin family protein
PSPTO_3254	5.40502686677967	4.82664786303688	0.57837900374279	nonDEG	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
PSPTO_3256	6.96201805672987	7.10444853951547	-0.1424304827856	nonDEG	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
PSPTO_3257	3.14987804058987	4.39001860401625	-1.24014056342638	down	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
PSPTO_3258	4.39444609820551	4.69588172769715	-0.30143562949164	nonDEG	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
PSPTO_3259	7.56985863969964	7.41424356628456	0.15561507341508	nonDEG	OG0001514	K08303	putative protease [EC:3.4.-.-]
PSPTO_3260	3.40084064078327	3.35479624424316	0.0460443965401103	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
PSPTO_3261	4.08815699740658	2.35245714139462	1.73569985601196	up			
PSPTO_3262	5.50186828467413	4.66724974213689	0.83461854253724	nonDEG	OG0000197	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
PSPTO_3263	3.75059304205116	2.52833653298143	1.22225650906973	nonDEG	OG0002373	K00363	nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
PSPTO_3264	4.23626541594136	4.82886271398762	-0.59259729804626	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_3265	5.96509575120437	5.655617174423	0.30947857678137	nonDEG	OG0000807		
PSPTO_3266	5.83705415813342	6.96101711300586	-1.12396295487244	down	OG0000646	K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]
PSPTO_3267	3.68566816963855	4.60645262546016	-0.92078445582161	nonDEG	OG0000647	K02038	pstA; phosphate transport system permease protein
PSPTO_3268	2.68361166105624	3.58123361803293	-0.89762195697669	nonDEG	OG0001588	K02037	pstC; phosphate transport system permease protein
PSPTO_3269	5.67972823796552	6.36842224513533	-0.68869400716981	nonDEG	OG0001687	K02040	pstS; phosphate transport system substrate-binding protein
PSPTO_3270	11.178262796575	10.7160568653734	0.4622059312016	nonDEG			
PSPTO_3271	5.89148333296726	4.98161450661212	0.90986882635514	nonDEG			
PSPTO_3272	8.57839703554099	7.54634993471988	1.03204710082111	up	OG0002934		
PSPTO_3273	3.55232371629588	3.51259036347046	0.03973335282542	nonDEG	OG0004050		
PSPTO_3275	3.18991092061577	3.27322752806417	-0.0833166074484	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3277	2.14286345952207	3.30017655062512	-1.15731309110305	nonDEG	OG0004529	K07120	uncharacterized protein
PSPTO_3278	7.07903471942063	5.82790403057222	1.25113068884841	up	OG0002051	K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
PSPTO_3279	4.50269575543933	5.37135960874615	-0.86866385330682	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3280	5.00449440615999	4.90250179876131	0.10199260739868	nonDEG	OG0001778	K00865	glxK; glycerate 2-kinase [EC:2.7.1.165]
PSPTO_3281	3.90479287653281	3.10869704742546	0.79609582910735	nonDEG	OG0000457	K02647	cdaR; carbohydrate diacid regulator
PSPTO_3282	7.97219734560202	7.58227500572879	0.38992233987323	nonDEG	OG0000913	K03928	yvaK; carboxylesterase [EC:3.1.1.1]
PSPTO_3283	5.13988544121085	4.9639067721313	0.17597866907955	nonDEG	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
PSPTO_3284	2.98344262535505	2.24473455144367	0.73870807391138	nonDEG	OG0000080		
PSPTO_3285	3.59687879120493	4.063811056896	-0.46693226569107	nonDEG	OG0001756	K01706	gudD; glucarate dehydratase [EC:4.2.1.40]
PSPTO_3286	6.26315099291614	5.41714643730405	0.84600455561209	nonDEG	OG0001688		
PSPTO_3287	6.99493062697904	5.2739303619361	1.72100026504294	up	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
PSPTO_3288	8.13567892961012	6.41299606741419	1.72268286219593	up	OG0002661		
PSPTO_3289	0.519091337965593	-0.552089192446187	1.07118053041178	nonDEG	OG0006422		
PSPTO_3290	3.29888577866336	3.60597891175841	-0.30709313309505	nonDEG	OG0000040		
PSPTO_3291	4.95946984386174	6.18512033734093	-1.22565049347919	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3292	4.6640097986626	6.56336770216269	-1.89935790350009	down			
PSPTO_3293	6.31645193961451	5.78286175645045	0.533590183164059	nonDEG			
PSPTO_3294	5.13571345730546	3.76904893823222	1.36666451907324	up	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_3295	5.52088622706574	4.92436264112178	0.59652358594396	nonDEG	OG0001565	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
PSPTO_3296	5.27141825055429	4.89644511063597	0.37497313991832	nonDEG	OG0001652	K21990	yfdC; formate-nitrite transporter family protein
PSPTO_3297	5.78909149545738	4.51545357456594	1.27363792089144	up	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
PSPTO_3298	6.44781971522453	5.97371165761933	0.4741080576052	nonDEG	OG0002705		
PSPTO_3299	4.95378563529183	4.31325139944893	0.6405342358429	nonDEG	OG0002632		
PSPTO_3300	4.1052153246283	3.98590674019507	0.11930858443323	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_3301	2.80924456641866	2.37764522128953	0.43159934512913	nonDEG	OG0000177	K18302	mexJ; membrane fusion protein, multidrug efflux system
PSPTO_3302	4.84487251862727	4.44043147382678	0.40444104480049	nonDEG	OG0000459	K18303	mexK; multidrug efflux pump
PSPTO_3304	3.95907137601159	3.76685034733321	0.19222102867838	nonDEG	OG0000377		
PSPTO_3305	4.63418197825197	6.10672791761904	-1.47254593936707	down			
PSPTO_3306	4.58764515784842	3.84340092624322	0.7442442316052	nonDEG	OG0000346	K06999	phospholipase/carboxylesterase
PSPTO_3307	5.98744306236097	5.29576759013889	0.691675472222079	nonDEG	OG0000414	K02666	pilQ; type IV pilus assembly protein PilQ
PSPTO_3308	3.72725226435088	3.34139417828835	0.38585808606253	nonDEG	OG0004813	K02463	gspN; general secretion pathway protein N
PSPTO_3309	3.94116537326542	3.88756984057766	0.0535955326877602	nonDEG	OG0004812	K02462	gspM; general secretion pathway protein M
PSPTO_3310	5.26012254265832	5.20798694104272	0.0521356016155998	nonDEG	OG0004811	K02461	gspL; general secretion pathway protein L
PSPTO_3311	4.52883687715577	4.36820366996524	0.16063320719053	nonDEG	OG0004810	K02460	gspK; general secretion pathway protein K
PSPTO_3312	0.34761881135523	1.09720591948481	-0.74958710812958	nonDEG	OG0004809	K02459	gspJ; general secretion pathway protein J
PSPTO_3313	3.59571903364235	3.96144422426353	-0.36572519062118	nonDEG	OG0005821		
PSPTO_3314	3.62490338017773	3.23641229751369	0.38849108266404	nonDEG	OG0004808	K02457	gspH; general secretion pathway protein H
PSPTO_3315	3.83404488627905	3.7617181115612	0.0723267747178502	nonDEG	OG0000206	K02456	gspG; general secretion pathway protein G
PSPTO_3316	6.27599064527569	6.53865421149139	-0.2626635662157	nonDEG	OG0000256	K02455	gspF; general secretion pathway protein F
PSPTO_3317	6.17916753722456	6.72208978876962	-0.54292225154506	nonDEG	OG0000075	K02454	gspE; general secretion pathway protein E
PSPTO_3318	2.80472452445831	3.34741226010865	-0.54268773565034	nonDEG	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
PSPTO_3319	6.31384468007535	5.85331931865954	0.460525361415811	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
PSPTO_3321	3.69823535488608	3.78597465819135	-0.0877393033052698	nonDEG	OG0000354	K03823	pat; phosphinothricin acetyltransferase [EC:2.3.1.183]
PSPTO_3322	2.57905555819385	2.90646590027963	-0.32741034208578	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3323	5.85978482087357	4.55848624726571	1.30129857360786	up	OG0000684	K13877	aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]
PSPTO_3327	5.74986774726741	4.83631698995416	0.91355075731325	nonDEG	OG0001900	K02846	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]
PSPTO_3328	7.33892184109518	6.87205968461652	0.46686215647866	nonDEG	OG0000314	K12340	tolC; outer membrane protein
PSPTO_3329	6.02024530466552	6.06314513120987	-0.0428998265443497	nonDEG	OG0000315	K12542	lapC; membrane fusion protein, adhesin transport system
PSPTO_3330	6.75980327113082	6.71157031566484	0.0482329554659797	nonDEG	OG0002618	K12536	hasD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase
PSPTO_3331	5.93622449032639	4.82611195512517	1.11011253520122	up	OG0005839		
PSPTO_3332	6.97828067759476	6.66990750385748	0.308373173737279	nonDEG	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
PSPTO_3333	7.93758077193837	8.84564689136749	-0.908066119429121	nonDEG	OG0001389	K19416	yccA; modulator of FtsH protease
PSPTO_3334	5.73284008211833	6.06488209743017	-0.332042015311839	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
PSPTO_3335	3.62124122638557	2.68066573399574	0.94057549238983	nonDEG	OG0002985	K02020	modA; molybdate transport system substrate-binding protein
PSPTO_3337	6.29410799967055	5.48632814916549	0.80777985050506	nonDEG			
PSPTO_3338	5.3706013428624	5.62093674964874	-0.250335406786339	nonDEG	OG0002606	K07235	tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
PSPTO_3339	2.74163980274566	2.80024495545505	-0.05860515270939	nonDEG	OG0002910	K07236	tusC; tRNA 2-thiouridine synthesizing protein C
PSPTO_3340	1.58515132809989	1.48745624637029	0.0976950817295998	nonDEG	OG0002909	K07237	tusB; tRNA 2-thiouridine synthesizing protein B
PSPTO_3341	4.84099183932427	4.60498499769629	0.23600684162798	nonDEG	OG0002605	K11179	tusE; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]
PSPTO_3342	6.33801180401183	6.21385631208082	0.124155491931011	nonDEG	OG0002140	K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
PSPTO_3343	5.59681388005169	5.16135709815896	0.43545678189273	nonDEG	OG0001949	K07393	ECM4; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
PSPTO_3344	5.53351430587524	5.29686782594038	0.23664647993486	nonDEG	OG0000221	K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
