	flg_Col	flg_Kb	flg_FC	flg_DEG	OG	KO.id	KO.description
PSPTO_2592	4.82421687080391	5.57120494147366	-0.74698807066975	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
PSPTO_2593	5.91310080073554	6.14505675342311	-0.23195595268757	nonDEG	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
PSPTO_2594	2.5128404119162	5.63035109825045	-3.11751068633425	down	OG0005223		
PSPTO_2595	2.0441296825509	2.49563956253141	-0.45150987998051	nonDEG	OG0000139	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
PSPTO_2597	2.79482135458887	1.87320821708562	0.92161313750325	nonDEG	OG0005296	K02363	entE; 2,3-dihydroxybenzoate-AMP ligase [EC:6.3.2.14 2.7.7.58]
PSPTO_2598	1.04922381816067	-1.04615888587795	2.09538270403862	nonDEG	OG0002124		
PSPTO_2599	1.08058396116228	1.35892874473147	-0.27834478356919	nonDEG	OG0003174	K01058	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]
PSPTO_2600	5.59637608633172	4.71890399260974	0.87747209372198	nonDEG	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
PSPTO_2601	1.5786194693385	0.51852578183723	1.06009368750127	nonDEG	OG0001455	K08218	ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
PSPTO_2602	5.09174127100329	3.08946810300239	2.0022731680009	up	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
PSPTO_2603	2.32625551703675	0.545109597252205	1.78114591978454	nonDEG	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
PSPTO_2604	2.17116896424644	0.405139946382523	1.76602901786392	nonDEG	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
PSPTO_2605	4.31530485630796	3.09818881395147	1.21711604235649	nonDEG	OG0000528	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_2606	5.29066226744469	4.14630943426216	1.14435283318253	nonDEG	OG0002825		
PSPTO_2607	3.4222202682233	4.44526611633264	-1.02304584810934	nonDEG	OG0000332	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_2608	6.42071713178786	6.25313879467956	0.1675783371083	nonDEG	OG0000223	K07152	SCO1_2; protein SCO1/2
PSPTO_2609	2.74086437505169	4.00938723803672	-1.26852286298503	nonDEG	OG0000806	K09796	pccA; periplasmic copper chaperone A
PSPTO_2610	3.48771086026364	3.53320138698895	-0.0454905267253096	nonDEG	OG0001718	K07095	uncharacterized protein
PSPTO_2611	4.21516341880656	2.41412900856688	1.80103441023968	nonDEG	OG0000765	K01892	HARS; histidyl-tRNA synthetase [EC:6.1.1.21]
PSPTO_2612	5.88270307282022	4.8697462294021	1.01295684341812	up	OG0000033	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]
PSPTO_2613	6.99522897774562	6.73045094532319	0.26477803242243	nonDEG	OG0005182		
PSPTO_2614	3.52499540994488	4.75380345307622	-1.22880804313134	nonDEG			
PSPTO_2615	4.21279786607838	6.26174031043355	-2.04894244435517	down	OG0000159	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
PSPTO_2616	8.74540182649654	7.71031279102716	1.03508903546938	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_2617	4.68869234708178	4.29644590505379	0.392246442027989	nonDEG	OG0000006		
PSPTO_2618	1.79503518444481	2.57952205662997	-0.78448687218516	nonDEG	OG0000162	K00821	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
PSPTO_2620	4.62875611854659	3.53962688955326	1.08912922899333	nonDEG	OG0000517	K04767	acuB; acetoin utilization protein AcuB
PSPTO_2621	5.96586855896219	5.80932818434093	0.15654037462126	nonDEG	OG0002763	K02336	polB; DNA polymerase II [EC:2.7.7.7]
PSPTO_2622	4.83147553674304	3.32984978513125	1.50162575161179	up	OG0000766	K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]
PSPTO_2623	6.15348492410128	5.89391287209965	0.25957205200163	nonDEG	OG0000518	K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]
PSPTO_2624	1.76046031535351	1.47266823209367	0.28779208325984	nonDEG	OG0001367	K21929	udg; uracil-DNA glycosylase [EC:3.2.2.27]
PSPTO_2626	5.91088443787313	4.81981155822159	1.09107287965154	up	OG0000254		
PSPTO_2627	5.64791055543502	3.82424455332216	1.82366600211286	up	OG0000540	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_2629	3.43505730275779	1.67298243089737	1.76207487186042	nonDEG	OG0003768	K02029	ABC.PA.P; polar amino acid transport system permease protein
PSPTO_2631	4.01706708034275	3.3364213091468	0.68064577119595	nonDEG	OG0006428		
PSPTO_2632	7.15916901249094	6.22204123341045	0.93712777908049	nonDEG	OG0002609		
PSPTO_2636	8.91291865542125	5.70506530992741	3.20785334549384	up	OG0000743	K01785	galM; aldose 1-epimerase [EC:5.1.3.3]
PSPTO_2637	5.00568339671636	3.80084104186751	1.20484235484885	nonDEG	OG0000530	K14274	xylC; xylonolactonase [EC:3.1.1.-]
PSPTO_2638	8.72850977540076	6.4789829564948	2.24952681890596	up	OG0002771	K10537	araF; L-arabinose transport system substrate-binding protein
PSPTO_2639	6.99494331992626	5.20193032387086	1.7930129960554	up	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
PSPTO_2640	5.48017517903613	3.91298108731447	1.56719409172166	up	OG0000084	K10440	rbsC; ribose transport system permease protein
PSPTO_2642	3.14448688406089	4.88442366109796	-1.73993677703707	down	OG0001583		
PSPTO_2643	1.34056066169023	2.43867560939974	-1.09811494770951	nonDEG	OG0001222		
PSPTO_2645	2.25279222868536	2.3623122324214	-0.10952000373604	nonDEG	OG0001602	K03380	E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]
PSPTO_2646	6.98080848382529	7.4078934508836	-0.427084967058311	nonDEG	OG0003629		
PSPTO_2647	6.47283066837716	6.57447714471229	-0.10164647633513	nonDEG			
PSPTO_2648	5.62089158691704	6.88609862020144	-1.2652070332844	down			
PSPTO_2649	5.60181065411236	6.29286705051288	-0.69105639640052	nonDEG	OG0001202		
PSPTO_2650	2.49248927949615	2.88626979371398	-0.39378051421783	nonDEG			
PSPTO_2652	2.69564878964375	4.91433157521125	-2.2186827855675	down	OG0000382		
PSPTO_2654	2.6762358250696	3.0569975745186	-0.380761749449	nonDEG	OG0000247	K13483	yagT; xanthine dehydrogenase YagT iron-sulfur-binding subunit
PSPTO_2655	4.08412857418818	2.32613469961725	1.75799387457093	nonDEG	OG0000562	K11178	yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
PSPTO_2656	5.27751466147657	4.52925031299315	0.74826434848342	nonDEG	OG0000614	K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit [EC:1.17.1.4]
PSPTO_2658	4.00866240769289	3.68476250301474	0.32389990467815	nonDEG	OG0001724	K07141	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
PSPTO_2659	5.37276731525665	5.68721652871399	-0.31444921345734	nonDEG	OG0002691		
PSPTO_2660	1.98301195383104	0.390948910130383	1.59206304370066	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_2661	3.6223010303382	2.72293858041008	0.89936244992812	nonDEG	OG0000693		
PSPTO_2662	2.94129551260471	2.21665137987489	0.72464413272982	nonDEG	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
PSPTO_2663	3.44652479548071	3.56871716352969	-0.12219236804898	nonDEG	OG0000006		
PSPTO_2664	6.07717252987685	4.7228360885542	1.35433644132265	up	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_2665	2.65328886424718	2.62619591913203	0.0270929451151498	nonDEG	OG0000497	K02053	ABC.SP.P; putative spermidine/putrescine transport system permease protein
PSPTO_2667	6.02685455395966	2.99163780696994	3.03521674698972	up	OG0001018	K02055	ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
PSPTO_2668	5.61006082909643	5.09486126794832	0.515199561148109	nonDEG	OG0000173	K14652	ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
PSPTO_2669	3.5451352333843	4.37291452309867	-0.82777928971437	nonDEG	OG0004047		
PSPTO_2670	3.0984205606391	2.70266803530389	0.39575252533521	nonDEG	OG0000406		
PSPTO_2671	6.44600404536258	6.37468380497832	0.0713202403842601	nonDEG	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
PSPTO_2672	4.96601464040831	4.5929108341125	0.37310380629581	nonDEG	OG0000274	K09024	rutF; flavin reductase [EC:1.5.1.-]
PSPTO_2673	5.76906973645057	5.02528662540828	0.74378311104229	nonDEG	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_2674	3.26656324881352	1.99492237902332	1.2716408697902	nonDEG	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
PSPTO_2675	6.85157549942665	3.59163755196352	3.25993794746313	up	OG0004039		
PSPTO_2676	6.3652991070502	2.6758722594239	3.6894268476263	up	OG0000228	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]
PSPTO_2677	5.39128414962349	2.87521710305501	2.51606704656848	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_2678	4.16717124256594	-0.267497145027462	4.4346683875934	up	OG0000296	K08309	slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
PSPTO_2680	7.20120900508299	5.9270565228481	1.27415248223489	up	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
PSPTO_2681	6.66812387938363	7.44858327433531	-0.78045939495168	nonDEG	OG0002134	K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]
PSPTO_2683	7.42297878211833	4.07128265934492	3.35169612277341	up	OG0003537		
PSPTO_2684	8.31411475810075	6.63323573355713	1.68087902454362	up	OG0003536		
PSPTO_2685	5.17770703551045	4.11569680791561	1.06201022759484	nonDEG	OG0000171	K00014	aroE; shikimate dehydrogenase [EC:1.1.1.25]
PSPTO_2686	3.58520637377189	4.32203370878793	-0.73682733501604	nonDEG	OG0002062	K09915	uncharacterized protein
PSPTO_2687	8.27370177879618	9.01281186930895	-0.739110090512769	nonDEG	OG0003071	K09983	uncharacterized protein
PSPTO_2688	2.27788997341958	3.438907494933	-1.16101752151342	nonDEG	OG0000158	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
PSPTO_2689	5.65398001188466	4.756357438554	0.89762257333066	nonDEG	OG0002760	K03717	nhaR; LysR family transcriptional regulator, transcriptional activator of nhaA
PSPTO_2690	10.1948599320823	5.65186632762354	4.54299360445876	up	OG0003535		
PSPTO_2691	8.04615271902953	6.61107840377191	1.43507431525762	up	OG0000289		
PSPTO_2692	4.79599749146199	2.07574137463246	2.72025611682953	up	OG0004824		
PSPTO_2693	4.35048420746601	4.96208973017865	-0.611605522712639	nonDEG	OG0003259		
PSPTO_2694	7.20004293373927	6.23001838751963	0.97002454621964	nonDEG	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
PSPTO_2695	7.09050891738324	4.94566856434839	2.14484035303485	up	OG0001754		
PSPTO_2696	4.49607405482609	4.43700268766996	0.0590713671561298	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
PSPTO_2697	7.1502939521676	4.3046672771842	2.8456266749834	up	OG0000269	K13979	yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]
PSPTO_2698	4.99190611561374	5.22707309026606	-0.23516697465232	nonDEG			
PSPTO_2699	4.2267579018577	5.15735200383202	-0.930594101974321	nonDEG	OG0003580		
PSPTO_2700	9.63591171088877	5.37739654497549	4.25851516591328	up	OG0004915		
PSPTO_2701	6.49906242948919	7.43716077409555	-0.93809834460636	nonDEG	OG0000058	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
PSPTO_2702	6.93573475158073	7.92118651186034	-0.98545176027961	nonDEG	OG0000119	K00864	glpK; glycerol kinase [EC:2.7.1.30]
PSPTO_2703	6.66361448037778	7.81626732719882	-1.15265284682104	down	OG0000667	K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
PSPTO_2705	6.81850386253475	7.9456878251702	-1.12718396263545	down	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein
PSPTO_2706	5.69101995424192	7.02940037722264	-1.33838042298072	down	OG0003859	K10228	smoF; sorbitol/mannitol transport system permease protein
PSPTO_2707	8.87635854433442	8.59887398322523	0.277484561109191	nonDEG	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein
PSPTO_2708	6.34290250442564	7.58474913887903	-1.24184663445339	down	OG0000022	K13653	AraC family transcriptional regulator
PSPTO_2709	2.62442746571809	5.18632504352924	-2.56189757781115	down	OG0003844	K02228	cobF; precorrin-6A synthase [EC:2.1.1.152]
PSPTO_2710	6.12270262731692	6.33409304634457	-0.211390419027651	nonDEG	OG0001689	K20444	rfbC; O-antigen biosynthesis protein [EC:2.4.1.-]
PSPTO_2711	8.46944758505795	9.29044566271595	-0.820998077658	nonDEG	OG0000492		
PSPTO_2712	7.20081439040789	7.44366604317974	-0.24285165277185	nonDEG	OG0000421	K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]
PSPTO_2713	3.78994979719743	4.23188431843553	-0.441934521238101	nonDEG	OG0000312	K00575	cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
PSPTO_2714	3.59690426348362	3.34517719213739	0.25172707134623	nonDEG	OG0000358	K03412	cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]
PSPTO_2715	4.48925831754521	5.49147368214147	-1.00221536459626	nonDEG	OG0000816		
PSPTO_2716	7.46872063973022	8.68200656489042	-1.2132859251602	down	OG0000492		
PSPTO_2717	6.28320492704362	6.41759219936962	-0.134387272326	nonDEG	OG0000053	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
PSPTO_2718	6.76425984499812	5.87238363623317	0.89187620876495	nonDEG	OG0001259	K08482	kaiC; circadian clock protein KaiC
PSPTO_2719	5.4652925731179	5.72190951475549	-0.25661694163759	nonDEG	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
PSPTO_2720	4.52396836052187	4.28945199480246	0.23451636571941	nonDEG	OG0001569	K03426	E3.6.1.22; NAD+ diphosphatase [EC:3.6.1.22]
PSPTO_2721	5.01791956599549	7.08421765113883	-2.06629808514334	down	OG0001203	K07090	uncharacterized protein
PSPTO_2722	7.39060530203194	3.88178842557597	3.50881687645597	up	OG0000490		
PSPTO_2723	5.43235884868235	3.71372593768979	1.71863291099256	up	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_2724	5.84608078605315	4.99206078049542	0.85402000555773	nonDEG	OG0001768		
PSPTO_2725	5.35169531117625	6.71108873016845	-1.3593934189922	down	OG0002610		
PSPTO_2726	8.07558336538191	7.58186700610458	0.49371635927733	nonDEG	OG0003279		
PSPTO_2728	6.65306312343637	6.60628340295284	0.0467797204835296	nonDEG	OG0002611	K04774	sohB; serine protease SohB [EC:3.4.21.-]
PSPTO_2729	6.28684803566728	5.74868312713389	0.53816490853339	nonDEG	OG0002462		
PSPTO_2730	9.8524391778098	7.42328218075971	2.42915699705009	up	OG0001199	K00381	cysI; sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
PSPTO_2731	3.48460277853889	4.02524658311224	-0.54064380457335	nonDEG	OG0003850		
PSPTO_2732	8.88947467193859	8.99374257200923	-0.10426790007064	nonDEG	OG0000610	K00548	metH; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
PSPTO_2733	6.12440352458443	7.59827167175535	-1.47386814717092	down	OG0003443		
PSPTO_2734	7.1282066930457	6.36034359113396	0.767863101911741	nonDEG	OG0000104	K16568	exoZ; exopolysaccharide production protein ExoZ
PSPTO_2735	9.80537346021273	7.923149245837	1.88222421437573	up	OG0000918	K07400	nfuA; Fe/S biogenesis protein NfuA
PSPTO_2736	7.0995304055924	7.86831340699866	-0.76878300140626	nonDEG	OG0000102	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
PSPTO_2737	8.13713735010226	9.19717378530025	-1.06003643519799	down	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
PSPTO_2738	7.68167321569602	8.58545141100171	-0.90377819530569	nonDEG	OG0000446	K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
PSPTO_2739	9.35882109337547	10.0151436095332	-0.656322516157729	nonDEG	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
PSPTO_2742	4.22152878285497	7.52241683932774	-3.30088805647277	down	OG0000707	K01640	E4.1.3.4; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
PSPTO_2743	5.54124906548159	8.57856776040125	-3.03731869491966	down	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator
PSPTO_2744	7.50313054771909	6.21676682351515	1.28636372420394	up	OG0000170		
PSPTO_2745	6.04636054885186	4.90289648177169	1.14346406708017	up	OG0002360	K00249	ACADM; acyl-CoA dehydrogenase [EC:1.3.8.7]
PSPTO_2746	4.07895019309794	2.04517356449769	2.03377662860025	nonDEG	OG0003263	K02040	pstS; phosphate transport system substrate-binding protein
PSPTO_2747	5.65069140069571	7.85976372424655	-2.20907232355084	down	OG0000453	K01142	E3.1.11.2; exodeoxyribonuclease III [EC:3.1.11.2]
PSPTO_2748	6.13051241845751	4.88446716883539	1.24604524962212	up	OG0003264		
PSPTO_2749	5.95354672632158	6.60250724666327	-0.64896052034169	nonDEG	OG0001760	K07278	tamA; translocation and assembly module TamA
PSPTO_2750	6.95048343950751	7.82239694575427	-0.87191350624676	nonDEG	OG0001761	K09800	tamB; translocation and assembly module TamB
PSPTO_2751	6.08936667550297	7.47680363845974	-1.38743696295677	down	OG0000006		
PSPTO_2752	9.53807175780668	10.0520262767774	-0.513954518970721	nonDEG	OG0001830	K11065	tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]
PSPTO_2753	6.12510673697754	7.30120884784837	-1.17610211087083	down	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
PSPTO_2755	5.27943341635362	6.84663740000254	-1.56720398364892	down	OG0000023	K18138	acrB; multidrug efflux pump
PSPTO_2756	5.5962650086971	6.52740641842749	-0.93114140973039	nonDEG	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
PSPTO_2757	5.50307466024303	5.98111425418392	-0.47803959394089	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_2758	5.51210615421506	5.10510319329944	0.407002960915619	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_2759	6.21223523445611	6.03989794941472	0.17233728504139	nonDEG			
PSPTO_2760	8.31388895362239	6.60040520538497	1.71348374823742	up	OG0001568	K16147	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
PSPTO_2761	7.94784224823664	6.24559918512364	1.702243063113	up	OG0000301	K05343	treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]
PSPTO_2762	7.34239655963382	5.88635582236848	1.45604073726534	up	OG0001201	K00700	GBE1; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]
PSPTO_2763	2.28276350384091	4.73995119761446	-2.45718769377355	down	OG0001956		
PSPTO_2764	4.41373122987533	3.7467201040511	0.66701112582423	nonDEG	OG0000494		
PSPTO_2765	4.52206107525525	1.90075637654792	2.62130469870733	up	OG0000573	K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
PSPTO_2766	8.9234690034362	7.6332864834477	1.2901825199885	up	OG0000191	K06158	ABCF3; ATP-binding cassette, subfamily F, member 3
PSPTO_2767	6.26749838056695	6.39964673049125	-0.1321483499243	nonDEG	OG0004969	K12981	waaZ; KDO transferase III [EC:2.4.99.-]
PSPTO_2768	1.98831197402063	-1.1298307676196	3.11814274164023	nonDEG			
PSPTO_2769	7.30321282602359	8.63131162479635	-1.32809879877276	down	OG0005204		
PSPTO_2771	3.30334594694847	4.21576760635711	-0.91242165940864	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
PSPTO_2772	2.72531053568213	4.54757247936239	-1.82226194368026	down	OG0006907		
PSPTO_2773	6.70357088270204	6.76656177417946	-0.06299089147742	nonDEG	OG0003933		
PSPTO_2774	6.74284554379459	8.26039367126163	-1.51754812746704	down	OG0003290		
PSPTO_2775	7.65397045841357	4.92420558721565	2.72976487119792	up	OG0005829	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
PSPTO_2776	4.27301576578527	3.5209428617983	0.75207290398697	nonDEG	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
PSPTO_2777	3.47329315474954	2.0398904851259	1.43340266962364	nonDEG	OG0000026	K02029	ABC.PA.P; polar amino acid transport system permease protein
PSPTO_2778	6.08993668480957	5.0532169413736	1.03671974343597	up	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_2779	5.05359716799805	4.79657213666297	0.25702503133508	nonDEG	OG0000186	K09022	ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
PSPTO_2780	4.46626123525667	4.47224672957579	-0.00598549431911977	nonDEG	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
PSPTO_2781	4.75795445901072	3.25638172847142	1.5015727305393	nonDEG	OG0002921	K01753	dsdA; D-serine dehydratase [EC:4.3.1.18]
PSPTO_2782	5.06439678465483	4.6412116322923	0.423185152362531	nonDEG	OG0000058	K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
PSPTO_2783	5.6782067138249	6.42160027843555	-0.74339356461065	nonDEG	OG0003775		
PSPTO_2784	6.32414398975797	5.76930254723267	0.5548414425253	nonDEG	OG0003299		
PSPTO_2785	6.65973222335589	5.67195103177743	0.98778119157846	nonDEG	OG0000160	K11073	potF; putrescine transport system substrate-binding protein
PSPTO_2786	4.29683691662849	2.5703758075972	1.72646110903129	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
PSPTO_2787	3.36056446238806	0.552920553788989	2.80764390859907	nonDEG	OG0000125	K15554	ssuC; sulfonate transport system permease protein
PSPTO_2788	5.4275622153264	3.33073302666922	2.09682918865718	up	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
PSPTO_2790	4.5602538551797	5.79868058481456	-1.23842672963486	down	OG0003534		
PSPTO_2791	4.63596314314621	4.80216419417505	-0.16620105102884	nonDEG	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]
PSPTO_2792	4.60422182617953	5.19146343108803	-0.5872416049085	nonDEG	OG0000196	K01356	lexA; repressor LexA [EC:3.4.21.88]
PSPTO_2793	2.44875738198448	3.6400012222537	-1.19124384026922	nonDEG	OG0001639	K14160	imuA; protein ImuA
PSPTO_2794	2.43571378773845	3.66057585400051	-1.22486206626206	nonDEG	OG0001640	K14161	imuB; protein ImuB
PSPTO_2795	5.69058739126048	5.88710670174209	-0.196519310481611	nonDEG	OG0000225	K02337	dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
PSPTO_2796	4.00762090720414	3.99418509108723	0.0134358161169104	nonDEG	OG0003811	K09967	uncharacterized protein
PSPTO_2798	1.58530265210001	2.15580388644785	-0.57050123434784	nonDEG	OG0003858	K03284	corA; magnesium transporter
PSPTO_2800	4.13564684361581	5.93672616570778	-1.80107932209197	down	OG0003806		
PSPTO_2801	2.20019879163728	1.8569530725719	0.34324571906538	nonDEG	OG0000775		
PSPTO_2802	2.4010625562242	1.77156500381386	0.62949755241034	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
PSPTO_2803	4.6871702676391	4.65829164377536	0.02887862386374	nonDEG	OG0000024	K03566	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
PSPTO_2804	6.17103935723433	5.62554290005381	0.545496457180519	nonDEG	OG0000024	K03566	gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
PSPTO_2805	7.62422456842436	6.96763391392425	0.65659065450011	nonDEG	OG0003160		
PSPTO_2806	7.08124745783056	6.04238989267066	1.0388575651599	up	OG0000210	K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
PSPTO_2807	4.09561738975449	3.57192077365336	0.52369661610113	nonDEG	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_2808	4.17933388120885	3.51272108558664	0.66661279562221	nonDEG	OG0004654		
PSPTO_2809	4.25399508518385	5.07973741350956	-0.82574232832571	nonDEG	OG0004122	K22879	hpyO; FAD-dependent urate hydroxylase [EC:1.14.13.113]
PSPTO_2812	3.72863093544323	3.31692775251368	0.41170318292955	nonDEG	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
PSPTO_2814	1.8852667952221	2.70393579196194	-0.81866899673984	nonDEG	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
PSPTO_2816	1.1134512669735	2.67351814770129	-1.56006688072779	nonDEG	OG0003624		
PSPTO_2818	5.32668671373404	6.10917714524402	-0.78249043150998	nonDEG	OG0004066		
PSPTO_2819	5.37372762697927	6.24627202838824	-0.87254440140897	nonDEG	OG0006561		
PSPTO_2820	4.84501676317258	6.58046892146359	-1.73545215829101	down	OG0006560		
PSPTO_2821	2.46836959598171	3.61094468453723	-1.14257508855552	nonDEG			
PSPTO_2822	3.54973329337554	5.77879761313659	-2.22906431976105	down	OG0002369	K07044	uncharacterized protein
PSPTO_2823	4.24498549813851	6.31647746055983	-2.07149196242132	down			
PSPTO_2824	4.17572421058149	4.66684702177432	-0.49112281119283	nonDEG	OG0002845		
PSPTO_2825	4.26070666746211	5.00525592191388	-0.74454925445177	nonDEG	OG0000365	K03862	vanA; vanillate monooxygenase [EC:1.14.13.82]
PSPTO_2828	6.08511834957411	4.86212134439033	1.22299700518378	up	OG0003257		
PSPTO_2829	4.98751500028033	4.79034443344493	0.1971705668354	nonDEG	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
PSPTO_2830	4.9552431769397	5.70838823899961	-0.75314506205991	nonDEG	OG0000113	K02364	entF; enterobactin synthetase component F [EC:6.3.2.14]
PSPTO_2831	1.83466160622698	2.7078358983492	-0.87317429212222	nonDEG	OG0000575	K13888	macA; membrane fusion protein, macrolide-specific efflux system
