	Pto_Col	Pto_Kb	Pto_FC	Pto_DEG	OG	KO.id	KO.description
PSPTO_3358	8.42783806	7.566780468	0.861057592	nonDEG	OG0000800	K00566	mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
PSPTO_3359	7.498022697	6.819149554	0.678873143	nonDEG	OG0002138	K07153	hflD; high frequency lysogenization protein
PSPTO_3360	11.53983673	9.36799095	2.171845777	up	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]
PSPTO_3361	7.389866747	6.262295181	1.127571566	up	OG0001947	K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
PSPTO_3362	3.690995547	3.793434655	-0.102439108	nonDEG	OG0000195	K02348	elaA; ElaA protein
PSPTO_3363	4.507184357	6.035040773	-1.527856416	down	OG0003267		
PSPTO_3364	5.704224811	5.477334443	0.226890368	nonDEG	OG0001262	K01637	E4.1.3.1; isocitrate lyase [EC:4.1.3.1]
PSPTO_3365	7.075991379	8.440758639	-1.36476726	down	OG0001384	K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
PSPTO_3366	7.310732558	7.902831101	-0.592098543	nonDEG	OG0001383	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
PSPTO_3367	8.58230762	9.245326917	-0.663019297	nonDEG	OG0001382	K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]
PSPTO_3368	5.537470622	5.901267597	-0.363796975	nonDEG	OG0000799	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
PSPTO_3369	6.973243224	7.608828117	-0.635584893	nonDEG	OG0001381	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
PSPTO_3370	8.928196045	9.360412879	-0.432216834	nonDEG	OG0001380	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
PSPTO_3371	6.968804789	7.511519845	-0.542715056	nonDEG	OG0001379	K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
PSPTO_3372	7.208982527	8.563473381	-1.354490854	down	OG0001261	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
PSPTO_3373	4.361726158	5.583255476	-1.221529317	down	OG0001378	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
PSPTO_3374	4.739477913	5.781874974	-1.042397061	down	OG0001377	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
PSPTO_3375	7.508883825	8.585180803	-1.076296978	down	OG0001260	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
PSPTO_3376	6.898157074	7.481420942	-0.583263868	nonDEG	OG0001376	K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
PSPTO_3377	7.729687913	9.463387454	-1.733699541	down	OG0001375	K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
PSPTO_3378	2.426431174	3.819445127	-1.393013952	down	OG0000431		
PSPTO_3379	4.833444544	5.565181035	-0.731736491	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3380	6.112841071	6.22025315	-0.10741208	nonDEG	OG0003073		
PSPTO_3381	5.112162692	3.67956617	1.432596522	up	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
PSPTO_3382	3.745481572	3.708125943	0.03735563	nonDEG	OG0001109		
PSPTO_3383	3.910016968	1.599054591	2.310962377	nonDEG	OG0001109		
PSPTO_3385	6.12137624	6.496410177	-0.375033936	nonDEG	OG0000282		
PSPTO_3386	6.279180832	6.23837981	0.040801021	nonDEG	OG0004152		
PSPTO_3387	7.332931768	7.991302355	-0.658370587	nonDEG			
PSPTO_3388	1.936414243	2.24858144	-0.312167197	nonDEG	OG0002313	K06223	dam; DNA adenine methylase [EC:2.1.1.72]
PSPTO_3389	3.418618997	3.13769103	0.280927967	nonDEG	OG0002098	K03791	putative chitinase
PSPTO_3390	3.06127523	3.368861175	-0.307585944	nonDEG	OG0003155	K06905	uncharacterized protein
PSPTO_3393	3.170527447	3.523790958	-0.353263511	nonDEG	OG0005250		
PSPTO_3396	4.283288887	4.360216107	-0.07692722	nonDEG	OG0002823	K06907	uncharacterized protein
PSPTO_3397	2.680734498	3.16995232	-0.489217822	nonDEG	OG0006070		
PSPTO_3398	4.307587162	4.075889314	0.231697848	nonDEG	OG0004777		
PSPTO_3399	1.438829447	1.629681959	-0.190852512	nonDEG	OG0003151		
PSPTO_3402	2.669911648	3.447652034	-0.777740386	nonDEG	OG0004026		
PSPTO_3403	3.429656393	3.968093001	-0.538436608	nonDEG	OG0003650		
PSPTO_3404	2.736862911	1.699407615	1.037455295	nonDEG	OG0004029		
PSPTO_3407	3.131191652	4.739013427	-1.607821775	down	OG0004023		
PSPTO_3408	3.15330948	2.090159084	1.063150396	nonDEG	OG0004022		
PSPTO_3409	5.845846699	5.170493366	0.675353333	nonDEG	OG0003649		
PSPTO_3410	3.972496798	3.248973148	0.72352365	nonDEG	OG0004021		
PSPTO_3412	4.383620593	3.662317411	0.721303181	nonDEG	OG0004020		
PSPTO_3413	2.924495655	1.764784362	1.159711293	nonDEG	OG0004497		
PSPTO_3417	2.518539046	1.889890319	0.628648727	nonDEG			
PSPTO_3418	3.290186078	3.210084978	0.0801011	nonDEG	OG0004508	K06919	putative DNA primase/helicase
PSPTO_3420	5.677504703	4.678839663	0.998665041	nonDEG	OG0005178		
PSPTO_3421	6.134133528	6.416440528	-0.282307	nonDEG	OG0005675		
PSPTO_3422	4.811615435	3.744560014	1.067055421	nonDEG			
PSPTO_3423	2.673648946	1.427717499	1.245931447	nonDEG			
PSPTO_3424	4.159796676	3.207373545	0.952423131	nonDEG			
PSPTO_3426	3.806433468	3.066706485	0.739726982	nonDEG			
PSPTO_3427	4.918906038	3.921592641	0.997313397	nonDEG	OG0001442	K00558	DNMT1; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
PSPTO_3428	2.646788996	0.696388895	1.9504001	nonDEG	OG0005447		
PSPTO_3429	2.957408676	3.556443259	-0.599034582	nonDEG	OG0001081	K07733	alpA; prophage regulatory protein
PSPTO_3430	7.698673351	8.926173829	-1.227500477	down	OG0001118	K01737	queD; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
PSPTO_3436	4.577202335	6.537506748	-1.960304414	down	OG0001512		
PSPTO_3437	6.396041341	6.272026273	0.124015068	nonDEG	OG0001995	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
PSPTO_3438	3.260486463	1.864318896	1.396167567	nonDEG	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]
PSPTO_3439	2.364863688	2.377848019	-0.012984331	nonDEG	OG0000211	K02805	"wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"
PSPTO_3440	1.713026446	2.762621006	-1.04959456	nonDEG	OG0004298		
PSPTO_3441	1.861028404	1.260749183	0.60027922	nonDEG	OG0000032	K11936	"pgaC; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]"
PSPTO_3443	2.305778478	2.055134684	0.250643794	nonDEG	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
PSPTO_3445	2.475911458	4.551101305	-2.075189848	down	OG0004038	K16650	"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
PSPTO_3446	1.5254906	2.183985606	-0.658495006	nonDEG	OG0000014	K14335	"pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
PSPTO_3448	2.07582103	3.709441627	-1.633620597	nonDEG	OG0002296		
PSPTO_3449	1.831214212	2.967129853	-1.135915641	nonDEG	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
PSPTO_3451	4.142552607	1.356490301	2.786062305	nonDEG	OG0000720	K00299	ssuE; FMN reductase [EC:1.5.1.38]
PSPTO_3452	4.17375381	6.602014751	-2.428260941	down	OG0000456		
PSPTO_3453	1.226204941	1.677825528	-0.451620588	nonDEG	OG0004524		
PSPTO_3454	3.209340294	2.506906821	0.702433473	nonDEG	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
PSPTO_3455	6.784627479	8.423670189	-1.639042711	down	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
PSPTO_3456	5.790306881	6.439064377	-0.648757496	nonDEG	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
PSPTO_3457	4.219184058	7.429099106	-3.209915048	down	OG0002196	K02106	atoE; short-chain fatty acids transporter
PSPTO_3458	0.706175511	1.216328059	-0.510152548	nonDEG	OG0003510		
PSPTO_3459	2.02192689	3.087685708	-1.065758818	nonDEG	OG0004914		
PSPTO_3460	4.802367678	4.812888819	-0.010521141	nonDEG	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
PSPTO_3461	5.117402104	4.57988857	0.537513535	nonDEG	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
PSPTO_3462	8.375535428	3.281235164	5.094300264	up	OG0001758	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_3463	8.192745919	8.173423613	0.019322306	nonDEG	OG0002938	K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
PSPTO_3464	3.662797906	3.072020603	0.590777303	nonDEG	OG0000493	K01971	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
PSPTO_3465	3.546814646	3.520356274	0.026458372	nonDEG	OG0001014	K10979	ku; DNA end-binding protein Ku
PSPTO_3466	5.706300777	1.435885422	4.270415355	up	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
PSPTO_3467	5.896930919	2.836289433	3.060641486	up	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
PSPTO_3468	4.714101874	4.905358099	-0.191256225	nonDEG	OG0001946		
PSPTO_3469	5.50860917	5.308638849	0.199970321	nonDEG	OG0000016	K07729	putative transcriptional regulator
PSPTO_3470	3.325338692	3.104012731	0.221325961	nonDEG	OG0001007		
PSPTO_3471	6.496636513	7.322305066	-0.825668553	nonDEG	OG0001374	K05559	phaA; multicomponent K+:H+ antiporter subunit A
PSPTO_3472	2.152640981	2.710986672	-0.558345691	nonDEG	OG0001373	K05560	phaC; multicomponent K+:H+ antiporter subunit C
PSPTO_3473	5.726518564	5.833850014	-0.10733145	nonDEG	OG0001372	K05561	phaD; multicomponent K+:H+ antiporter subunit D
PSPTO_3474	2.546729203	2.771764516	-0.225035313	nonDEG	OG0001371	K05562	phaE; multicomponent K+:H+ antiporter subunit E
PSPTO_3475	2.110616896	2.70478578	-0.594168884	nonDEG	OG0001370	K05563	phaF; multicomponent K+:H+ antiporter subunit F
PSPTO_3476	4.127768267	4.330510536	-0.202742269	nonDEG	OG0001369	K05564	phaG; multicomponent K+:H+ antiporter subunit G
PSPTO_3477	7.542336565	7.547087074	-0.004750509	nonDEG	OG0003441		
PSPTO_3478	4.835585209	6.370358905	-1.534773697	down	OG0002020		
PSPTO_3479	2.888789445	3.462475834	-0.573686389	nonDEG	OG0004531		
PSPTO_3480	5.468174796	7.23495219	-1.766777395	down	OG0003440	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3481	3.185870805	3.460659146	-0.27478834	nonDEG			
PSPTO_3482	4.397025769	4.725939486	-0.328913717	nonDEG	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
PSPTO_3483	3.902963358	4.593616409	-0.69065305	nonDEG	OG0005965		
PSPTO_3484	3.451300515	4.045887336	-0.594586821	nonDEG	OG0005964		
PSPTO_3485	6.469219497	7.813538603	-1.344319105	down	OG0002502		
PSPTO_3487	9.511069637	9.204717386	0.306352251	nonDEG	OG0000341	K06204	dksA; DnaK suppressor protein
PSPTO_3488	3.382476502	3.686464905	-0.303988404	nonDEG	OG0000084	K10440	rbsC; ribose transport system permease protein
PSPTO_3489	3.851900415	3.550485698	0.301414717	nonDEG	OG0000045	K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
PSPTO_3490	4.753709664	3.654927694	1.098781969	nonDEG	OG0000115	K10439	rbsB; ribose transport system substrate-binding protein
PSPTO_3492	4.098758681	5.173329279	-1.074570598	down	OG0001067	K03810	mviM; virulence factor
PSPTO_3493	2.723643967	3.41994827	-0.696304303	nonDEG	OG0004533	K06605	iolH; myo-inositol catabolism protein IolH
PSPTO_3494	4.011995814	5.500665636	-1.488669821	down	OG0000083	K00010	iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
PSPTO_3495	5.598924583	6.443383322	-0.844458739	nonDEG	OG0002707	K03336	"iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]"
PSPTO_3496	3.345607333	3.163303233	0.182304101	nonDEG	OG0004329	K06606	iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]
PSPTO_3497	4.733984732	4.291584727	0.442400005	nonDEG	OG0000324	K00140	mmsA; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
PSPTO_3498	3.562522841	3.110235859	0.452286982	nonDEG	OG0002706	K03337	iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]
PSPTO_3499	3.339517615	3.812267306	-0.472749691	nonDEG	OG0001311	K03335	iolE; inosose dehydratase [EC:4.2.1.44]
PSPTO_3500	5.384155554	5.524479787	-0.140324233	nonDEG	OG0003027	K03338	iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]
PSPTO_3501	6.894067726	6.88818782	0.005879906	nonDEG	OG0001436		
PSPTO_3502	4.446948511	5.378700985	-0.931752475	nonDEG	OG0002745	K07027	glycosyltransferase 2 family protein
PSPTO_3503	6.092643474	6.167589458	-0.074945984	nonDEG	OG0002744	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
PSPTO_3504	5.807974585	6.76389429	-0.955919705	nonDEG	OG0001322	K18353	vanJ; vancomycin resistance protein VanJ
PSPTO_3505	3.330464033	4.567159001	-1.236694967	down	OG0000333	K12262	cybB; cytochrome b561
PSPTO_3506	5.755907187	4.829857041	0.926050146	nonDEG	OG0001869	K03783	punA; purine-nucleoside phosphorylase [EC:2.4.2.1]
PSPTO_3507	5.89445321	5.462398758	0.432054453	nonDEG	OG0000594	K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
PSPTO_3508	6.884084872	7.031041162	-0.146956289	nonDEG	OG0000454		
PSPTO_3509	1.476836006	0.038287962	1.438548044	nonDEG			
PSPTO_3510	7.624275079	5.147276485	2.476998594	up	OG0000196	K01356	lexA; repressor LexA [EC:3.4.21.88]
PSPTO_3511	5.430930212	4.376817795	1.054112417	up	OG0002989	K13053	sulA; cell division inhibitor SulA
PSPTO_3512	6.826480792	7.708756937	-0.882276145	nonDEG	OG0003370		
PSPTO_3513	4.770362677	4.68262771	0.087734968	nonDEG	OG0002988		
PSPTO_3514	8.504104978	8.069950028	0.43415495	nonDEG	OG0001040	K03168	topA; DNA topoisomerase I [EC:5.99.1.2]
PSPTO_3515	4.309278588	3.395691483	0.913587104	nonDEG	OG0002421		
PSPTO_3516	6.315043812	5.507266234	0.807777578	nonDEG	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
PSPTO_3517	7.371660611	6.060888489	1.310772123	up	OG0000099	K00074	paaH; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
PSPTO_3518	4.094911181	4.243729237	-0.148818057	nonDEG			
PSPTO_3519	2.613524409	3.06339141	-0.449867002	nonDEG	OG0002987		
PSPTO_3520	6.131848777	7.183268531	-1.051419754	down	OG0000149	K06149	uspA; universal stress protein A
PSPTO_3521	8.895410156	7.78598613	1.109424026	up	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
PSPTO_3522	8.010536348	8.638981764	-0.628445417	nonDEG	OG0000296	K08309	slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
PSPTO_3523	5.737695688	5.871900066	-0.134204378	nonDEG	OG0002122	K07140	uncharacterized protein
PSPTO_3524	4.614535026	6.089538054	-1.475003027	down	OG0000445	K03415	"cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
PSPTO_3525	6.117085814	6.975392878	-0.858307065	nonDEG	OG0003245		
PSPTO_3526	6.834518926	8.525490698	-1.690971772	down	OG0000009	K07687	"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB"
PSPTO_3527	2.585208612	3.222075428	-0.636866816	nonDEG	OG0000307	K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]
PSPTO_3529	5.568530418	7.325366761	-1.756836343	down	OG0000204	K03606	wcaJ; putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
PSPTO_3530	5.904295517	6.678449149	-0.774153632	nonDEG	OG0000235	K00971	manC; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
PSPTO_3531	3.420220428	4.91915692	-1.498936493	down	OG0000327	K01991	wza; polysaccharide biosynthesis/export protein
PSPTO_3532	5.459879958	6.723235042	-1.263355084	down	OG0004354	K20998	pslE; polysaccharide biosynthesis protein PslE
PSPTO_3533	3.863014544	4.629432394	-0.766417851	nonDEG	OG0003074	K20999	pslF; polysaccharide biosynthesis protein PslF
PSPTO_3534	5.475850668	6.281378315	-0.805527647	nonDEG	OG0004355	K21000	pslG; polysaccharide biosynthesis protein PslG
PSPTO_3535	4.403904412	5.277002755	-0.873098343	nonDEG	OG0003888	K21001	pslH; polysaccharide biosynthesis protein PslH
PSPTO_3536	3.928812107	4.263984567	-0.33517246	nonDEG	OG0000014	K14335	"pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
PSPTO_3537	4.727198577	6.43325874	-1.706060162	down	OG0004356	K21003	pslJ; polysaccharide biosynthesis protein PslJ
PSPTO_3538	3.648704837	4.908919176	-1.260214338	down	OG0000121	K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]
PSPTO_3539	4.356926786	4.473064352	-0.116137567	nonDEG	OG0004924	K21004	pslK; polysaccharide biosynthesis protein PslK
PSPTO_3540	2.091286213	1.627125955	0.464160259	nonDEG	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
PSPTO_3542	3.635168256	2.805204653	0.829963603	nonDEG			
PSPTO_3543	4.036938185	4.629257408	-0.592319223	nonDEG	OG0003024		
PSPTO_3544	7.816926817	5.812459461	2.004467356	up	OG0003918		
PSPTO_3545	6.118736767	6.776440777	-0.657704011	nonDEG	OG0000403		
PSPTO_3546	2.079347825	1.697493785	0.38185404	nonDEG			
PSPTO_3547	3.96813776	4.344556137	-0.376418377	nonDEG	OG0004293		
PSPTO_3548	7.372987966	8.052990216	-0.68000225	nonDEG	OG0001218		
PSPTO_3549	6.099184259	6.426372829	-0.32718857	nonDEG	OG0000025	K19736	"aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
PSPTO_3550	7.154409762	8.498091771	-1.34368201	down	OG0002448	K01555	FAH; fumarylacetoacetase [EC:3.7.1.2]
PSPTO_3551	8.122383529	9.163396583	-1.041013054	down	OG0001821	K00451	"HGD; homogentisate 1,2-dioxygenase [EC:1.13.11.5]"
PSPTO_3552	2.456130942	2.645664836	-0.189533894	nonDEG	OG0003012		
PSPTO_3553	7.78672667	8.754814481	-0.968087811	nonDEG	OG0000541	K00457	HPD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
PSPTO_3554	9.407612182	10.48540764	-1.07779546	down	OG0002206		
PSPTO_3555	4.745857702	5.615203487	-0.869345784	nonDEG	OG0000229	K00104	glcD; glycolate oxidase [EC:1.1.3.15]
PSPTO_3556	2.095790477	3.823768539	-1.727978063	down	OG0003101	K11472	glcE; glycolate oxidase FAD binding subunit
PSPTO_3558	3.337150937	4.129529846	-0.792378909	nonDEG	OG0000885		
PSPTO_3559	5.858626813	5.254335908	0.604290905	nonDEG	OG0001524	K01638	aceB; malate synthase [EC:2.3.3.9]
PSPTO_3560	2.067820917	4.00653526	-1.938714342	down			
PSPTO_3561	4.451053068	4.122748874	0.328304195	nonDEG	OG0000798		
PSPTO_3563	7.641108396	6.498820848	1.142287549	up	OG0001144	K06145	"gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor"
PSPTO_3564	10.41128336	5.89057482	4.520708536	up	OG0001707	K00851	E2.7.1.12; gluconokinase [EC:2.7.1.12]
PSPTO_3565	9.444759881	5.813960087	3.630799795	up	OG0000349	K03299	"TC.GNTP; gluconate:H+ symporter, GntP family"
PSPTO_3566	6.805668895	7.580124944	-0.77445605	nonDEG	OG0000411	K03563	csrA; carbon storage regulator
PSPTO_3569	2.567420537	6.209889217	-3.642468679	down	OG0001567		
PSPTO_3570	9.813784866	8.132244176	1.681540689	up	OG0003159		
PSPTO_3572	4.090431671	4.893001684	-0.802570013	nonDEG	OG0000709	K06889	uncharacterized protein
PSPTO_3573	2.466940729	3.681474809	-1.21453408	nonDEG	OG0000109		
PSPTO_3574	10.07138651	6.283483611	3.7879029	up	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
PSPTO_3575	5.285446973	5.572950834	-0.287503861	nonDEG	OG0003778		
PSPTO_3576	7.730063522	7.323810894	0.406252628	nonDEG	OG0000025	K19736	"aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
PSPTO_3577	5.791685297	6.076561209	-0.284875912	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3578	3.573895584	4.11491985	-0.541024265	nonDEG	OG0002372		
PSPTO_3579	4.436097987	5.300090411	-0.863992424	nonDEG	OG0001202		
PSPTO_3580	5.009595487	6.289976626	-1.280381139	down	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
PSPTO_3581	2.40045329	3.710024796	-1.309571506	down	OG0003451		
PSPTO_3582	6.337822512	4.316472537	2.021349975	up	OG0000233	K03781	katE; catalase [EC:1.11.1.6]
PSPTO_3583	1.308687007	-0.426880573	1.73556758	nonDEG	OG0000239	K06867	uncharacterized protein
PSPTO_3584	5.256026901	5.837647795	-0.581620894	nonDEG	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
PSPTO_3586	4.458128522	4.204987746	0.253140776	nonDEG	OG0001574		
PSPTO_3587	3.782213817	4.416658636	-0.63444482	nonDEG	OG0001706		
PSPTO_3588	3.339918727	3.581180012	-0.241261286	nonDEG	OG0000518	K06998	"phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"
PSPTO_3589	5.226658465	6.385217748	-1.158559282	down	OG0000685		
PSPTO_3590	5.249597684	5.571662993	-0.322065309	nonDEG	OG0000100	K19270	yfbT; sugar-phosphatase [EC:3.1.3.23]
PSPTO_3591	6.183402002	6.398960366	-0.215558365	nonDEG	OG0000363	K05786	rarD; chloramphenicol-sensitive protein RarD
PSPTO_3592	5.70076315	4.94309622	0.75766693	nonDEG	OG0000418	K06916	zapE; cell division protein ZapE
PSPTO_3593	7.408809451	6.958792251	0.4500172	nonDEG	OG0000619	K03321	"TC.SULP; sulfate permease, SulP family"
PSPTO_3594	5.28350103	5.324373978	-0.040872947	nonDEG	OG0000063	K01467	ampC; beta-lactamase class C [EC:3.5.2.6]
PSPTO_3595	4.027158926	2.992826483	1.034332443	nonDEG	OG0000273	K10778	"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"
PSPTO_3596	8.476274656	4.593299826	3.88297483	up	OG0002385	K07243	FTR; high-affinity iron transporter
PSPTO_3597	9.900739406	5.252599858	4.648139548	up	OG0001646	K07224	efeO; iron uptake system component EfeO
PSPTO_3598	8.606126651	4.523444624	4.082682026	up	OG0001962	K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]
PSPTO_3599	9.677668649	5.007469689	4.67019896	up	OG0001646	K07224	efeO; iron uptake system component EfeO
PSPTO_3600	1.407961244	1.357791775	0.050169469	nonDEG	OG0001235	K00387	SUOX; sulfite oxidase [EC:1.8.3.1]
PSPTO_3601	1.770990003	2.348825946	-0.577835944	nonDEG	OG0003108		
PSPTO_3602	3.681638664	5.650130381	-1.968491717	down	OG0004634		
PSPTO_3603	4.471525128	4.725708614	-0.254183486	nonDEG	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
PSPTO_3604	4.184510046	4.686741108	-0.502231062	nonDEG	OG0000010	K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
PSPTO_3605	4.712877552	4.787371227	-0.074493675	nonDEG	OG0003316		
PSPTO_3609	1.123637599	1.400902116	-0.277264517	nonDEG	OG0007155	K04763	xerD; integrase/recombinase XerD
PSPTO_3615	2.048787776	3.962744423	-1.913956647	down	OG0003847		
PSPTO_3616	1.253034586	4.003826564	-2.750791978	down	OG0004390		
PSPTO_3617	1.790814812	2.160205355	-0.369390543	nonDEG	OG0000011	K06075	"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
PSPTO_3618	5.045289264	4.288205635	0.757083629	nonDEG	OG0001229		
PSPTO_3620	2.582099762	3.560011647	-0.977911885	nonDEG	OG0000555		
PSPTO_3621	5.331382027	4.550544842	0.780837185	nonDEG	OG0002765		
PSPTO_3624	5.707696548	6.10688908	-0.399192532	nonDEG	OG0001044	K10716	kch; voltage-gated potassium channel
PSPTO_3625	5.862037838	7.297299133	-1.435261295	down	OG0000503	K02048	cysP; sulfate transport system substrate-binding protein
PSPTO_3626	5.994658691	7.783235288	-1.788576597	down	OG0003387		
PSPTO_3628	4.105724754	3.815150097	0.290574657	nonDEG	OG0001813	K02200	ccmH; cytochrome c-type biogenesis protein CcmH
PSPTO_3629	2.854695377	2.314455736	0.540239641	nonDEG	OG0000110	K02199	"ccmG; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
PSPTO_3630	3.720407371	4.695372701	-0.97496533	nonDEG	OG0001673	K02198	ccmF; cytochrome c-type biogenesis protein CcmF
PSPTO_3631	1.314344426	1.174563395	0.139781031	nonDEG	OG0001812	K02197	ccmE; cytochrome c-type biogenesis protein CcmE
PSPTO_3633	3.785511606	3.793412923	-0.007901318	nonDEG	OG0001672	K02195	ccmC; heme exporter protein C
PSPTO_3634	4.724079684	5.290485761	-0.566406077	nonDEG	OG0001990	K02194	ccmB; heme exporter protein B
PSPTO_3635	5.657408905	4.586559089	1.070849816	up	OG0001426	K02193	ccmA; heme exporter protein A [EC:3.6.3.41]
PSPTO_3636	4.967982777	4.963253389	0.004729388	nonDEG	OG0003386		
PSPTO_3637	3.932023825	3.718378851	0.213644975	nonDEG	OG0002686	K04061	flhB2; flagellar biosynthesis protein
PSPTO_3638	6.033643497	7.890259895	-1.856616398	down	OG0000784	K06187	recR; recombination protein RecR
PSPTO_3639	4.929238819	4.421625524	0.507613294	nonDEG	OG0000006		
