KO	category-1	category-2	category-3	category-4	N of genes
K02437	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	gcvH, GCSH; glycine cleavage system H protein	1
K02437	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	gcvH, GCSH; glycine cleavage system H protein	1
K02439	Metabolism	Sulfur metabolism	Sulfur metabolism	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	1
K02444	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	7
K02446	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
K02446	Metabolism	Glycolysis / Gluconeogenesis	Glycolysis / Gluconeogenesis	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
K02446	Metabolism	Pentose phosphate pathway	Pentose phosphate pathway	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
K02446	Metabolism	Carbon fixation in photosynthetic organisms	Carbon fixation in photosynthetic organisms	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
K02446	Metabolism	Methane metabolism	Methane metabolism	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]	1
K02469	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	2
K02469	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	2
K02470	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	2
K02470	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	2
K02476	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]	1
K02476	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	K02476; two-component system, CitB family, sensor kinase [EC:2.7.13.3]	1
K02492	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]	1
K02493	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]	3
K02500	Metabolism	Histidine metabolism	Histidine metabolism	hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	1
K02501	Metabolism	Histidine metabolism	Histidine metabolism	hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	1
K02503	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	HINT1, hinT, hit; histidine triad (HIT) family protein	2
K02510	Metabolism	Tyrosine metabolism	Tyrosine metabolism	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]	1
K02518	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	infA; translation initiation factor IF-1	1
K02519	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	infB, MTIF2; translation initiation factor IF-2	1
K02519	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	infB, MTIF2; translation initiation factor IF-2	1
K02520	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	infC, MTIF3; translation initiation factor IF-3	1
K02520	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	infC, MTIF3; translation initiation factor IF-3	1
K02523	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	1
K02523	Brite Hierarchies	Prenyltransferases [BR:ko01006]	Prenyltransferases [BR:ko01006]	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	1
K02528	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	1
K02529	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	lacI, galR; LacI family transcriptional regulator	31
K02548	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	1
K02548	Brite Hierarchies	Prenyltransferases [BR:ko01006]	Prenyltransferases [BR:ko01006]	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	1
K02551	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	1
K02563	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02563	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02563	Human Diseases	Vancomycin resistance	Vancomycin resistance	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02563	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02564	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]	2
K02566	Not Included in Pathway or Brite	Carbohydrate metabolism	Carbohydrate metabolism	nagD; NagD protein	2
K02600	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	nusA; N utilization substance protein A	1
K02600	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	nusA; N utilization substance protein A	1
K02601	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	nusG; transcriptional antiterminator NusG	1
K02601	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	nusG; transcriptional antiterminator NusG	1
K02612	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD	1
K02613	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	1
K02614	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaI; acyl-CoA thioesterase [EC:3.1.2.-]	1
K02624	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein	5
K02647	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	cdaR; carbohydrate diacid regulator	2
K02654	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02654	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02654	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02769	Metabolism	Fructose and mannose metabolism	Fructose and mannose metabolism	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02769	Environmental Information Processing	Phosphotransferase system (PTS)	Phosphotransferase system (PTS)	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02769	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]	1
K02805	Brite Hierarchies	Amino acid related enzymes [BR:ko01007]	Amino acid related enzymes [BR:ko01007]	wecE, rffA; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]	2
K02821	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	1
K02821	Environmental Information Processing	Phosphotransferase system (PTS)	Phosphotransferase system (PTS)	PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	1
K02821	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	PTS-Ula-EIIA, ulaC, sgaA; PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	1
K02822	Metabolism	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]	1
K02822	Environmental Information Processing	Phosphotransferase system (PTS)	Phosphotransferase system (PTS)	PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]	1
K02822	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	PTS-Ula-EIIB, ulaB, sgaB; PTS system, ascorbate-specific IIB component [EC:2.7.1.194]	1
K02824	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	pyrP, uraA; uracil permease	1
K02825	Metabolism	Pyrimidine metabolism	Pyrimidine metabolism	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K02825	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K02834	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rbfA; ribosome-binding factor A	1
K02835	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	prfA, MTRF1, MRF1; peptide chain release factor 1	1
K02838	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	frr, MRRF, RRF; ribosome recycling factor	1
K02846	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]	2
K02860	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rimM; 16S rRNA processing protein RimM	1
K02863	Genetic Information Processing	Ribosome	Ribosome	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1	1
K02863	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1	1
K02864	Genetic Information Processing	Ribosome	Ribosome	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10	1
K02864	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10	1
K02867	Genetic Information Processing	Ribosome	Ribosome	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	1
K02867	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11	1
K02871	Genetic Information Processing	Ribosome	Ribosome	RP-L13, MRPL13, rplM; large subunit ribosomal protein L13	1
K02871	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L13, MRPL13, rplM; large subunit ribosomal protein L13	1
K02874	Genetic Information Processing	Ribosome	Ribosome	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	1
K02874	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	1
K02876	Genetic Information Processing	Ribosome	Ribosome	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15	1
K02876	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15	1
K02878	Genetic Information Processing	Ribosome	Ribosome	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16	1
K02878	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16	1
K02879	Genetic Information Processing	Ribosome	Ribosome	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17	1
K02879	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17	1
K02881	Genetic Information Processing	Ribosome	Ribosome	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18	1
K02881	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18	1
K02884	Genetic Information Processing	Ribosome	Ribosome	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19	1
K02884	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19	1
K02886	Genetic Information Processing	Ribosome	Ribosome	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2	1
K02886	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2	1
K02887	Genetic Information Processing	Ribosome	Ribosome	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20	1
K02887	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20	1
K02890	Genetic Information Processing	Ribosome	Ribosome	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	1
K02890	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	1
K02892	Genetic Information Processing	Ribosome	Ribosome	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02892	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02895	Genetic Information Processing	Ribosome	Ribosome	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02895	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02897	Genetic Information Processing	Ribosome	Ribosome	RP-L25, rplY; large subunit ribosomal protein L25	1
K02897	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L25, rplY; large subunit ribosomal protein L25	1
K02899	Genetic Information Processing	Ribosome	Ribosome	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02899	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02904	Genetic Information Processing	Ribosome	Ribosome	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02904	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02906	Genetic Information Processing	Ribosome	Ribosome	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02906	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02907	Genetic Information Processing	Ribosome	Ribosome	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02907	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02909	Genetic Information Processing	Ribosome	Ribosome	RP-L31, rpmE; large subunit ribosomal protein L31	1
K02909	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L31, rpmE; large subunit ribosomal protein L31	1
K02911	Genetic Information Processing	Ribosome	Ribosome	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02911	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02911	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02914	Genetic Information Processing	Ribosome	Ribosome	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02914	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02916	Genetic Information Processing	Ribosome	Ribosome	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02916	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02919	Genetic Information Processing	Ribosome	Ribosome	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	2
K02919	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	2
K02926	Genetic Information Processing	Ribosome	Ribosome	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02926	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02931	Genetic Information Processing	Ribosome	Ribosome	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02931	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02933	Genetic Information Processing	Ribosome	Ribosome	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02933	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02939	Genetic Information Processing	Ribosome	Ribosome	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02939	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02945	Genetic Information Processing	Ribosome	Ribosome	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02945	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02946	Genetic Information Processing	Ribosome	Ribosome	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10	1
K02946	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10	1
K02948	Genetic Information Processing	Ribosome	Ribosome	RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11	1
K02948	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11	1
K02950	Genetic Information Processing	Ribosome	Ribosome	RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12	1
K02950	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12	1
K02952	Genetic Information Processing	Ribosome	Ribosome	RP-S13, rpsM; small subunit ribosomal protein S13	1
K02952	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S13, rpsM; small subunit ribosomal protein S13	1
K02961	Genetic Information Processing	Ribosome	Ribosome	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17	1
K02961	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17	1
K02965	Genetic Information Processing	Ribosome	Ribosome	RP-S19, rpsS; small subunit ribosomal protein S19	1
K02965	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S19, rpsS; small subunit ribosomal protein S19	1
K02967	Genetic Information Processing	Ribosome	Ribosome	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	1
K02967	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	1
K02968	Genetic Information Processing	Ribosome	Ribosome	RP-S20, rpsT; small subunit ribosomal protein S20	1
K02968	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S20, rpsT; small subunit ribosomal protein S20	1
K02982	Genetic Information Processing	Ribosome	Ribosome	RP-S3, rpsC; small subunit ribosomal protein S3	1
K02982	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S3, rpsC; small subunit ribosomal protein S3	1
K02986	Genetic Information Processing	Ribosome	Ribosome	RP-S4, rpsD; small subunit ribosomal protein S4	1
K02986	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S4, rpsD; small subunit ribosomal protein S4	1
K02988	Genetic Information Processing	Ribosome	Ribosome	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5	1
K02988	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5	1
K02990	Genetic Information Processing	Ribosome	Ribosome	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02990	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02990	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02992	Genetic Information Processing	Ribosome	Ribosome	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7	1
K02992	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7	1
K02994	Genetic Information Processing	Ribosome	Ribosome	RP-S8, rpsH; small subunit ribosomal protein S8	1
K02994	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S8, rpsH; small subunit ribosomal protein S8	1
K02996	Genetic Information Processing	Ribosome	Ribosome	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9	1
K02996	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9	1
K03040	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03040	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03040	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03043	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03043	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03043	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03060	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03060	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03060	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03070	Genetic Information Processing	Protein export	Protein export	secA; preprotein translocase subunit SecA	1
K03070	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secA; preprotein translocase subunit SecA	1
K03070	Cellular Processes	Quorum sensing	Quorum sensing	secA; preprotein translocase subunit SecA	1
K03070	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secA; preprotein translocase subunit SecA	1
K03072	Genetic Information Processing	Protein export	Protein export	secD; preprotein translocase subunit SecD	1
K03072	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secD; preprotein translocase subunit SecD	1
K03072	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secD; preprotein translocase subunit SecD	1
K03073	Genetic Information Processing	Protein export	Protein export	secE; preprotein translocase subunit SecE	1
K03073	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secE; preprotein translocase subunit SecE	1
K03073	Cellular Processes	Quorum sensing	Quorum sensing	secE; preprotein translocase subunit SecE	1
K03073	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secE; preprotein translocase subunit SecE	1
K03074	Genetic Information Processing	Protein export	Protein export	secF; preprotein translocase subunit SecF	1
K03074	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secF; preprotein translocase subunit SecF	1
K03074	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secF; preprotein translocase subunit SecF	1
K03075	Genetic Information Processing	Protein export	Protein export	secG; preprotein translocase subunit SecG	1
K03075	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secG; preprotein translocase subunit SecG	1
K03075	Cellular Processes	Quorum sensing	Quorum sensing	secG; preprotein translocase subunit SecG	1
K03075	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secG; preprotein translocase subunit SecG	1
K03076	Genetic Information Processing	Protein export	Protein export	secY; preprotein translocase subunit SecY	1
K03076	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secY; preprotein translocase subunit SecY	1
