KO	category-1	category-2	category-3	category-4	N of genes
K03070	Cellular Processes	Quorum sensing	Quorum sensing	secA; preprotein translocase subunit SecA	2
K03070	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secA; preprotein translocase subunit SecA	2
K03071	Genetic Information Processing	Protein export	Protein export	secB; preprotein translocase subunit SecB	1
K03071	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secB; preprotein translocase subunit SecB	1
K03071	Cellular Processes	Quorum sensing	Quorum sensing	secB; preprotein translocase subunit SecB	1
K03071	Brite Hierarchies	Chaperones and folding catalysts [BR:ko03110]	Chaperones and folding catalysts [BR:ko03110]	secB; preprotein translocase subunit SecB	1
K03071	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secB; preprotein translocase subunit SecB	1
K03072	Genetic Information Processing	Protein export	Protein export	secD; preprotein translocase subunit SecD	1
K03072	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secD; preprotein translocase subunit SecD	1
K03072	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secD; preprotein translocase subunit SecD	1
K03073	Genetic Information Processing	Protein export	Protein export	secE; preprotein translocase subunit SecE	1
K03073	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secE; preprotein translocase subunit SecE	1
K03073	Cellular Processes	Quorum sensing	Quorum sensing	secE; preprotein translocase subunit SecE	1
K03073	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secE; preprotein translocase subunit SecE	1
K03074	Genetic Information Processing	Protein export	Protein export	secF; preprotein translocase subunit SecF	1
K03074	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secF; preprotein translocase subunit SecF	1
K03074	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secF; preprotein translocase subunit SecF	1
K03075	Genetic Information Processing	Protein export	Protein export	secG; preprotein translocase subunit SecG	1
K03075	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secG; preprotein translocase subunit SecG	1
K03075	Cellular Processes	Quorum sensing	Quorum sensing	secG; preprotein translocase subunit SecG	1
K03075	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secG; preprotein translocase subunit SecG	1
K03076	Genetic Information Processing	Protein export	Protein export	secY; preprotein translocase subunit SecY	1
K03076	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secY; preprotein translocase subunit SecY	1
K03076	Cellular Processes	Quorum sensing	Quorum sensing	secY; preprotein translocase subunit SecY	1
K03076	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secY; preprotein translocase subunit SecY	1
K03086	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoD; RNA polymerase primary sigma factor	1
K03088	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoE; RNA polymerase sigma-70 factor, ECF subfamily	2
K03089	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoH; RNA polymerase sigma-32 factor	1
K03092	Environmental Information Processing	Two-component system	Two-component system	rpoN; RNA polymerase sigma-54 factor	1
K03092	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	rpoN; RNA polymerase sigma-54 factor	1
K03092	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoN; RNA polymerase sigma-54 factor	1
K03098	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	APOD; apolipoprotein D and lipocalin family protein	1
K03100	Genetic Information Processing	Protein export	Protein export	lepB; signal peptidase I [EC:3.4.21.89]	1
K03100	Cellular Processes	Quorum sensing	Quorum sensing	lepB; signal peptidase I [EC:3.4.21.89]	1
K03100	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lepB; signal peptidase I [EC:3.4.21.89]	1
K03101	Genetic Information Processing	Protein export	Protein export	lspA; signal peptidase II [EC:3.4.23.36]	1
K03101	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lspA; signal peptidase II [EC:3.4.23.36]	1
K03106	Genetic Information Processing	Protein export	Protein export	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03106	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03106	Cellular Processes	Quorum sensing	Quorum sensing	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03106	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03110	Genetic Information Processing	Protein export	Protein export	ftsY; fused signal recognition particle receptor	1
K03110	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	ftsY; fused signal recognition particle receptor	1
K03110	Cellular Processes	Quorum sensing	Quorum sensing	ftsY; fused signal recognition particle receptor	1
K03110	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	ftsY; fused signal recognition particle receptor	1
K03111	Genetic Information Processing	DNA replication	DNA replication	ssb; single-strand DNA-binding protein	1
K03111	Genetic Information Processing	Homologous recombination	Homologous recombination	ssb; single-strand DNA-binding protein	1
K03111	Genetic Information Processing	Mismatch repair	Mismatch repair	ssb; single-strand DNA-binding protein	1
K03111	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	ssb; single-strand DNA-binding protein	1
K03111	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	ssb; single-strand DNA-binding protein	1
K03111	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	ssb; single-strand DNA-binding protein	1
K03116	Genetic Information Processing	Protein export	Protein export	tatA; sec-independent protein translocase protein TatA	2
K03116	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	tatA; sec-independent protein translocase protein TatA	2
K03116	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	tatA; sec-independent protein translocase protein TatA	2
K03118	Genetic Information Processing	Protein export	Protein export	tatC; sec-independent protein translocase protein TatC	1
K03118	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	tatC; sec-independent protein translocase protein TatC	1
K03118	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	tatC; sec-independent protein translocase protein TatC	1
K03119	Metabolism	Sulfur metabolism	Sulfur metabolism	tauD; taurine dioxygenase [EC:1.14.11.17]	2
K03119	Metabolism	Taurine and hypotaurine metabolism	Taurine and hypotaurine metabolism	tauD; taurine dioxygenase [EC:1.14.11.17]	2
K03147	Metabolism	Thiamine metabolism	Thiamine metabolism	thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]	1
K03149	Metabolism	Thiamine metabolism	Thiamine metabolism	thiG; thiazole synthase [EC:2.8.1.10]	1
K03154	Genetic Information Processing	Sulfur relay system	Sulfur relay system	thiS; sulfur carrier protein	1
K03168	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	topA; DNA topoisomerase I [EC:5.99.1.2]	1
K03168	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	topA; DNA topoisomerase I [EC:5.99.1.2]	1
K03177	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]	1
K03179	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	1
K03179	Brite Hierarchies	Prenyltransferases [BR:ko01006]	Prenyltransferases [BR:ko01006]	ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	1
K03181	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	ubiC; chorismate--pyruvate lyase [EC:4.1.3.40]	1
K03183	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	1
K03185	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	2
K03187	Not Included in Pathway or Brite	Protein processing	Protein processing	ureE; urease accessory protein	1
K03188	Not Included in Pathway or Brite	Protein processing	Protein processing	ureF; urease accessory protein	1
K03189	Not Included in Pathway or Brite	Protein processing	Protein processing	ureG; urease accessory protein	1
K03190	Not Included in Pathway or Brite	Protein processing	Protein processing	ureD, ureH; urease accessory protein	1
K03192	Not Included in Pathway or Brite	Protein processing	Protein processing	ureJ; urease accessory protein	1
K03195	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	virB10, lvhB10; type IV secretion system protein VirB10	1
K03195	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	virB10, lvhB10; type IV secretion system protein VirB10	1
K03200	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	virB5, lvhB5; type IV secretion system protein VirB5	1
K03200	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	virB5, lvhB5; type IV secretion system protein VirB5	1
K03201	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	virB6, lvhB6; type IV secretion system protein VirB6	1
K03201	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	virB6, lvhB6; type IV secretion system protein VirB6	1
K03205	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	virD4, lvhD4; type IV secretion system protein VirD4	1
K03205	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	virD4, lvhD4; type IV secretion system protein VirD4	1
K03207	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	1
K03208	Not Included in Pathway or Brite	Glycan metabolism	Glycan metabolism	wcaI; colanic acid biosynthesis glycosyl transferase WcaI	2
K03210	Genetic Information Processing	Protein export	Protein export	yajC; preprotein translocase subunit YajC	1
K03210	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	yajC; preprotein translocase subunit YajC	1
K03210	Cellular Processes	Quorum sensing	Quorum sensing	yajC; preprotein translocase subunit YajC	1
K03210	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	yajC; preprotein translocase subunit YajC	1
K03215	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	1
K03216	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	trmL, cspR; tRNA (cytidine/uridine-2-O-)-methyltransferase [EC:2.1.1.207]	1
K03217	Genetic Information Processing	Protein export	Protein export	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Cellular Processes	Quorum sensing	Quorum sensing	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03218	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rlmB; 23S rRNA (guanosine2251-2-O)-methyltransferase [EC:2.1.1.185]	1
K03270	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	1
K03270	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	1
K03281	Not Included in Pathway or Brite	Transport	Transport	TC.CIC; chloride channel protein, CIC family	1
K03282	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	mscL; large conductance mechanosensitive channel	1
K03284	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	corA; magnesium transporter	2
K03286	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.OOP; OmpA-OmpF porin, OOP family	5
K03294	Not Included in Pathway or Brite	Transport	Transport	TC.APA; basic amino acid/polyamine antiporter, APA family	2
K03298	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.DME; drug/metabolite transporter, DME family	2
K03299	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.GNTP; gluconate:H+ symporter, GntP family	1
K03300	Not Included in Pathway or Brite	Transport	Transport	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	1
K03303	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	lctP; lactate permease	1
K03305	Not Included in Pathway or Brite	Transport	Transport	TC.POT; proton-dependent oligopeptide transporter, POT family	1
K03306	Not Included in Pathway or Brite	Transport	Transport	TC.PIT; inorganic phosphate transporter, PiT family	1
K03308	Not Included in Pathway or Brite	Transport	Transport	TC.NSS; neurotransmitter:Na+ symporter, NSS family	1
K03310	Not Included in Pathway or Brite	Transport	Transport	TC.AGCS; alanine or glycine:cation symporter, AGCS family	1
K03311	Not Included in Pathway or Brite	Transport	Transport	TC.LIVCS; branched-chain amino acid:cation transporter, LIVCS family	1
K03312	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	gltS; glutamate:Na+ symporter, ESS family	1
K03316	Not Included in Pathway or Brite	Transport	Transport	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family	1
K03319	Not Included in Pathway or Brite	Transport	Transport	TC.DASS; divalent anion:Na+ symporter, DASS family	1
K03320	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	amt, AMT, MEP; ammonium transporter, Amt family	2
K03321	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.SULP; sulfate permease, SulP family	2
K03325	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	ACR3, arsB; arsenite transporter	1
K03327	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family	2
K03380	Metabolism	Aminobenzoate degradation	Aminobenzoate degradation	E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]	1
K03380	Metabolism	Toluene degradation	Toluene degradation	E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]	1
K03381	Metabolism	Benzoate degradation	Benzoate degradation	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]	1
K03381	Metabolism	Chlorocyclohexane and chlorobenzene degradation	Chlorocyclohexane and chlorobenzene degradation	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]	1
K03381	Metabolism	Fluorobenzoate degradation	Fluorobenzoate degradation	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]	1
K03381	Metabolism	Toluene degradation	Toluene degradation	catA; catechol 1,2-dioxygenase [EC:1.13.11.1]	1
K03386	Cellular Processes	Apoptosis - fly	Apoptosis - fly	PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	1
K03386	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	1
K03402	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	argR, ahrC; transcriptional regulator of arginine metabolism	1
K03407	Environmental Information Processing	Two-component system	Two-component system	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	1
K03407	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	1
K03407	Brite Hierarchies	Protein kinases [BR:ko01001]	Protein kinases [BR:ko01001]	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	1
K03407	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	1
K03407	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	1
K03413	Environmental Information Processing	Two-component system	Two-component system	cheY; two-component system, chemotaxis family, chemotaxis protein CheY	2
K03413	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	cheY; two-component system, chemotaxis family, chemotaxis protein CheY	2
K03413	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	cheY; two-component system, chemotaxis family, chemotaxis protein CheY	2
K03413	Brite Hierarchies	Two-component system [BR:ko02022]	Two-component system [BR:ko02022]	cheY; two-component system, chemotaxis family, chemotaxis protein CheY	2
K03417	Metabolism	Propanoate metabolism	Propanoate metabolism	prpB; methylisocitrate lyase [EC:4.1.3.30]	1
K03424	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	tatD; TatD DNase family protein [EC:3.1.21.-]	2
K03426	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]	1
K03426	Cellular Processes	Peroxisome	Peroxisome	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]	1
K03431	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	glmM; phosphoglucosamine mutase [EC:5.4.2.10]	3
K03437	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	spoU; RNA methyltransferase, TrmH family	1
K03438	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	1
K03439	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	1
K03446	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	emrB; MFS transporter, DHA2 family, multidrug resistance protein	3
K03449	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	MFS.CP; MFS transporter, CP family, cyanate transporter	1
K03453	Not Included in Pathway or Brite	Transport	Transport	TC.BASS; bile acid:Na+ symporter, BASS family	3
K03455	Not Included in Pathway or Brite	Transport	Transport	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family	3
K03457	Not Included in Pathway or Brite	Transport	Transport	TC.NCS1; nucleobase:cation symporter-1, NCS1 family	1
K03462	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	1
K03462	Organismal Systems	NOD-like receptor signaling pathway	NOD-like receptor signaling pathway	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	1
K03464	Metabolism	Benzoate degradation	Benzoate degradation	catC; muconolactone D-isomerase [EC:5.3.3.4]	1
K03466	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	1
K03469	Genetic Information Processing	DNA replication	DNA replication	rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]	1
K03469	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]	1
K03470	Genetic Information Processing	DNA replication	DNA replication	rnhB; ribonuclease HII [EC:3.1.26.4]	1
K03470	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	rnhB; ribonuclease HII [EC:3.1.26.4]	1
K03473	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]	1
K03474	Metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	1
K03495	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme	1
K03495	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme	1
K03496	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	parA, soj; chromosome partitioning protein	4
K03496	Brite Hierarchies	Cytoskeleton proteins [BR:ko04812]	Cytoskeleton proteins [BR:ko04812]	parA, soj; chromosome partitioning protein	4
K03497	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	parB, spo0J; chromosome partitioning protein, ParB family	1
K03497	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	parB, spo0J; chromosome partitioning protein, ParB family	1
K03497	Brite Hierarchies	Cytoskeleton proteins [BR:ko04812]	Cytoskeleton proteins [BR:ko04812]	parB, spo0J; chromosome partitioning protein, ParB family	1
K03498	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	trkH, trkG, ktrB; trk system potassium uptake protein	1
K03499	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	trkA, ktrA; trk system potassium uptake protein	1
K03500	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1
K03501	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	1
K03501	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	1
K03502	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	umuC; DNA polymerase V	1
K03517	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	nadA; quinolinate synthase [EC:2.5.1.72]	1
K03521	Not Included in Pathway or Brite	Energy metabolism	Energy metabolism	fixA, etfB; electron transfer flavoprotein beta subunit	1
K03522	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	fixB, etfA; electron transfer flavoprotein alpha subunit	1
K03524	Metabolism	Biotin metabolism	Biotin metabolism	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	1
K03524	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	1
K03525	Metabolism	Pantothenate and CoA biosynthesis	Pantothenate and CoA biosynthesis	coaX; type III pantothenate kinase [EC:2.7.1.33]	1
K03526	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	1
K03527	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	1
K03528	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	zipA; cell division protein ZipA	1
K03529	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	smc; chromosome segregation protein	1
K03530	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	hupB; DNA-binding protein HU-beta	3
K03530	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	hupB; DNA-binding protein HU-beta	3
K03530	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	hupB; DNA-binding protein HU-beta	3
K03531	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	ftsZ; cell division protein FtsZ	1
K03531	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	ftsZ; cell division protein FtsZ	1
K03531	Brite Hierarchies	Cytoskeleton proteins [BR:ko04812]	Cytoskeleton proteins [BR:ko04812]	ftsZ; cell division protein FtsZ	1
K03531	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	ftsZ; cell division protein FtsZ	1
K03536	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	rnpA; ribonuclease P protein component [EC:3.1.26.5]	1
K03543	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	emrA; membrane fusion protein, multidrug efflux system	3
K03544	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX	1
K03544	Brite Hierarchies	Chaperones and folding catalysts [BR:ko03110]	Chaperones and folding catalysts [BR:ko03110]	clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX	1
K03545	Not Included in Pathway or Brite	Protein processing	Protein processing	tig; trigger factor	1
K03546	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	sbcC, rad50; DNA repair protein SbcC/Rad50	1
K03547	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	sbcD, mre11; DNA repair protein SbcD/Mre11	1
K03548	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	perM; putative permease	1
K03549	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	kup; KUP system potassium uptake protein	1
K03550	Genetic Information Processing	Homologous recombination	Homologous recombination	ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]	1
