KO	category-1	category-2	category-3	category-4	N of genes
K02397	Cellular Processes	Flagellar assembly	Flagellar assembly	flgL; flagellar hook-associated protein 3 FlgL	1
K02397	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flgL; flagellar hook-associated protein 3 FlgL	1
K02398	Environmental Information Processing	Two-component system	Two-component system	flgM; negative regulator of flagellin synthesis FlgM	1
K02398	Cellular Processes	Flagellar assembly	Flagellar assembly	flgM; negative regulator of flagellin synthesis FlgM	1
K02398	Cellular Processes	Biofilm formation - Escherichia coli	Biofilm formation - Escherichia coli	flgM; negative regulator of flagellin synthesis FlgM	1
K02398	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	flgM; negative regulator of flagellin synthesis FlgM	1
K02398	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flgM; negative regulator of flagellin synthesis FlgM	1
K02399	Cellular Processes	Flagellar assembly	Flagellar assembly	flgN; flagella synthesis protein FlgN	1
K02399	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flgN; flagella synthesis protein FlgN	1
K02400	Cellular Processes	Flagellar assembly	Flagellar assembly	flhA; flagellar biosynthesis protein FlhA	2
K02400	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flhA; flagellar biosynthesis protein FlhA	2
K02400	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	flhA; flagellar biosynthesis protein FlhA	2
K02401	Cellular Processes	Flagellar assembly	Flagellar assembly	flhB; flagellar biosynthetic protein FlhB	1
K02401	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flhB; flagellar biosynthetic protein FlhB	1
K02401	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	flhB; flagellar biosynthetic protein FlhB	1
K02404	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flhF; flagellar biosynthesis protein FlhF	1
K02405	Environmental Information Processing	Two-component system	Two-component system	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02405	Cellular Processes	Flagellar assembly	Flagellar assembly	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02405	Cellular Processes	Biofilm formation - Escherichia coli	Biofilm formation - Escherichia coli	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02405	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02405	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02405	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02405	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliA; RNA polymerase sigma factor for flagellar operon FliA	1
K02406	Environmental Information Processing	Two-component system	Two-component system	fliC; flagellin	1
K02406	Cellular Processes	Flagellar assembly	Flagellar assembly	fliC; flagellin	1
K02406	Organismal Systems	NOD-like receptor signaling pathway	NOD-like receptor signaling pathway	fliC; flagellin	1
K02406	Organismal Systems	Plant-pathogen interaction	Plant-pathogen interaction	fliC; flagellin	1
K02406	Human Diseases	Legionellosis	Legionellosis	fliC; flagellin	1
K02406	Human Diseases	Salmonella infection	Salmonella infection	fliC; flagellin	1
K02406	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliC; flagellin	1
K02407	Cellular Processes	Flagellar assembly	Flagellar assembly	fliD; flagellar hook-associated protein 2	1
K02407	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliD; flagellar hook-associated protein 2	1
K02408	Cellular Processes	Flagellar assembly	Flagellar assembly	fliE; flagellar hook-basal body complex protein FliE	1
K02408	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliE; flagellar hook-basal body complex protein FliE	1
K02409	Cellular Processes	Flagellar assembly	Flagellar assembly	fliF; flagellar M-ring protein FliF	1
K02409	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliF; flagellar M-ring protein FliF	1
K02409	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliF; flagellar M-ring protein FliF	1
K02410	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	fliG; flagellar motor switch protein FliG	1
K02410	Cellular Processes	Flagellar assembly	Flagellar assembly	fliG; flagellar motor switch protein FliG	1
K02410	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliG; flagellar motor switch protein FliG	1
K02411	Cellular Processes	Flagellar assembly	Flagellar assembly	fliH; flagellar assembly protein FliH	1
K02411	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliH; flagellar assembly protein FliH	1
K02411	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliH; flagellar assembly protein FliH	1
K02412	Cellular Processes	Flagellar assembly	Flagellar assembly	fliI; flagellum-specific ATP synthase [EC:3.6.3.50]	2
K02412	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliI; flagellum-specific ATP synthase [EC:3.6.3.50]	2
K02412	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliI; flagellum-specific ATP synthase [EC:3.6.3.50]	2
K02413	Cellular Processes	Flagellar assembly	Flagellar assembly	fliJ; flagellar FliJ protein	1
K02413	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliJ; flagellar FliJ protein	1
K02414	Cellular Processes	Flagellar assembly	Flagellar assembly	fliK; flagellar hook-length control protein FliK	1
K02414	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliK; flagellar hook-length control protein FliK	1
K02415	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliL; flagellar FliL protein	2
K02416	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	fliM; flagellar motor switch protein FliM	1
K02416	Cellular Processes	Flagellar assembly	Flagellar assembly	fliM; flagellar motor switch protein FliM	1
K02416	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliM; flagellar motor switch protein FliM	1
K02417	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	fliNY, fliN; flagellar motor switch protein FliN/FliY	1
K02417	Cellular Processes	Flagellar assembly	Flagellar assembly	fliNY, fliN; flagellar motor switch protein FliN/FliY	1
K02417	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliNY, fliN; flagellar motor switch protein FliN/FliY	1
K02417	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliNY, fliN; flagellar motor switch protein FliN/FliY	1
K02418	Cellular Processes	Flagellar assembly	Flagellar assembly	fliOZ, fliO; flagellar protein FliO/FliZ	1
K02418	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliOZ, fliO; flagellar protein FliO/FliZ	1
K02418	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliOZ, fliO; flagellar protein FliO/FliZ	1
K02419	Cellular Processes	Flagellar assembly	Flagellar assembly	fliP; flagellar biosynthetic protein FliP	1
K02419	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliP; flagellar biosynthetic protein FliP	1
K02419	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliP; flagellar biosynthetic protein FliP	1
K02420	Cellular Processes	Flagellar assembly	Flagellar assembly	fliQ; flagellar biosynthetic protein FliQ	2
K02420	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliQ; flagellar biosynthetic protein FliQ	2
K02420	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliQ; flagellar biosynthetic protein FliQ	2
K02421	Cellular Processes	Flagellar assembly	Flagellar assembly	fliR; flagellar biosynthetic protein FliR	1
K02421	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliR; flagellar biosynthetic protein FliR	1
K02421	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	fliR; flagellar biosynthetic protein FliR	1
K02422	Cellular Processes	Flagellar assembly	Flagellar assembly	fliS; flagellar protein FliS	1
K02422	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	fliS; flagellar protein FliS	1
K02426	Not Included in Pathway or Brite	General function prediction only	General function prediction only	sufE; cysteine desulfuration protein SufE	1
K02427	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2-O)-methyltransferase [EC:2.1.1.166]	1
K02428	Metabolism	Purine metabolism	Purine metabolism	rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]	1
K02429	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	fucP; MFS transporter, FHS family, L-fucose permease	1
K02433	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	7
K02433	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	7
K02434	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	1
K02434	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	1
K02435	Genetic Information Processing	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	1
K02435	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	1
K02437	Metabolism	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism	gcvH, GCSH; glycine cleavage system H protein	2
K02437	Metabolism	Glycine, serine and threonine metabolism	Glycine, serine and threonine metabolism	gcvH, GCSH; glycine cleavage system H protein	2
K02439	Metabolism	Sulfur metabolism	Sulfur metabolism	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	2
K02441	Not Included in Pathway or Brite	General function prediction only	General function prediction only	glpG; GlpG protein	1
K02444	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	4
K02445	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter	1
K02454	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspE; general secretion pathway protein E	5
K02454	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspE; general secretion pathway protein E	5
K02454	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspE; general secretion pathway protein E	5
K02455	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspF; general secretion pathway protein F	2
K02455	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspF; general secretion pathway protein F	2
K02455	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspF; general secretion pathway protein F	2
K02456	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspG; general secretion pathway protein G	1
K02456	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspG; general secretion pathway protein G	1
K02456	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspG; general secretion pathway protein G	1
K02457	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspH; general secretion pathway protein H	1
K02457	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspH; general secretion pathway protein H	1
K02457	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspH; general secretion pathway protein H	1
K02459	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspJ; general secretion pathway protein J	1
K02459	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspJ; general secretion pathway protein J	1
K02459	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspJ; general secretion pathway protein J	1
K02460	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspK; general secretion pathway protein K	1
K02460	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspK; general secretion pathway protein K	1
K02460	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspK; general secretion pathway protein K	1
K02461	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspL; general secretion pathway protein L	1
K02461	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspL; general secretion pathway protein L	1
K02461	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspL; general secretion pathway protein L	1
K02462	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	gspM; general secretion pathway protein M	1
K02462	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspM; general secretion pathway protein M	1
K02462	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspM; general secretion pathway protein M	1
K02463	Cellular Processes	Biofilm formation - Vibrio cholerae	Biofilm formation - Vibrio cholerae	gspN; general secretion pathway protein N	1
K02463	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	gspN; general secretion pathway protein N	1
K02469	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	1
K02469	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	1
K02470	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	2
K02470	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	2
K02471	Environmental Information Processing	ABC transporters	ABC transporters	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	1
K02471	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	1
K02492	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemA; glutamyl-tRNA reductase [EC:1.2.1.70]	1
K02493	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]	2
K02494	Not Included in Pathway or Brite	Structural proteins	Structural proteins	lolB; outer membrane lipoprotein LolB	1
K02495	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	1
K02496	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	1
K02497	Not Included in Pathway or Brite	Structural proteins	Structural proteins	hemX; HemX protein	1
K02498	Not Included in Pathway or Brite	Cofactor metabolism	Cofactor metabolism	hemY; HemY protein	1
K02500	Metabolism	Histidine metabolism	Histidine metabolism	hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	1
K02501	Metabolism	Histidine metabolism	Histidine metabolism	hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	1
K02502	Metabolism	Histidine metabolism	Histidine metabolism	hisZ; ATP phosphoribosyltransferase regulatory subunit	1
K02503	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	HINT1, hinT, hit; histidine triad (HIT) family protein	1
K02517	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]	2
K02517	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]	2
K02518	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	infA; translation initiation factor IF-1	1
K02519	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	infB, MTIF2; translation initiation factor IF-2	1
K02519	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	infB, MTIF2; translation initiation factor IF-2	1
K02520	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	infC, MTIF3; translation initiation factor IF-3	1
K02520	Brite Hierarchies	Translation factors [BR:ko03012]	Translation factors [BR:ko03012]	infC, MTIF3; translation initiation factor IF-3	1
K02523	Metabolism	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	1
K02523	Brite Hierarchies	Prenyltransferases [BR:ko01006]	Prenyltransferases [BR:ko01006]	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	1
K02527	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	1
K02527	Brite Hierarchies	Glycosyltransferases [BR:ko01003]	Glycosyltransferases [BR:ko01003]	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	1
K02527	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	1
K02528	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	1
K02529	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	lacI, galR; LacI family transcriptional regulator	4
K02535	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	1
K02535	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	1
K02536	Metabolism	Lipopolysaccharide biosynthesis	Lipopolysaccharide biosynthesis	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	1
K02536	Brite Hierarchies	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	1
K02553	Brite Hierarchies	Messenger RNA biogenesis [BR:ko03019]	Messenger RNA biogenesis [BR:ko03019]	rraA, menG; regulator of ribonuclease activity A	1
K02556	Environmental Information Processing	Two-component system	Two-component system	motA; chemotaxis protein MotA	2
K02556	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	motA; chemotaxis protein MotA	2
K02556	Cellular Processes	Flagellar assembly	Flagellar assembly	motA; chemotaxis protein MotA	2
K02556	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	motA; chemotaxis protein MotA	2
K02556	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	motA; chemotaxis protein MotA	2
K02557	Cellular Processes	Bacterial chemotaxis	Bacterial chemotaxis	motB; chemotaxis protein MotB	2
K02557	Cellular Processes	Flagellar assembly	Flagellar assembly	motB; chemotaxis protein MotB	2
K02557	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	motB; chemotaxis protein MotB	2
K02557	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	motB; chemotaxis protein MotB	2
K02558	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]	1
K02563	Metabolism	Peptidoglycan biosynthesis	Peptidoglycan biosynthesis	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02563	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02563	Human Diseases	Vancomycin resistance	Vancomycin resistance	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02563	Brite Hierarchies	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02575	Metabolism	Nitrogen metabolism	Nitrogen metabolism	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter	1
K02575	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter	1
K02600	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	nusA; N utilization substance protein A	1
K02600	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	nusA; N utilization substance protein A	1
K02601	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	nusG; transcriptional antiterminator NusG	1
K02601	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	nusG; transcriptional antiterminator NusG	1
K02613	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE	1
K02614	Metabolism	Phenylalanine metabolism	Phenylalanine metabolism	paaI; acyl-CoA thioesterase [EC:3.1.2.-]	1
K02621	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	parC; topoisomerase IV subunit A [EC:5.99.1.-]	1
K02621	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	parC; topoisomerase IV subunit A [EC:5.99.1.-]	1
K02621	Brite Hierarchies	Prokaryotic defense system [BR:ko02048]	Prokaryotic defense system [BR:ko02048]	parC; topoisomerase IV subunit A [EC:5.99.1.-]	1
K02623	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	pcaQ; LysR family transcriptional regulator, pca operon transcriptional activator	1
K02624	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein	4
K02647	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	cdaR; carbohydrate diacid regulator	1
K02651	Cellular Processes	Cell cycle - Caulobacter	Cell cycle - Caulobacter	flp, pilA; pilus assembly protein Flp/PilA	1
K02651	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	flp, pilA; pilus assembly protein Flp/PilA	1
K02651	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	flp, pilA; pilus assembly protein Flp/PilA	1
K02654	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02654	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02654	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02655	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilE; type IV pilus assembly protein PilE	3
K02655	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilE; type IV pilus assembly protein PilE	3
K02656	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilF; type IV pilus assembly protein PilF	1
K02656	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilF; type IV pilus assembly protein PilF	1
K02659	Environmental Information Processing	Two-component system	Two-component system	pilI; twitching motility protein PilI	1
K02659	Cellular Processes	Biofilm formation - Pseudomonas aeruginosa	Biofilm formation - Pseudomonas aeruginosa	pilI; twitching motility protein PilI	1
K02659	Brite Hierarchies	Bacterial motility proteins [BR:ko02035]	Bacterial motility proteins [BR:ko02035]	pilI; twitching motility protein PilI	1
K02659	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	pilI; twitching motility protein PilI	1
K02660	Environmental Information Processing	Two-component system	Two-component system	pilJ; twitching motility protein PilJ	1
