KO	category-1	category-2	category-3	category-4	N of genes
K02890	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	1
K02892	Genetic Information Processing	Ribosome	Ribosome	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02892	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23	1
K02895	Genetic Information Processing	Ribosome	Ribosome	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02895	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	1
K02897	Genetic Information Processing	Ribosome	Ribosome	RP-L25, rplY; large subunit ribosomal protein L25	1
K02897	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L25, rplY; large subunit ribosomal protein L25	1
K02899	Genetic Information Processing	Ribosome	Ribosome	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02899	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27	1
K02902	Genetic Information Processing	Ribosome	Ribosome	RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28	1
K02902	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28	1
K02904	Genetic Information Processing	Ribosome	Ribosome	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02904	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L29, rpmC; large subunit ribosomal protein L29	1
K02906	Genetic Information Processing	Ribosome	Ribosome	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02906	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3	1
K02907	Genetic Information Processing	Ribosome	Ribosome	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02907	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30	1
K02909	Genetic Information Processing	Ribosome	Ribosome	RP-L31, rpmE; large subunit ribosomal protein L31	1
K02909	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L31, rpmE; large subunit ribosomal protein L31	1
K02911	Genetic Information Processing	Ribosome	Ribosome	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02911	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02911	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32	1
K02913	Genetic Information Processing	Ribosome	Ribosome	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33	1
K02913	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33	1
K02914	Genetic Information Processing	Ribosome	Ribosome	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02914	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34	1
K02916	Genetic Information Processing	Ribosome	Ribosome	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02916	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35	1
K02919	Genetic Information Processing	Ribosome	Ribosome	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	1
K02919	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	1
K02926	Genetic Information Processing	Ribosome	Ribosome	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02926	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4	1
K02931	Genetic Information Processing	Ribosome	Ribosome	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02931	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	1
K02933	Genetic Information Processing	Ribosome	Ribosome	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02933	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6	1
K02935	Genetic Information Processing	Ribosome	Ribosome	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12	1
K02935	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12	1
K02939	Genetic Information Processing	Ribosome	Ribosome	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02939	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-L9, MRPL9, rplI; large subunit ribosomal protein L9	1
K02945	Genetic Information Processing	Ribosome	Ribosome	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02945	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S1, rpsA; small subunit ribosomal protein S1	1
K02946	Genetic Information Processing	Ribosome	Ribosome	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10	1
K02946	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10	1
K02948	Genetic Information Processing	Ribosome	Ribosome	RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11	1
K02948	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11	1
K02950	Genetic Information Processing	Ribosome	Ribosome	RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12	1
K02950	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12	1
K02952	Genetic Information Processing	Ribosome	Ribosome	RP-S13, rpsM; small subunit ribosomal protein S13	1
K02952	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S13, rpsM; small subunit ribosomal protein S13	1
K02954	Genetic Information Processing	Ribosome	Ribosome	RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14	1
K02954	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14	1
K02956	Genetic Information Processing	Ribosome	Ribosome	RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15	1
K02956	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15	1
K02959	Genetic Information Processing	Ribosome	Ribosome	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16	1
K02959	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16	1
K02959	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16	1
K02961	Genetic Information Processing	Ribosome	Ribosome	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17	1
K02961	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17	1
K02963	Genetic Information Processing	Ribosome	Ribosome	RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18	1
K02963	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18	1
K02965	Genetic Information Processing	Ribosome	Ribosome	RP-S19, rpsS; small subunit ribosomal protein S19	1
K02965	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S19, rpsS; small subunit ribosomal protein S19	1
K02967	Genetic Information Processing	Ribosome	Ribosome	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	1
K02967	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2	1
K02968	Genetic Information Processing	Ribosome	Ribosome	RP-S20, rpsT; small subunit ribosomal protein S20	1
K02968	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S20, rpsT; small subunit ribosomal protein S20	1
K02982	Genetic Information Processing	Ribosome	Ribosome	RP-S3, rpsC; small subunit ribosomal protein S3	1
K02982	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S3, rpsC; small subunit ribosomal protein S3	1
K02986	Genetic Information Processing	Ribosome	Ribosome	RP-S4, rpsD; small subunit ribosomal protein S4	1
K02986	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S4, rpsD; small subunit ribosomal protein S4	1
K02988	Genetic Information Processing	Ribosome	Ribosome	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5	1
K02988	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5	1
K02990	Genetic Information Processing	Ribosome	Ribosome	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02990	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02990	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6	1
K02992	Genetic Information Processing	Ribosome	Ribosome	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7	1
K02992	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7	1
K02994	Genetic Information Processing	Ribosome	Ribosome	RP-S8, rpsH; small subunit ribosomal protein S8	1
K02994	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S8, rpsH; small subunit ribosomal protein S8	1
K02996	Genetic Information Processing	Ribosome	Ribosome	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9	1
K02996	Brite Hierarchies	Ribosome [BR:ko03011]	Ribosome [BR:ko03011]	RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9	1
K03040	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03040	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03040	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03043	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03043	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03043	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoB; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03060	Genetic Information Processing	RNA polymerase	RNA polymerase	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03060	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03060	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03070	Genetic Information Processing	Protein export	Protein export	secA; preprotein translocase subunit SecA	1
K03070	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secA; preprotein translocase subunit SecA	1
K03070	Cellular Processes	Quorum sensing	Quorum sensing	secA; preprotein translocase subunit SecA	1
K03070	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secA; preprotein translocase subunit SecA	1
K03072	Genetic Information Processing	Protein export	Protein export	secD; preprotein translocase subunit SecD	1
K03072	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secD; preprotein translocase subunit SecD	1
K03072	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secD; preprotein translocase subunit SecD	1
K03073	Genetic Information Processing	Protein export	Protein export	secE; preprotein translocase subunit SecE	1
K03073	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secE; preprotein translocase subunit SecE	1
K03073	Cellular Processes	Quorum sensing	Quorum sensing	secE; preprotein translocase subunit SecE	1
K03073	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secE; preprotein translocase subunit SecE	1
K03074	Genetic Information Processing	Protein export	Protein export	secF; preprotein translocase subunit SecF	1
K03074	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secF; preprotein translocase subunit SecF	1
K03074	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secF; preprotein translocase subunit SecF	1
K03075	Genetic Information Processing	Protein export	Protein export	secG; preprotein translocase subunit SecG	1
K03075	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secG; preprotein translocase subunit SecG	1
K03075	Cellular Processes	Quorum sensing	Quorum sensing	secG; preprotein translocase subunit SecG	1
K03075	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secG; preprotein translocase subunit SecG	1
K03076	Genetic Information Processing	Protein export	Protein export	secY; preprotein translocase subunit SecY	1
K03076	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	secY; preprotein translocase subunit SecY	1
K03076	Cellular Processes	Quorum sensing	Quorum sensing	secY; preprotein translocase subunit SecY	1
K03076	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	secY; preprotein translocase subunit SecY	1
K03086	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoD; RNA polymerase primary sigma factor	1
K03088	Brite Hierarchies	Transcription machinery [BR:ko03021]	Transcription machinery [BR:ko03021]	rpoE; RNA polymerase sigma-70 factor, ECF subfamily	9
K03100	Genetic Information Processing	Protein export	Protein export	lepB; signal peptidase I [EC:3.4.21.89]	2
K03100	Cellular Processes	Quorum sensing	Quorum sensing	lepB; signal peptidase I [EC:3.4.21.89]	2
K03100	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lepB; signal peptidase I [EC:3.4.21.89]	2
K03101	Genetic Information Processing	Protein export	Protein export	lspA; signal peptidase II [EC:3.4.23.36]	1
K03101	Brite Hierarchies	Peptidases [BR:ko01002]	Peptidases [BR:ko01002]	lspA; signal peptidase II [EC:3.4.23.36]	1
K03106	Genetic Information Processing	Protein export	Protein export	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03106	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03106	Cellular Processes	Quorum sensing	Quorum sensing	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03106	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]	1
K03110	Genetic Information Processing	Protein export	Protein export	ftsY; fused signal recognition particle receptor	1
K03110	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	ftsY; fused signal recognition particle receptor	1
K03110	Cellular Processes	Quorum sensing	Quorum sensing	ftsY; fused signal recognition particle receptor	1
K03110	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	ftsY; fused signal recognition particle receptor	1
K03111	Genetic Information Processing	DNA replication	DNA replication	ssb; single-strand DNA-binding protein	2
K03111	Genetic Information Processing	Homologous recombination	Homologous recombination	ssb; single-strand DNA-binding protein	2
K03111	Genetic Information Processing	Mismatch repair	Mismatch repair	ssb; single-strand DNA-binding protein	2
K03111	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	ssb; single-strand DNA-binding protein	2
K03111	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	ssb; single-strand DNA-binding protein	2
K03111	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	ssb; single-strand DNA-binding protein	2
K03116	Genetic Information Processing	Protein export	Protein export	tatA; sec-independent protein translocase protein TatA	2
K03116	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	tatA; sec-independent protein translocase protein TatA	2
K03116	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	tatA; sec-independent protein translocase protein TatA	2
K03118	Genetic Information Processing	Protein export	Protein export	tatC; sec-independent protein translocase protein TatC	1
K03118	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	tatC; sec-independent protein translocase protein TatC	1
K03118	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	tatC; sec-independent protein translocase protein TatC	1
K03149	Metabolism	Thiamine metabolism	Thiamine metabolism	thiG; thiazole synthase [EC:2.8.1.10]	1
K03153	Metabolism	Thiamine metabolism	Thiamine metabolism	thiO; glycine oxidase [EC:1.4.3.19]	1
K03154	Genetic Information Processing	Sulfur relay system	Sulfur relay system	thiS; sulfur carrier protein	1
K03168	Brite Hierarchies	DNA repair and recombination proteins [BR:ko03400]	DNA repair and recombination proteins [BR:ko03400]	topA; DNA topoisomerase I [EC:5.99.1.2]	2
K03168	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	topA; DNA topoisomerase I [EC:5.99.1.2]	2
K03177	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]	1
K03183	Metabolism	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	1
K03207	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	wcaH; colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	1
K03208	Not Included in Pathway or Brite	Glycan metabolism	Glycan metabolism	wcaI; colanic acid biosynthesis glycosyl transferase WcaI	1
K03210	Genetic Information Processing	Protein export	Protein export	yajC; preprotein translocase subunit YajC	1
K03210	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	yajC; preprotein translocase subunit YajC	1
K03210	Cellular Processes	Quorum sensing	Quorum sensing	yajC; preprotein translocase subunit YajC	1
K03210	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	yajC; preprotein translocase subunit YajC	1
K03215	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	1
K03216	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	trmL, cspR; tRNA (cytidine/uridine-2-O-)-methyltransferase [EC:2.1.1.207]	1
K03217	Genetic Information Processing	Protein export	Protein export	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Environmental Information Processing	Bacterial secretion system	Bacterial secretion system	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Cellular Processes	Quorum sensing	Quorum sensing	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Brite Hierarchies	Mitochondrial biogenesis [BR:ko03029]	Mitochondrial biogenesis [BR:ko03029]	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03217	Brite Hierarchies	Secretion system [BR:ko02044]	Secretion system [BR:ko02044]	yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase	1
K03218	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	rlmB; 23S rRNA (guanosine2251-2-O)-methyltransferase [EC:2.1.1.185]	2
K03282	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	mscL; large conductance mechanosensitive channel	2
K03284	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	corA; magnesium transporter	1
K03294	Not Included in Pathway or Brite	Transport	Transport	TC.APA; basic amino acid/polyamine antiporter, APA family	3
K03298	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.DME; drug/metabolite transporter, DME family	1
K03299	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.GNTP; gluconate:H+ symporter, GntP family	1
K03300	Not Included in Pathway or Brite	Transport	Transport	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family	1
K03303	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	lctP; lactate permease	2
K03305	Not Included in Pathway or Brite	Transport	Transport	TC.POT; proton-dependent oligopeptide transporter, POT family	1
K03306	Not Included in Pathway or Brite	Transport	Transport	TC.PIT; inorganic phosphate transporter, PiT family	2
K03313	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	nhaA; Na+:H+ antiporter, NhaA family	1
K03316	Not Included in Pathway or Brite	Transport	Transport	TC.CPA1; monovalent cation:H+ antiporter, CPA1 family	1
K03320	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	amt, AMT, MEP; ammonium transporter, Amt family	2
K03321	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.SULP; sulfate permease, SulP family	2
K03322	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	mntH; manganese transport protein	1
K03325	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	ACR3, arsB; arsenite transporter	1
K03327	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family	1
K03380	Metabolism	Aminobenzoate degradation	Aminobenzoate degradation	E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]	2
K03380	Metabolism	Toluene degradation	Toluene degradation	E1.14.13.7; phenol 2-monooxygenase [EC:1.14.13.7]	2
K03386	Cellular Processes	Apoptosis - fly	Apoptosis - fly	PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	1
K03386	Brite Hierarchies	Exosome [BR:ko04147]	Exosome [BR:ko04147]	PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	1
K03402	Brite Hierarchies	Transcription factors [BR:ko03000]	Transcription factors [BR:ko03000]	argR, ahrC; transcriptional regulator of arginine metabolism	1
K03405	Metabolism	Porphyrin and chlorophyll metabolism	Porphyrin and chlorophyll metabolism	chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]	1
K03417	Metabolism	Propanoate metabolism	Propanoate metabolism	prpB; methylisocitrate lyase [EC:4.1.3.30]	1
K03424	Not Included in Pathway or Brite	Enzymes with EC numbers	Enzymes with EC numbers	tatD; TatD DNase family protein [EC:3.1.21.-]	1
K03426	Metabolism	Nicotinate and nicotinamide metabolism	Nicotinate and nicotinamide metabolism	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]	1
K03426	Cellular Processes	Peroxisome	Peroxisome	E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]	1
K03431	Metabolism	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	glmM; phosphoglucosamine mutase [EC:5.4.2.10]	2
K03437	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	spoU; RNA methyltransferase, TrmH family	1
K03438	Brite Hierarchies	Ribosome biogenesis [BR:ko03009]	Ribosome biogenesis [BR:ko03009]	mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	1
K03439	Brite Hierarchies	Transfer RNA biogenesis [BR:ko03016]	Transfer RNA biogenesis [BR:ko03016]	trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	1
K03446	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	emrB; MFS transporter, DHA2 family, multidrug resistance protein	5
K03449	Brite Hierarchies	Transporters [BR:ko02000]	Transporters [BR:ko02000]	MFS.CP; MFS transporter, CP family, cyanate transporter	3
K03453	Not Included in Pathway or Brite	Transport	Transport	TC.BASS; bile acid:Na+ symporter, BASS family	1
K03455	Not Included in Pathway or Brite	Transport	Transport	TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family	1
K03466	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	2
K03469	Genetic Information Processing	DNA replication	DNA replication	rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]	1
K03469	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]	1
K03470	Genetic Information Processing	DNA replication	DNA replication	rnhB; ribonuclease HII [EC:3.1.26.4]	1
K03470	Brite Hierarchies	DNA replication proteins [BR:ko03032]	DNA replication proteins [BR:ko03032]	rnhB; ribonuclease HII [EC:3.1.26.4]	1
K03496	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	parA, soj; chromosome partitioning protein	3
K03496	Brite Hierarchies	Cytoskeleton proteins [BR:ko04812]	Cytoskeleton proteins [BR:ko04812]	parA, soj; chromosome partitioning protein	3
K03497	Brite Hierarchies	Chromosome and associated proteins [BR:ko03036]	Chromosome and associated proteins [BR:ko03036]	parB, spo0J; chromosome partitioning protein, ParB family	1
