	PSPTO_ID	OG	KO id	KO description
Pto|3002	PSPTO_3064	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
Pto|3003	PSPTO_3065	OG0000064	K09471	puuB; gamma-glutamylputrescine oxidase [EC:1.4.3.-]
Pto|3005	PSPTO_3067	OG0003900		
Pto|3006	PSPTO_3068	OG0001939		
Pto|3007	PSPTO_3069	OG0000525	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
Pto|3008	PSPTO_3070	OG0000391	K03827	yjaB; putative acetyltransferase [EC:2.3.1.-]
Pto|3009	PSPTO_3071	OG0000695	K18893	"vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump"
Pto|3011	PSPTO_3073	OG0002050		
Pto|3012	PSPTO_3074	OG0000022	K13653	AraC family transcriptional regulator
Pto|3013	PSPTO_3075	OG0001465	K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
Pto|3014	PSPTO_3076	OG0000473	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
Pto|3015	PSPTO_3077	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
Pto|3016	PSPTO_3078	OG0002758		
Pto|3018	PSPTO_3080	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
Pto|3019	PSPTO_3081	OG0000006		
Pto|3020	PSPTO_3082	OG0000540	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein
Pto|3021	PSPTO_3083	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
Pto|3024	PSPTO_3086	OG0000016	K07729	putative transcriptional regulator
Pto|3025	PSPTO_3087			
Pto|3026	PSPTO_3088	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|3027	PSPTO_3089	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein
Pto|3028	PSPTO_3090	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Pto|3029	PSPTO_3091	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|3030	PSPTO_3092	OG0003511		
Pto|3033	PSPTO_3094	OG0004604		
Pto|3034	PSPTO_3096			
Pto|3035	PSPTO_3098	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3036	PSPTO_3099	OG0001157	K18298	"mexE; membrane fusion protein, multidrug efflux system"
Pto|3037	PSPTO_3100	OG0000023	K18138	acrB; multidrug efflux pump
Pto|3038	PSPTO_3101	OG0000059	K18139	"oprM; outer membrane protein, multidrug efflux system"
Pto|3039	PSPTO_3102	OG0001513		
Pto|3040	PSPTO_3103	OG0001960		
Pto|3041	PSPTO_3104			
Pto|3042	PSPTO_3105	OG0003769		
Pto|3043	PSPTO_3106	OG0001397	K01759	GLO1; lactoylglutathione lyase [EC:4.4.1.5]
Pto|3044	PSPTO_3107	OG0002156	K03387	ahpF; alkyl hydroperoxide reductase subunit F [EC:1.6.4.-]
Pto|3045	PSPTO_3108	OG0000393	K03386	PRDX2_4; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
Pto|3046	PSPTO_3109	OG0002155		
Pto|3047	PSPTO_3110	OG0002378		
Pto|3048	PSPTO_3111	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
Pto|3049	PSPTO_3112	OG0001777	K00383	GSR; glutathione reductase (NADPH) [EC:1.8.1.7]
Pto|3050	PSPTO_3113	OG0000420	K00963	UGP2; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
Pto|3051	PSPTO_3114	OG0001512		
Pto|3052	PSPTO_3115	OG0003292		
Pto|3053	PSPTO_3116	OG0002616		
Pto|3054	PSPTO_3117	OG0004254		
Pto|3055	PSPTO_3118	OG0002154	K03919	alkB; DNA oxidative demethylase [EC:1.14.11.33]
Pto|3056	PSPTO_3119	OG0000767		
Pto|3057	PSPTO_3120	OG0000246	K21064	ycsE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
Pto|3058	PSPTO_3121	OG0000236	K00036	G6PD; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
Pto|3059	PSPTO_3122	OG0000475	K00033	PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
Pto|3060	PSPTO_3123	OG0004902		
Pto|3061	PSPTO_3124	OG0003445		
Pto|3062	PSPTO_3125	OG0001267	K00703	glgA; starch synthase [EC:2.4.1.21]
Pto|3063	PSPTO_3126	OG0001642	K01236	treZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]
Pto|3064	PSPTO_3127	OG0001772	K00705	malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]
Pto|3065	PSPTO_3128	OG0001641	K06044	treY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]
Pto|3066	PSPTO_3129	OG0001957		
Pto|3067	PSPTO_3130	OG0000539	K01214	ISA; isoamylase [EC:3.2.1.68]
Pto|3068	PSPTO_3131	OG0002153		
Pto|3069	PSPTO_3132	OG0000813	K01463	bshB1; N-acetylglucosamine malate deacetylase 1 [EC:3.5.1.-]
Pto|3070	PSPTO_3133	OG0001510	K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
Pto|3072	PSPTO_3135	OG0001755		
Pto|3073	PSPTO_3136	OG0000253	K01118	acpD; FMN-dependent NADH-azoreductase [EC:1.7.1.17]
Pto|3074	PSPTO_3137	OG0000006		
Pto|3075	PSPTO_3138	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Pto|3076	PSPTO_3139	OG0001400		
Pto|3077	PSPTO_3140	OG0001519		
Pto|3078	PSPTO_3141	OG0000578	K06153	bacA; undecaprenyl-diphosphatase [EC:3.6.1.27]
Pto|3079	PSPTO_3142	OG0001015	K03811	pnuC; nicotinamide mononucleotide transporter
Pto|3080	PSPTO_3143	OG0002158	K06211	"nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]"
Pto|3081	PSPTO_3144	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
Pto|3082	PSPTO_3145	OG0003446		
Pto|3084	PSPTO_3147	OG0003030	K13580	magnesium chelatase subunit ChlD-like protein
Pto|3085	PSPTO_3148	OG0003444	K03405	chlI; magnesium chelatase subunit I [EC:6.6.1.1]
Pto|3086	PSPTO_3149	OG0003029	K02230	cobN; cobaltochelatase CobN [EC:6.6.1.2]
Pto|3087	PSPTO_3150	OG0000161	K02234	cobW; cobalamin biosynthesis protein CobW
Pto|3088	PSPTO_3151	OG0002464		
Pto|3089	PSPTO_3152	OG0003028		
Pto|3090	PSPTO_3154	OG0002463	K05936	cobM; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]
Pto|3091	PSPTO_3155	OG0002520	K04090	E1.2.7.8; indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]
Pto|3092	PSPTO_3156	OG0000027	K03719	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
Pto|3093	PSPTO_3157	OG0005217		
Pto|3094	PSPTO_3159	OG0002434		
Pto|3095	PSPTO_3160	OG0002688		
Pto|3096	PSPTO_3161	OG0002357		
Pto|3097	PSPTO_3162	OG0000452		
Pto|3098	PSPTO_3163	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
Pto|3099	PSPTO_3164	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Pto|3100	PSPTO_3165	OG0003449		
Pto|3101	PSPTO_3166	OG0007755		
Pto|3102	PSPTO_3167			
Pto|3105	PSPTO_3170	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
Pto|3106	PSPTO_3171	OG0000025	K19736	"aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness"
Pto|3107	PSPTO_3172	OG0001066		
Pto|3108	PSPTO_3173	OG0003854		
Pto|3109	PSPTO_3174	OG0000656		
Pto|3110	PSPTO_3175	OG0002899		
Pto|3111	PSPTO_3176	OG0001873	K01400	nprE; bacillolysin [EC:3.4.24.28]
Pto|3112	PSPTO_3177	OG0006449		
Pto|3113	PSPTO_3179	OG0002780	K06192	pqiB; paraquat-inducible protein B
Pto|3114	PSPTO_3180	OG0002779	K09857	uncharacterized protein
Pto|3115	PSPTO_3181	OG0002261		
Pto|3116	PSPTO_3182	OG0000006		
Pto|3117	PSPTO_3183	OG0000290	K06911	uncharacterized protein
Pto|3118	PSPTO_3184	OG0003137	K05275	E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]
Pto|3119	PSPTO_3186	OG0003732	K03307	"TC.SSS; solute:Na+ symporter, SSS family"
Pto|3121	PSPTO_3188	OG0004188	K07251	thiK; thiamine kinase [EC:2.7.1.89]
Pto|3123	PSPTO_3190	OG0001004	K06016	pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]
Pto|3124	PSPTO_3191	OG0000081	K02444	"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"
Pto|3125	PSPTO_3192	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
Pto|3126	PSPTO_3193	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
Pto|3128	PSPTO_3195	OG0000053	K13587	"cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
Pto|3129	PSPTO_3196	OG0000006		
Pto|3131	PSPTO_3198	OG0002521		
Pto|3132	PSPTO_3199	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
Pto|3138	PSPTO_3205	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
Pto|3148	PSPTO_3218	OG0000569	K15125	fhaB; filamentous hemagglutinin
Pto|3150	PSPTO_3220	OG0000138		
Pto|3152	PSPTO_3222			
Pto|3156	PSPTO_3226			
Pto|3158	PSPTO_3228			
Pto|3159	PSPTO_3229	OG0000569	K15125	fhaB; filamentous hemagglutinin
Pto|3160	PSPTO_3230	OG0001494	K11017	shlB; hemolysin activation/secretion protein
Pto|3161	PSPTO_3231	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|3162	PSPTO_3232	OG0002499	K06991	uncharacterized protein
Pto|3163	PSPTO_3233	OG0003306	K01295	cpg; glutamate carboxypeptidase [EC:3.4.17.11]
Pto|3164	PSPTO_3234	OG0000619	K03321	"TC.SULP; sulfate permease, SulP family"
Pto|3165	PSPTO_3236			
Pto|3166	PSPTO_3237	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3171	PSPTO_3242	OG0000240		
Pto|3174	PSPTO_3245	OG0001222		
Pto|3175	PSPTO_3246	OG0002902		
Pto|3176	PSPTO_3247	OG0004917		
Pto|3177	PSPTO_3248	OG0002757	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein
Pto|3179	PSPTO_3250	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein
Pto|3180	PSPTO_3251	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|3181	PSPTO_3252	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein
Pto|3183	PSPTO_3254	OG0000052	K05799	"pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
Pto|3184	PSPTO_3256	OG0000255	K02016	ABC.FEV.S; iron complex transport system substrate-binding protein
Pto|3185	PSPTO_3257	OG0000073	K02015	ABC.FEV.P; iron complex transport system permease protein
Pto|3186	PSPTO_3258	OG0000114	K02013	ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
Pto|3187	PSPTO_3259	OG0001514	K08303	putative protease [EC:3.4.-.-]
Pto|3188	PSPTO_3260	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
Pto|3189	PSPTO_3261			
Pto|3190	PSPTO_3262	OG0000197	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
Pto|3192	PSPTO_3264	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
Pto|3193	PSPTO_3265	OG0000807		
Pto|3194	PSPTO_3266	OG0000646	K02036	pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]
Pto|3195	PSPTO_3267	OG0000647	K02038	pstA; phosphate transport system permease protein
Pto|3196	PSPTO_3268	OG0001588	K02037	pstC; phosphate transport system permease protein
Pto|3197	PSPTO_3269	OG0001687	K02040	pstS; phosphate transport system substrate-binding protein
Pto|3198	PSPTO_3270			
Pto|3199	PSPTO_3271			
Pto|3200	PSPTO_3272	OG0002934		
Pto|3201	PSPTO_3273	OG0004050		
Pto|3203	PSPTO_3275	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|3205	PSPTO_3277	OG0004529	K07120	uncharacterized protein
Pto|3206	PSPTO_3278	OG0002051	K01787	RENBP; N-acylglucosamine 2-epimerase [EC:5.1.3.8]
Pto|3207	PSPTO_3279	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3208	PSPTO_3280	OG0001778	K00865	glxK; glycerate 2-kinase [EC:2.7.1.165]
Pto|3209	PSPTO_3281	OG0000457	K02647	cdaR; carbohydrate diacid regulator
Pto|3210	PSPTO_3282	OG0000913	K03928	yvaK; carboxylesterase [EC:3.1.1.1]
Pto|3211	PSPTO_3283	OG0000052	K05799	"pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
Pto|3213	PSPTO_3285	OG0001756	K01706	gudD; glucarate dehydratase [EC:4.2.1.40]
Pto|3214	PSPTO_3286	OG0001688		
Pto|3215	PSPTO_3287	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
Pto|3216	PSPTO_3288	OG0002661		
Pto|3217	PSPTO_3289	OG0006422		
Pto|3218	PSPTO_3290	OG0000040		
Pto|3219	PSPTO_3291	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3220	PSPTO_3292			
Pto|3221	PSPTO_3293			
Pto|3222	PSPTO_3294	OG0000091	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Pto|3223	PSPTO_3295	OG0001565	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
Pto|3224	PSPTO_3296	OG0001652	K21990	yfdC; formate-nitrite transporter family protein
Pto|3225	PSPTO_3297	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
Pto|3226	PSPTO_3298	OG0002705		
Pto|3227	PSPTO_3299	OG0002632		
Pto|3228	PSPTO_3300	OG0000177	K18302	"mexJ; membrane fusion protein, multidrug efflux system"
Pto|3229	PSPTO_3301	OG0000177	K18302	"mexJ; membrane fusion protein, multidrug efflux system"
Pto|3230	PSPTO_3302	OG0000459	K18303	mexK; multidrug efflux pump
Pto|3232	PSPTO_3304	OG0000377		
Pto|3233	PSPTO_3305			
Pto|3234	PSPTO_3306	OG0000346	K06999	phospholipase/carboxylesterase
Pto|3235	PSPTO_3307	OG0000414	K02666	pilQ; type IV pilus assembly protein PilQ
Pto|3236	PSPTO_3308	OG0004813	K02463	gspN; general secretion pathway protein N
Pto|3237	PSPTO_3309	OG0004812	K02462	gspM; general secretion pathway protein M
Pto|3238	PSPTO_3310	OG0004811	K02461	gspL; general secretion pathway protein L
Pto|3239	PSPTO_3311	OG0004810	K02460	gspK; general secretion pathway protein K
Pto|3241	PSPTO_3313	OG0005821		
Pto|3242	PSPTO_3314	OG0004808	K02457	gspH; general secretion pathway protein H
Pto|3243	PSPTO_3315	OG0000206	K02456	gspG; general secretion pathway protein G
Pto|3244	PSPTO_3316	OG0000256	K02455	gspF; general secretion pathway protein F
Pto|3245	PSPTO_3317	OG0000075	K02454	gspE; general secretion pathway protein E
Pto|3246	PSPTO_3318	OG0000146	K05349	bglX; beta-glucosidase [EC:3.2.1.21]
Pto|3247	PSPTO_3319	OG0000069	K16137	"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
Pto|3250	PSPTO_3322	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|3251	PSPTO_3323	OG0000684	K13877	"aldH; 2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]"
Pto|3255	PSPTO_3327	OG0001900	K02846	solA; N-methyl-L-tryptophan oxidase [EC:1.5.3.-]
Pto|3256	PSPTO_3328	OG0000314	K12340	tolC; outer membrane protein
Pto|3257	PSPTO_3329	OG0000315	K12542	"lapC; membrane fusion protein, adhesin transport system"
Pto|3258	PSPTO_3330	OG0002618	K12536	"hasD; ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase"
Pto|3259	PSPTO_3331	OG0005839		
Pto|3260	PSPTO_3332	OG0001270	K01406	prtC; serralysin [EC:3.4.24.40]
Pto|3261	PSPTO_3333	OG0001389	K19416	yccA; modulator of FtsH protease
Pto|3262	PSPTO_3334	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|3263	PSPTO_3335	OG0002985	K02020	modA; molybdate transport system substrate-binding protein
Pto|3265	PSPTO_3337			
Pto|3266	PSPTO_3338	OG0002606	K07235	tusD; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]
Pto|3267	PSPTO_3339	OG0002910	K07236	tusC; tRNA 2-thiouridine synthesizing protein C
Pto|3269	PSPTO_3341	OG0002605	K11179	tusE; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]
Pto|3270	PSPTO_3342	OG0002140	K00766	trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
Pto|3271	PSPTO_3343	OG0001949	K07393	ECM4; glutathionyl-hydroquinone reductase [EC:1.8.5.7]
Pto|3272	PSPTO_3344	OG0000221	K02303	cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]
Pto|3273	PSPTO_3345	OG0000803	K01875	SARS; seryl-tRNA synthetase [EC:6.1.1.11]
Pto|3274	PSPTO_3346	OG0000533	K06199	crcB; fluoride exporter
Pto|3275	PSPTO_3347	OG0000802	K07478	ycaJ; putative ATPase
Pto|3276	PSPTO_3348	OG0001504	K03634	lolA; outer membrane lipoprotein carrier protein
Pto|3277	PSPTO_3349	OG0000389	K03466	"ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
Pto|3278	PSPTO_3350	OG0001386	K00684	aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]
Pto|3279	PSPTO_3351	OG0001948	K21420	bpt; leucyl-tRNA---protein transferase [EC:2.3.2.29]
Pto|3280	PSPTO_3352	OG0000801	K02518	infA; translation initiation factor IF-1
Pto|3281	PSPTO_3353	OG0001764	K03694	clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
Pto|3282	PSPTO_3354	OG0001263	K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS
Pto|3283	PSPTO_3355	OG0000042	K03704	"cspA; cold shock protein (beta-ribbon, CspA family)"
Pto|3284	PSPTO_3356	OG0001503	K00031	IDH1; isocitrate dehydrogenase [EC:1.1.1.42]
Pto|3285	PSPTO_3357	OG0001149	K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]
Pto|3286	PSPTO_3358	OG0000800	K00566	mnmA; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
Pto|3287	PSPTO_3359	OG0002138	K07153	hflD; high frequency lysogenization protein
Pto|3288	PSPTO_3360	OG0001385	K01756	purB; adenylosuccinate lyase [EC:4.3.2.2]
Pto|3289	PSPTO_3361	OG0001947	K18850	ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
Pto|3290	PSPTO_3362	OG0000195	K02348	elaA; ElaA protein
Pto|3291	PSPTO_3363	OG0003267		
Pto|3292	PSPTO_3364	OG0001262	K01637	E4.1.3.1; isocitrate lyase [EC:4.1.3.1]
Pto|3293	PSPTO_3365	OG0001384	K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
Pto|3294	PSPTO_3366	OG0001383	K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
Pto|3295	PSPTO_3367	OG0001382	K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]
Pto|3296	PSPTO_3368	OG0000799	K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
Pto|3297	PSPTO_3369	OG0001381	K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
Pto|3298	PSPTO_3370	OG0001380	K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
Pto|3299	PSPTO_3371	OG0001379	K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
Pto|3300	PSPTO_3372	OG0001261	K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
Pto|3301	PSPTO_3373	OG0001378	K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
Pto|3302	PSPTO_3374	OG0001377	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
Pto|3303	PSPTO_3375	OG0001260	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
Pto|3304	PSPTO_3376	OG0001376	K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
Pto|3305	PSPTO_3377	OG0001375	K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
Pto|3306	PSPTO_3378	OG0000431		
Pto|3307	PSPTO_3379	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3308	PSPTO_3380	OG0003073		
Pto|3309	PSPTO_3381	OG0000003	K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
Pto|3310	PSPTO_3382	OG0001109		
Pto|3311	PSPTO_3383	OG0001109		
Pto|3313	PSPTO_3385	OG0000282		
Pto|3314	PSPTO_3386	OG0004152		
Pto|3315	PSPTO_3387			
Pto|3316	PSPTO_3388	OG0002313	K06223	dam; DNA adenine methylase [EC:2.1.1.72]
Pto|3317	PSPTO_3389	OG0002098	K03791	putative chitinase
Pto|3318	PSPTO_3390	OG0003155	K06905	uncharacterized protein
Pto|3321	PSPTO_3393	OG0005250		
Pto|3324	PSPTO_3396	OG0002823	K06907	uncharacterized protein
Pto|3325	PSPTO_3397	OG0006070		
Pto|3326	PSPTO_3398	OG0004777		
Pto|3330	PSPTO_3402	OG0004026		
Pto|3331	PSPTO_3403	OG0003650		
Pto|3332	PSPTO_3404	OG0004029		
Pto|3335	PSPTO_3407	OG0004023		
Pto|3336	PSPTO_3408	OG0004022		
Pto|3337	PSPTO_3409	OG0003649		
Pto|3338	PSPTO_3410	OG0004021		
Pto|3340	PSPTO_3412	OG0004020		
Pto|3341	PSPTO_3413	OG0004497		
Pto|3345	PSPTO_3417			
Pto|3346	PSPTO_3418	OG0004508	K06919	putative DNA primase/helicase
Pto|3348	PSPTO_3420	OG0005178		
Pto|3349	PSPTO_3421	OG0005675		
Pto|3350	PSPTO_3422			
Pto|3351	PSPTO_3423			
Pto|3352	PSPTO_3424			
Pto|3354	PSPTO_3426			
Pto|3355	PSPTO_3427	OG0001442	K00558	DNMT1; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
Pto|3356	PSPTO_3428	OG0005447		
Pto|3357	PSPTO_3429	OG0001081	K07733	alpA; prophage regulatory protein
Pto|3358	PSPTO_3430	OG0001118	K01737	queD; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
Pto|3361	PSPTO_3436	OG0001512		
Pto|3362	PSPTO_3437	OG0001995	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
Pto|3363	PSPTO_3438	OG0000281	K04487	iscS; cysteine desulfurase [EC:2.8.1.7]
Pto|3364	PSPTO_3439	OG0000211	K02805	"wecE; dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"
Pto|3365	PSPTO_3440	OG0004298		
Pto|3368	PSPTO_3443	OG0000251	K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
Pto|3370	PSPTO_3445	OG0004038	K16650	"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
Pto|3373	PSPTO_3448	OG0002296		
Pto|3376	PSPTO_3451	OG0000720	K00299	ssuE; FMN reductase [EC:1.5.1.38]
Pto|3377	PSPTO_3452	OG0000456		
Pto|3379	PSPTO_3454	OG0000004	K04761	"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
Pto|3380	PSPTO_3455	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
Pto|3381	PSPTO_3456	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
Pto|3382	PSPTO_3457	OG0002196	K02106	atoE; short-chain fatty acids transporter
Pto|3385	PSPTO_3460	OG0000132	K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
Pto|3386	PSPTO_3461	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
Pto|3387	PSPTO_3462	OG0001758	K02014	TC.FEV.OM; iron complex outermembrane recepter protein
Pto|3388	PSPTO_3463	OG0002938	K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
Pto|3389	PSPTO_3464	OG0000493	K01971	ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
Pto|3390	PSPTO_3465	OG0001014	K10979	ku; DNA end-binding protein Ku
Pto|3391	PSPTO_3466	OG0000124	K04091	ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
Pto|3392	PSPTO_3467	OG0000007	K02667	"pilR; two-component system, NtrC family, response regulator PilR"
Pto|3393	PSPTO_3468	OG0001946		
Pto|3394	PSPTO_3469	OG0000016	K07729	putative transcriptional regulator
Pto|3395	PSPTO_3470	OG0001007		
Pto|3396	PSPTO_3471	OG0001374	K05559	phaA; multicomponent K+:H+ antiporter subunit A
Pto|3397	PSPTO_3472	OG0001373	K05560	phaC; multicomponent K+:H+ antiporter subunit C
Pto|3398	PSPTO_3473	OG0001372	K05561	phaD; multicomponent K+:H+ antiporter subunit D
Pto|3399	PSPTO_3474	OG0001371	K05562	phaE; multicomponent K+:H+ antiporter subunit E
Pto|3401	PSPTO_3476	OG0001369	K05564	phaG; multicomponent K+:H+ antiporter subunit G
Pto|3402	PSPTO_3477	OG0003441		
Pto|3403	PSPTO_3478	OG0002020		
Pto|3404	PSPTO_3479	OG0004531		
Pto|3405	PSPTO_3480	OG0003440	K03406	mcp; methyl-accepting chemotaxis protein
Pto|3406	PSPTO_3481			
Pto|3407	PSPTO_3482	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
